,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss,
14,numerals-kiss1246-1-fourteen-1,numerals-kiss1246-1,Chan2019,fourteen,14,kulemua bala owani,kulemuabalaowani,,FALSE,10{go?}+4,,,
15,numerals-kiss1246-1-fifteen-1,numerals-kiss1246-1,Chan2019,fifteen,15,kulemua bala lima,kulemuabalalima,,FALSE,10{go?}+5,,,
16,numerals-kiss1246-1-sixteen-1,numerals-kiss1246-1,Chan2019,sixteen,16,kulemua bala lima aɡeib,kulemuabalalimaageib,,FALSE,10{go?}+5[+]1,,,
17,numerals-kiss1246-1-seventeen-1,numerals-kiss1246-1,Chan2019,seventeen,17,kulemua bala lima ulani,kulemuabalalimaulani,,FALSE,10{go?}+5[+]2,,,
18,numerals-kiss1246-1-eighteen-1,numerals-kiss1246-1,Chan2019,eighteen,18,kulemua bala lima tolni,kulemuabalalimatolni,,FALSE,10{go?}+5[+]3,,,
19,numerals-kiss1246-1-nineteen-1,numerals-kiss1246-1,Chan2019,nineteen,19,kulemua bala lima owani,kulemuabalalimaowani,,FALSE,10{go?}+5[+]4,,,
20,numerals-kiss1246-1-twenty-1,numerals-kiss1246-1,Chan2019,twenty,20,kulemua ulani,kulemuaulani,,FALSE,10[⋅]2,,,
21,numerals-kiss1246-1-twentyone-1,numerals-kiss1246-1,Chan2019,twentyone,21,kulemua ulani bala aɡeib,kulemuaulanibalaageib,,FALSE,(10[⋅]2){go?}+1,,,
22,numerals-kiss1246-1-twentytwo-1,numerals-kiss1246-1,Chan2019,twentytwo,22,kulemua ulani bala ulani,kulemuaulanibalaulani,,FALSE,(10[⋅]2){go?}+2,,,
23,numerals-kiss1246-1-twentythree-1,numerals-kiss1246-1,Chan2019,twentythree,23,kulemua ulani bala tolni,kulemuaulanibalatolni,,FALSE,(10[⋅]2){go?}+3,,,
24,numerals-kiss1246-1-twentyfour-1,numerals-kiss1246-1,Chan2019,twentyfour,24,kulemua ulani bala owani,kulemuaulanibalaowani,,FALSE,(10[⋅]2){go?}+4,,,
25,numerals-kiss1246-1-twentyfive-1,numerals-kiss1246-1,Chan2019,twentyfive,25,kulemua ulani bala lima,kulemuaulanibalalima,,FALSE,(10[⋅]2){go?}+5,,,
26,numerals-kiss1246-1-twentysix-1,numerals-kiss1246-1,Chan2019,twentysix,26,kulemua ulani bala lima aɡeib,kulemuaulanibalalimaageib,,FALSE,(10[⋅]2){go?}+5[+]1,,,
27,numerals-kiss1246-1-twentyseven-1,numerals-kiss1246-1,Chan2019,twentyseven,27,kulemua ulani bala lima ulani,kulemuaulanibalalimaulani,,FALSE,(10[⋅]2){go?}+5[+]2,,,
28,numerals-kiss1246-1-twentyeight-1,numerals-kiss1246-1,Chan2019,twentyeight,28,kulemua ulani bala lima tolni,kulemuaulanibalalimatolni,,FALSE,(10[⋅]2){go?}+5[+]3,,,
29,numerals-kiss1246-1-twentynine-1,numerals-kiss1246-1,Chan2019,twentynine,29,kulemua ulani bala lima owani,kulemuaulanibalalimaowani,,FALSE,(10[⋅]2){go?}+5[+]4,,,
30,numerals-kiss1246-1-thirty-1,numerals-kiss1246-1,Chan2019,thirty,30,kulemua tolni,kulemuatolni,,FALSE,10[⋅]3,,,
31,numerals-kiss1246-1-forty-1,numerals-kiss1246-1,Chan2019,forty,40,kulemua owani,kulemuaowani,,FALSE,10[⋅]4,,,
32,numerals-kiss1246-1-fifty-1,numerals-kiss1246-1,Chan2019,fifty,50,kulemua lima,kulemualima,,FALSE,10[⋅]5,,,
33,numerals-kiss1246-1-sixty-1,numerals-kiss1246-1,Chan2019,sixty,60,kulemua lima aɡeib,kulemualimaageib,,FALSE,10[⋅](5[+]1),,,
34,numerals-kiss1246-1-seventy-1,numerals-kiss1246-1,Chan2019,seventy,70,kulemua lima ulani,kulemualimaulani,,FALSE,10[⋅](5[+]2),,,
35,numerals-kiss1246-1-eighty-1,numerals-kiss1246-1,Chan2019,eighty,80,kulemua lima tolni,kulemualimatolni,,FALSE,10[⋅](5[+]3),,,
36,numerals-kiss1246-1-ninety-1,numerals-kiss1246-1,Chan2019,ninety,90,kulemua lima owani,kulemualimaowani,,FALSE,10[⋅](5[+]4),,,
37,numerals-kiss1246-1-hundred-1,numerals-kiss1246-1,Chan2019,hundred,100,kulemua bala kulemua,kulemuabalakulemua,,FALSE,?,"This form is questionable. If, however, it is not erroneous, it seems that <bala> can occur either when addition or when multiplication is used",10{go?}[⋅]10,
38,numerals-kiss1246-1-twohundred-1,numerals-kiss1246-1,Chan2019,twohundred,200,kulemua bala kulemua ulani,kulemuabalakulemuaulani,,FALSE,?,"This form is questionable. If, however, it is not erroneous, it seems that <bala> can occur either when addition or when multiplication is used",,10{go?}[⋅]10[⋅]2
39,numerals-kiss1246-1-thousand-1,numerals-kiss1246-1,Chan2019,thousand,1000,kulemua bala kulemua bala,kulemuabalakulemuabala,,FALSE,?,This form is questionable.,,10{go?}[⋅]10[⋅]{go?}[⋅][10]
40,numerals-kiss1246-1-twothousand-1,numerals-kiss1246-1,Chan2019,twothousand,2000,kulemua bala kulemua ulani,kulemuabalakulemuaulani,,FALSE,?,2000 = 200 (?); this form is questionable.,,
