,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss,
26,numerals-litz1237-1-twentysix-1,numerals-litz1237-1,Chan2019,twentysix,26,(na)ŋaβəl iru daman nsous,nangabalirudamannsous,,FALSE,({?}10[⋅]{?}2)+{+}5′+1,,,(10[⋅]{?}2)+{+}{?}5′+1
27,numerals-litz1237-1-twentyseven-1,numerals-litz1237-1,Chan2019,twentyseven,27,(na)ŋaβəl iru daman nsuru,nangabalirudamannsuru,,FALSE,({?}10[⋅]{?}2)+{+}5′+2,,,(10[⋅]{?}2)+{+}{?}5′+2
28,numerals-litz1237-1-twentyeight-1,numerals-litz1237-1,Chan2019,twentyeight,28,(na)ŋaβəl iru daman nsutəl,nangabalirudamannsutal,,FALSE,({?}10[⋅]{?}2)+{+}5′+3,,,(10[⋅]{?}2)+{+}{?}5′+3
29,numerals-litz1237-1-twentynine-1,numerals-litz1237-1,Chan2019,twentynine,29,(na)ŋaβəl iru daman nsoβəs,nangabalirudamannsobas,,FALSE,({?}10[⋅]{?}2)+{+}5′+4,,,(10[⋅]{?}2)+{+}{?}5′+4
30,numerals-litz1237-1-thirty-1,numerals-litz1237-1,Chan2019,thirty,30,(na)ŋaβəl itəl,nangabalital,,FALSE,{?}10[⋅]{?}3,,,10[⋅]{?}3
31,numerals-litz1237-1-forty-1,numerals-litz1237-1,Chan2019,forty,40,(na)ŋaβəl iβes,nangabalibes,,FALSE,{?}10[⋅]{?}4,,,10[⋅]{?}4
32,numerals-litz1237-1-fifty-1,numerals-litz1237-1,Chan2019,fifty,50,(na)ŋaβəl iləm,nangabalilam,,FALSE,{?}10[⋅]{?}5,,,10[⋅]{?}5
33,numerals-litz1237-1-sixty-1,numerals-litz1237-1,Chan2019,sixty,60,(na)ŋaβəl nsous,nangabalnsous,,FALSE,{?}10[⋅](5′+1),,,10[⋅](5′+1)
34,numerals-litz1237-1-seventy-1,numerals-litz1237-1,Chan2019,seventy,70,(na)ŋaβəl nsuru,nangabalnsuru,,FALSE,{?}10[⋅](5′+2),,,10[⋅](5′+2)
35,numerals-litz1237-1-eighty-1,numerals-litz1237-1,Chan2019,eighty,80,(na)ŋaβəl nsotəl,nangabalnsotal,,FALSE,{?}10[⋅](5′+3),,,10[⋅](5′+3)
36,numerals-litz1237-1-ninety-1,numerals-litz1237-1,Chan2019,ninety,90,(na)ŋaβəl nsoβəs,nangabalnsobas,,FALSE,{?}10[⋅](5′+4),,,10[⋅](5′+4)
37,numerals-litz1237-1-hundred-1,numerals-litz1237-1,Chan2019,hundred,100,noŋot,nongot,,FALSE,100,,,
38,numerals-litz1237-1-twohundred-1,numerals-litz1237-1,Chan2019,twohundred,200,noŋot iru,nongotiru,,FALSE,100[⋅]{?}2,,,
