ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
bowernnumerals-Miriw-two-1,,bowernnumerals-Miriw,two,"ganggub, ganggubdha, ganggubeleng",ganggub,,,,,,,
bowernnumerals-Miriw-three-1,,bowernnumerals-Miriw,three,merrgen,merrgen,,,,,,,
bowernnumerals-Wamba-one-1,,bowernnumerals-Wamba,one,"garndawuga, jandaji",garndawuga,,,,,,,
bowernnumerals-Wamba-two-1,,bowernnumerals-Wamba,two,"gujarra, gujarra-",gujarra,,,,,,,
bowernnumerals-Wamba-three-1,,bowernnumerals-Wamba,three,murrgun-,murrgun-,,,,,,,
bowernnumerals-Jamin-one-1,,bowernnumerals-Jamin,one,-nguluk,-nguluk,,,,,,,
bowernnumerals-Ngali-one-1,,bowernnumerals-Ngali,one,-nguluk,-nguluk,,,,,,,
bowernnumerals-Nung-one-1,,bowernnumerals-Nung,one,-nguluk,-nguluk,,,,,,,
bowernnumerals-Jing-one-1,,bowernnumerals-Jing,one,"-aŋgubanhi, -ngku-parni",-aŋgubanhi,,,,,,,
bowernnumerals-Jing-two-1,,bowernnumerals-Jing,two,gugjara,gugjara,,,,,,,
bowernnumerals-Jing-three-1,,bowernnumerals-Jing,three,"murrgulu, murrgunbala",murrgulu,,,,,,,
bowernnumerals-Jing-five-1,,bowernnumerals-Jing,five,marndamarnda,marndamarnda,,,,,,,
bowernnumerals-Ngum-one-1,,bowernnumerals-Ngum,one,warinjarri,warinjarri,,,,,,,
bowernnumerals-Ngum-two-1,,bowernnumerals-Ngum,two,kujarra,kujarra,,,,,,,
bowernnumerals-Ngum-three-1,,bowernnumerals-Ngum,three,kurdidi,kurdidi,,,,,,,
bowernnumerals-Nyig-one-1,,bowernnumerals-Nyig,one,wandjari,wandjari,,,,,,,
bowernnumerals-Nyig-two-1,,bowernnumerals-Nyig,two,"kujarra, gudjara",kujarra,,,,,,,
bowernnumerals-Nyig-three-1,,bowernnumerals-Nyig,three,kujarra layan; gudjara-wandjari,kujarra layan,,,,,,,
bowernnumerals-Warrw-one-1,,bowernnumerals-Warrw,one,"warany, wanyjarri",warany,,,,,,,
bowernnumerals-Warrw-two-1,,bowernnumerals-Warrw,two,kujarra,kujarra,,,,,,,
bowernnumerals-Warrw-three-1,,bowernnumerals-Warrw,three,kujarra layina; layana,kujarra layina,,,,,,,
bowernnumerals-Yawu-one-1,,bowernnumerals-Yawu,one,"waran, warandjari",waran,,,,,,,
bowernnumerals-Yawu-two-1,,bowernnumerals-Yawu,two,gudjara,gudjara,,,,,,,
bowernnumerals-Yawu-three-1,,bowernnumerals-Yawu,three,gudidi,gudidi,,,,,,,
bowernnumerals-Bardi-one-1,,bowernnumerals-Bardi,one,arinyji,arinyji,,,,,,,
bowernnumerals-Bardi-two-1,,bowernnumerals-Bardi,two,gooyarra,gooyarra,,,,,,,
bowernnumerals-Bardi-three-1,,bowernnumerals-Bardi,three,irrjar,irrjar,,,,,,,
bowernnumerals-Bardi-four-1,,bowernnumerals-Bardi,four,gooyarra-gooyarra,gooyarra-gooyarra,,,,,,,
bowernnumerals-JabJab-one-1,,bowernnumerals-JabJab,one,wandjer,wandjer,,,,,,,
bowernnumerals-JabJab-two-1,,bowernnumerals-JabJab,two,gudjar,gudjar,,,,,,,
bowernnumerals-JabJab-three-1,,bowernnumerals-JabJab,three,irdjowar,irdjowar,,,,,,,
bowernnumerals-Jawi-one-1,,bowernnumerals-Jawi,one,arinyji,arinyji,,,,,,,
bowernnumerals-Jawi-two-1,,bowernnumerals-Jawi,two,kuyarra,kuyarra,,,,,,,
bowernnumerals-Jawi-three-1,,bowernnumerals-Jawi,three,"irgudara, irrjarr",irgudara,,,,,,,
bowernnumerals-Nima-one-1,,bowernnumerals-Nima,one,warid,warid,,,,,,,
bowernnumerals-Nima-two-1,,bowernnumerals-Nima,two,kujarr,kujarr,,,,,,,
bowernnumerals-Nima-three-1,,bowernnumerals-Nima,three,irdjowar,irdjowar,,,,,,,
bowernnumerals-Nyul-one-1,,bowernnumerals-Nyul,one,warindjer,warindjer,,,,,,,
bowernnumerals-Nyul-two-1,,bowernnumerals-Nyul,two,gudjar,gudjar,,,,,,,
bowernnumerals-Nyul-three-1,,bowernnumerals-Nyul,three,irdjowar,irdjowar,,,,,,,
bowernnumerals-Warum-one-1,,bowernnumerals-Warum,one,yarnti,yarnti,,,,,,,
bowernnumerals-Warum-two-1,,bowernnumerals-Warum,two,"kuty:arra, kutytyarra, gudjara",kuty:arra,,,,,,,
bowernnumerals-Warum-three-1,,bowernnumerals-Warum,three,"kuty:arra yarnti; yurrkati, yurrkarti, wurrkartu",kuty:arra yarnti,,,,,,,
bowernnumerals-Karad-one-1,,bowernnumerals-Karad,one,"waraca, warraca, warany",waraca,,,,,,,
bowernnumerals-Karad-two-1,,bowernnumerals-Karad,two,kucarra,kucarra,,,,,,,
bowernnumerals-Karad-three-1,,bowernnumerals-Karad,three,"kucarra warany, kucarra pa waraca",kucarra warany,,,,,,,
bowernnumerals-Karad-four-1,,bowernnumerals-Karad,four,kucarra pa kucarra,kucarra pa kucarra,,,,,,,
bowernnumerals-Karad-five-1,,bowernnumerals-Karad,five,kucarra kutiti; papirr waraca karti,kucarra kutiti,,,,,,,
bowernnumerals-Karad-ten-1,,bowernnumerals-Karad,ten,papirr kucarra karti,papirr kucarra karti,,,,,,,
bowernnumerals-Mang-one-1,,bowernnumerals-Mang,one,"wanycu, wancu",wanycu,,,,,,,
bowernnumerals-Mang-two-1,,bowernnumerals-Mang,two,"kucarra, kuyarra",kucarra,,,,,,,
bowernnumerals-Mang-three-1,,bowernnumerals-Mang,three,"murrkun, murrkurn",murrkun,,,,,,,
bowernnumerals-Mang-five-1,,bowernnumerals-Mang,five,wanycukarti kurrapa,wanycukarti kurrapa,,,,,,,
bowernnumerals-Mang-ten-1,,bowernnumerals-Mang,ten,kucarrakarti kurrapa,kucarrakarti kurrapa,,,,,,,
bowernnumerals-NortMang-one-1,,bowernnumerals-NortMang,one,nguyarra,nguyarra,,,,,,,
bowernnumerals-NortMang-two-1,,bowernnumerals-NortMang,two,murrkurn,murrkurn,,,,,,,
bowernnumerals-NortMang-three-1,,bowernnumerals-NortMang,three,nguyarranguyarra,nguyarranguyarra,,,,,,,
bowernnumerals-NortMang-four-1,,bowernnumerals-NortMang,four,nguyarra2wanycu,nguyarra2wanycu,,,,,,,
bowernnumerals-Nyan-one-1,,bowernnumerals-Nyan,one,"waraca, waraja",waraca,,,,,,,
bowernnumerals-Nyan-two-1,,bowernnumerals-Nyan,two,"kucarra, kujarra",kucarra,,,,,,,
bowernnumerals-Nyan-three-1,,bowernnumerals-Nyan,three,kujarrapa waraja,kujarrapa waraja,,,,,,,
bowernnumerals-Nyan-six-1,,bowernnumerals-Nyan,six,cikici,cikici,,,,,,,
bowernnumerals-Bula-one-1,,bowernnumerals-Bula,one,yakulu,yakulu,,,,,,,
bowernnumerals-Bula-two-1,,bowernnumerals-Bula,two,"gutyiya, guciya",gutyiya,,,,,,,
bowernnumerals-Bula-three-1,,bowernnumerals-Bula,three,gudyiŋakulu,gudyiŋakulu,,,,,,,
bowernnumerals-Waga-one-1,,bowernnumerals-Waga,one,yukunŋu,yukunŋu,,,,,,,
bowernnumerals-Waga-two-1,,bowernnumerals-Waga,two,"kiji(:)wi, kici:wiy",kijiwi,,,,,,,
bowernnumerals-Waga-three-1,,bowernnumerals-Waga,three,"yawul, kic'wal",yawul,,,,,,,
bowernnumerals-Waga-four-1,,bowernnumerals-Waga,four,"kic'iwi kic'iwi, minyciŋawul",kic'iwi kic'iwi,,,,,,,
bowernnumerals-Warl-one-1,,bowernnumerals-Warl,one,"yarɣulu, yarrwulu",yarɣulu,,,,,,,
bowernnumerals-Warl-two-1,,bowernnumerals-Warl,two,"kutya, guca",kutya,,,,,,,
bowernnumerals-Warl-three-1,,bowernnumerals-Warl,three,kutyayarrɣulu,kutyayarrɣulu,,,,,,,
bowernnumerals-Yany-one-1,,bowernnumerals-Yany,one,"arrkula, yalku (avoidance)",arrkula,,,,,,,
bowernnumerals-Yany-two-1,,bowernnumerals-Yany,two,"kanymarda, anyirarra (avoidance)",kanymarda,,,,,,,
bowernnumerals-Yany-three-1,,bowernnumerals-Yany,three,kanymardaarr,kanymardaarr,,,,,,,
bowernnumerals-Yany-four-1,,bowernnumerals-Yany,four,kanymardakanymarda,kanymardakanymarda,,,,,,,
bowernnumerals-Bili-one-1,,bowernnumerals-Bili,one,jindagu,jindagu,,,,,,,
bowernnumerals-Bili-two-1,,bowernnumerals-Bili,two,gujarra,gujarra,,,,,,,
bowernnumerals-Bili-three-1,,bowernnumerals-Bili,three,murrgun,murrgun,,,,,,,
bowernnumerals-Guri-one-1,,bowernnumerals-Guri,one,"cintaku, tyintaku, jintaku",cintaku,,,,,,,
bowernnumerals-Guri-two-1,,bowernnumerals-Guri,two,"kucarra, kutyarra, kujarra; tumpalak",kucarra,,,,,,,
bowernnumerals-Guri-three-1,,bowernnumerals-Guri,three,murrkun,murrkun,,,,,,,
bowernnumerals-Guri-five-1,,bowernnumerals-Guri,five,kutyarrakutyarra yaŋi,kutyarrakutyarra yaŋi,,,,,,,
bowernnumerals-GuriMall-one-1,,bowernnumerals-GuriMall,one,meta,meta,,,,,,,
bowernnumerals-GuriMall-two-1,,bowernnumerals-GuriMall,two,raangool,raangool,,,,,,,
bowernnumerals-GuriMall-three-1,,bowernnumerals-GuriMall,three,raangool met,raangool met,,,,,,,
bowernnumerals-GuriMall-four-1,,bowernnumerals-GuriMall,four,raangool raangool,raangool raangool,,,,,,,
bowernnumerals-Jaru-one-1,,bowernnumerals-Jaru,one,"yaŋi, gaŋi, yani",yaŋi,,,,,,,
bowernnumerals-Jaru-two-1,,bowernnumerals-Jaru,two,"kutyarra, gudyara",kutyarra,,,,,,,
bowernnumerals-Jaru-three-1,,bowernnumerals-Jaru,three,"murrkun, murgun, mogon",murrkun,,,,,,,
bowernnumerals-Jaru-four-1,,bowernnumerals-Jaru,four,muntapala,muntapala,,,,,,,
bowernnumerals-Jiwal-one-1,,bowernnumerals-Jiwal,one,kayan,kayan,,,,,,,
bowernnumerals-Jiwal-two-1,,bowernnumerals-Jiwal,two,"kurriny, (kujarra - see note)",kurriny,,,,,,,
bowernnumerals-Malng-one-1,,bowernnumerals-Malng,one,cintapani,cintapani,,,,,,,
bowernnumerals-Malng-two-1,,bowernnumerals-Malng,two,kucarra,kucarra,,,,,,,
bowernnumerals-Mudb-one-1,,bowernnumerals-Mudb,one,"cintaku, jindaku, jintaku",cintaku,,,,,,,
bowernnumerals-Mudb-two-1,,bowernnumerals-Mudb,two,"kucarra, kujarra",kucarra,,,,,,,
bowernnumerals-Mudb-three-1,,bowernnumerals-Mudb,three,"yukartu, yukardu; murrkuna",yukartu,,,,,,,
bowernnumerals-Mudb-four-1,,bowernnumerals-Mudb,four,kujajarra,kujajarra,,,,,,,
bowernnumerals-Ngari-one-1,,bowernnumerals-Ngari,one,cintaku,cintaku,,,,,,,
bowernnumerals-Ngari-two-1,,bowernnumerals-Ngari,two,kucarra,kucarra,,,,,,,
bowernnumerals-Ngari-three-1,,bowernnumerals-Ngari,three,murrkun,murrkun,,,,,,,
bowernnumerals-Ngari-seven-1,,bowernnumerals-Ngari,seven,wirlki,wirlki,,,,,,,
bowernnumerals-Walmj-one-1,,bowernnumerals-Walmj,one,"gaian, gān, kayan, kacan (Bililuna); layi; pilparli",gaian,,,,,,,
bowernnumerals-Walmj-two-1,,bowernnumerals-Walmj,two,"kurriny, gurin",kurriny,,,,,,,
bowernnumerals-Walmj-three-1,,bowernnumerals-Walmj,three,"kutyuntu; murgun; muŋkartu, muŋgadu",kutyuntu,,,,,,,
bowernnumerals-Walmj-four-1,,bowernnumerals-Walmj,four,kurriny kurriny,kurriny kurriny,,,,,,,
bowernnumerals-Warlm-one-1,,bowernnumerals-Warlm,one,"jinta, tyinta",jinta,,,,,,,
bowernnumerals-Warlm-two-1,,bowernnumerals-Warlm,two,"jirrama, tyirrama, tyirrima",jirrama,,,,,,,
bowernnumerals-Warlm-three-1,,bowernnumerals-Warlm,three,tyirrima-tyinta,tyirrima-tyinta,,,,,,,
bowernnumerals-Warlp-one-1,,bowernnumerals-Warlp,one,"jinta, tyinta",jinta,,,,,,,
bowernnumerals-Warlp-two-1,,bowernnumerals-Warlp,two,"jirrama, tyirrama",jirrama,,,,,,,
bowernnumerals-Warlp-three-1,,bowernnumerals-Warlp,three,"jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa",jirrama-kari-jinta,,,,,,,
bowernnumerals-Warlp-four-1,,bowernnumerals-Warlp,four,"tyirrama-tyirrama, tyirrama-kari-tyirrama-kari; tyirrama-kari-tyinta; murntu(-pala)",tyirrama-tyirrama,,,,,,,
bowernnumerals-Warlp-five-1,,bowernnumerals-Warlp,five,cirramakarizcinta,cirramakarizcinta,,,,,,,
bowernnumerals-Warlp-nine-1,,bowernnumerals-Warlp,nine,narntirnki-pala,narntirnki-pala,,,,,,,
bowernnumerals-Kutk-one-1,,bowernnumerals-Kutk,one,"kutju, gudyu, gudu",kutju,,,,,,,
bowernnumerals-Kutk-two-1,,bowernnumerals-Kutk,two,"kutjarra, kutyarra, gudyara",kutjarra,,,,,,,
bowernnumerals-Kutk-three-1,,bowernnumerals-Kutk,three,"maŋurba, marnkurr(pa), manguru, mangura",maŋurba,,,,,,,
bowernnumerals-Kutk-four-1,,bowernnumerals-Kutk,four,"kutjarra-kutjarra; galdu; murntu, murtu",kutjarra-kutjarra,,,,,,,
bowernnumerals-Kutk-five-1,,bowernnumerals-Kutk,five,raka; marumpu,raka,,,,,,,
bowernnumerals-Kutk-six-1,,bowernnumerals-Kutk,six,kalyu,kalyu,,,,,,,
bowernnumerals-Kutk-seven-1,,bowernnumerals-Kutk,seven,wirlki,wirlki,,,,,,,
bowernnumerals-Kutk-eight-1,,bowernnumerals-Kutk,eight,ŋarlukutu,ŋarlukutu,,,,,,,
bowernnumerals-Kutk-nine-1,,bowernnumerals-Kutk,nine,karrpu,karrpu,,,,,,,
bowernnumerals-Kutk-ten-1,,bowernnumerals-Kutk,ten,tawu,tawu,,,,,,,
bowernnumerals-Martu-one-1,,bowernnumerals-Martu,one,kutyu,kutyu,,,,,,,
bowernnumerals-Martu-two-1,,bowernnumerals-Martu,two,kutyarra,kutyarra,,,,,,,
bowernnumerals-Martu-three-1,,bowernnumerals-Martu,three,marnkurrpa,marnkurrpa,,,,,,,
bowernnumerals-Martu-six-1,,bowernnumerals-Martu,six,tyikatyi,tyikatyi,,,,,,,
bowernnumerals-Mulya-one-1,,bowernnumerals-Mulya,one,koodia,koodia,,,,,,,
bowernnumerals-Mulya-two-1,,bowernnumerals-Mulya,two,kutharra,kutharra,,,,,,,
bowernnumerals-Mulya-three-1,,bowernnumerals-Mulya,three,mangoor,mangoor,,,,,,,
bowernnumerals-Mulya-four-1,,bowernnumerals-Mulya,four,chakoo,chakoo,,,,,,,
bowernnumerals-Ngaa-one-1,,bowernnumerals-Ngaa,one,kumpinyu; kutyu,kumpinyu,,,,,,,
bowernnumerals-Ngaa-two-1,,bowernnumerals-Ngaa,two,kalyarrar; kutyarra; nyartuwarra,kalyarrar,,,,,,,
bowernnumerals-Ngaa-three-1,,bowernnumerals-Ngaa,three,"marnkurr(pa); taŋkalku; tyuku.tyuku, tyukurni; wiltya",marnkurr,,,,,,,
bowernnumerals-Ngaa-four-1,,bowernnumerals-Ngaa,four,kutjarra-kutjarra,kutjarra-kutjarra,,,,,,,
bowernnumerals-Pitj-one-1,,bowernnumerals-Pitj,one,"kutju, kutyu; kalani",kutju,,,,,,,
bowernnumerals-Pitj-two-1,,bowernnumerals-Pitj,two,"kutyarra, kutjara",kutyarra,,,,,,,
bowernnumerals-Pitj-three-1,,bowernnumerals-Pitj,three,"man̠kur(pa), makur(pa)",man̠kur,,,,,,,
bowernnumerals-Pitj-four-1,,bowernnumerals-Pitj,four,kutjara-kutjara,kutjara-kutjara,,,,,,,
bowernnumerals-Pitj-five-1,,bowernnumerals-Pitj,five,paipa; kutjara-man̠kur(pa),paipa,,,,,,,
bowernnumerals-Pitj-six-1,,bowernnumerals-Pitj,six,man̠kur-man̠kur(pa),man̠kur-man̠kur,,,,,,,
bowernnumerals-Wang-one-1,,bowernnumerals-Wang,one,kupinyu; kutyu,kupinyu,,,,,,,
bowernnumerals-Wang-two-1,,bowernnumerals-Wang,two,"kutyarra, lutyarra",kutyarra,,,,,,,
bowernnumerals-Wang-three-1,,bowernnumerals-Wang,three,marnkurrpa,marnkurrpa,,,,,,,
bowernnumerals-Wanm-one-1,,bowernnumerals-Wanm,one,kumpinyu; partu,kumpinyu,,,,,,,
bowernnumerals-Wanm-two-1,,bowernnumerals-Wanm,two,"kujarra, -kujarra; -pula",kujarra,,,,,,,
bowernnumerals-Wanm-three-1,,bowernnumerals-Wanm,three,"kujarra kumpinya, kujarrapartu; yupalpa, wupalypa",kujarra kumpinya,,,,,,,
bowernnumerals-Wanm-four-1,,bowernnumerals-Wanm,four,"kucarrakucarra, kujarra kujarra",kucarrakucarra,,,,,,,
bowernnumerals-Wanm-five-1,,bowernnumerals-Wanm,five,"kucarra2 partu, kujarra kujarra kumpinyu",kucarra2 partu,,,,,,,
bowernnumerals-Yulp-one-1,,bowernnumerals-Yulp,one,kuju; kumpinyu,kuju,,,,,,,
bowernnumerals-Yulp-two-1,,bowernnumerals-Yulp,two,kujarra,kujarra,,,,,,,
bowernnumerals-Ngar-one-1,,bowernnumerals-Ngar,one,"erri, eri, eriŋa, weriŋa",erri,,,,,,,
bowernnumerals-Ngar-two-1,,bowernnumerals-Ngar,two,"majerri, majeri",majerri,,,,,,,
bowernnumerals-Ngar-three-1,,bowernnumerals-Ngar,three,"majerrijerri, majerrina, majeriieri",majerrijerri,,,,,,,
bowernnumerals-Ngar-four-1,,bowernnumerals-Ngar,four,"medjeri-yá medjeri, majamajeri",medjeri-yá medjeri,,,,,,,
bowernnumerals-Ungg-one-1,,bowernnumerals-Ungg,one,"wintharringga, winderri, wintharri, yherre",wintharringga,,,,,,,
bowernnumerals-Ungg-two-1,,bowernnumerals-Ungg,two,"wintharringarndoo, wintharri-ngarndu, winhdharri-ngarndu",wintharringarndoo,,,,,,,
bowernnumerals-Ungg-three-1,,bowernnumerals-Ungg,three,ngarlgurru,ngarlgurru,,,,,,,
bowernnumerals-Worr-one-1,,bowernnumerals-Worr,one,"iyarrungu, jarrungu, -yarrungu, =yarrungu, iarun, yarrungu, -anda, -andu",iyarrungu,,,,,,,
bowernnumerals-Worr-two-1,,bowernnumerals-Worr,two,"iyarrungarndu, yarrungu-ᵏwarndu, +aarndu",iyarrungarndu,,,,,,,
bowernnumerals-Worr-three-1,,bowernnumerals-Worr,three,"iyarrungurri, yarrungu-oorri",iyarrungurri,,,,,,,
bowernnumerals-Worr-five-1,,bowernnumerals-Worr,five,ŋanuŋalja,ŋanuŋalja,,,,,,,
bowernnumerals-Yawi-one-1,,bowernnumerals-Yawi,one,munggadum; -du ~ -di,munggadum,,,,,,,
bowernnumerals-Yawi-two-1,,bowernnumerals-Yawi,two,-urri,-urri,,,,,,,
bowernnumerals-Ward-one-1,,bowernnumerals-Ward,one,lege,lege,,,,,,,
bowernnumerals-Ward-two-1,,bowernnumerals-Ward,two,guyamin,guyamin,,,,,,,
bowernnumerals-Ward-three-1,,bowernnumerals-Ward,three,murrgun,murrgun,,,,,,,
bowernnumerals-ArabPea-one-1,,bowernnumerals-ArabPea,one,weyoo,weyoo,,,,,,,
bowernnumerals-ArabPea-two-1,,bowernnumerals-ArabPea,two,parekula,parekula,,,,,,,
bowernnumerals-ArabPea-three-1,,bowernnumerals-ArabPea,three,kulpura,kulpura,,,,,,,
bowernnumerals-ArabPea-four-1,,bowernnumerals-ArabPea,four,noyoo,noyoo,,,,,,,
bowernnumerals-ArabStrang-one-1,,bowernnumerals-ArabStrang,one,oyoo,oyoo,,,,,,,
bowernnumerals-ArabStrang-two-1,,bowernnumerals-ArabStrang,two,kara-kolon,kara-kolon,,,,,,,
bowernnumerals-ArabStrang-four-1,,bowernnumerals-ArabStrang,four,kara-kolon-kara-kolon,kara-kolon-kara-kolon,,,,,,,
bowernnumerals-ArabEyr-one-1,,bowernnumerals-ArabEyr,one,oyoo,oyoo,,,,,,,
bowernnumerals-ArabEyr-two-1,,bowernnumerals-ArabEyr,two,parekula,parekula,,,,,,,
bowernnumerals-ArabEyr-three-1,,bowernnumerals-ArabEyr,three,kulparte,kulparte,,,,,,,
bowernnumerals-ArabEyr-four-1,,bowernnumerals-ArabEyr,four,parrkulu-parrkulu,parrkulu-parrkulu,,,,,,,
bowernnumerals-ArabWangkat-one-1,,bowernnumerals-ArabWangkat,one,sthuja,sthuja,,,,,,,
bowernnumerals-ArabWangkat-two-1,,bowernnumerals-ArabWangkat,two,parekula,parekula,,,,,,,
bowernnumerals-ArabWangkat-three-1,,bowernnumerals-ArabWangkat,three,kulpari,kulpari,,,,,,,
bowernnumerals-ArabWangkat-four-1,,bowernnumerals-ArabWangkat,four,parrkulu-parrkulu,parrkulu-parrkulu,,,,,,,
bowernnumerals-Arab-one-1,,bowernnumerals-Arab,one,"ŋuyu, windiŋuyu",ŋuyu,,,,,,,
bowernnumerals-Arab-two-1,,bowernnumerals-Arab,two,parkulu,parkulu,,,,,,,
bowernnumerals-Arab-three-1,,bowernnumerals-Arab,three,kulpari,kulpari,,,,,,,
bowernnumerals-Arab-ten-1,,bowernnumerals-Arab,ten,marapratyanta,marapratyanta,,,,,,,
bowernnumerals-Diya-one-1,,bowernnumerals-Diya,one,"kurnu, coono; kamanta, windikamanta",kurnu,,,,,,,
bowernnumerals-Diya-two-1,,bowernnumerals-Diya,two,"mandu, mandro",mandu,,,,,,,
bowernnumerals-Diya-three-1,,bowernnumerals-Diya,three,"parkulu, barcolo, parrkulu, parkuluwora",parkulu,,,,,,,
bowernnumerals-Diya-four-1,,bowernnumerals-Diya,four,mandro-mandro,mandro-mandro,,,,,,,
bowernnumerals-Diya-ten-1,,bowernnumerals-Diya,ten,marapratyanta,marapratyanta,,,,,,,
bowernnumerals-Kuung-one-1,,bowernnumerals-Kuung,one,"matina, murina; uŋal, yuŋkul; waŋkara",matina,,,,,,,
bowernnumerals-Kuung-two-1,,bowernnumerals-Kuung,two,"barcoola, boolara, bulardu, pulari, pularri, pula, pularru, pularu",barcoola,,,,,,,
bowernnumerals-Kuung-three-1,,bowernnumerals-Kuung,three,"tirri; barcoola matina, barcoola murina; bularaŋka:ny; kurrparu, kurruparru",tirri,,,,,,,
bowernnumerals-Kuung-four-1,,bowernnumerals-Kuung,four,barcoola barcoola,barcoola barcoola,,,,,,,
bowernnumerals-Mitha-one-1,,bowernnumerals-Mitha,one,kurnu,kurnu,,,,,,,
bowernnumerals-Mitha-two-1,,bowernnumerals-Mitha,two,"parkula, parrkulu",parkula,,,,,,,
bowernnumerals-Mitha-four-1,,bowernnumerals-Mitha,four,parkula parkula,parkula parkula,,,,,,,
bowernnumerals-Mitha-five-1,,bowernnumerals-Mitha,five,parkula parkula kurnu,parkula parkula kurnu,,,,,,,
bowernnumerals-NgamKop-one-1,,bowernnumerals-NgamKop,one,kulnu,kulnu,,,,,,,
bowernnumerals-NgamKop-two-1,,bowernnumerals-NgamKop,two,mondru; poolga,mondru,,,,,,,
bowernnumerals-NgamKop-three-1,,bowernnumerals-NgamKop,three,paruklulu; kulnu mondru,paruklulu,,,,,,,
bowernnumerals-NgamKop-four-1,,bowernnumerals-NgamKop,four,mondru-mondru,mondru-mondru,,,,,,,
bowernnumerals-Ngam-one-1,,bowernnumerals-Ngam,one,"ŋun[h]ara, ŋunara, windiŋunara",ŋun[h]ara,,,,,,,
