"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc"
"39937",3,"numerals-xiun1234-1-three-1","numerals-xiun1234-1","Chan2019","three",3,"sɔ33","so33",NA,"false","3","",NA,"RE-GLOSSED","3","3","3"
"39938",4,"numerals-xiun1234-1-four-1","numerals-xiun1234-1","Chan2019","four",4,"sɿ55","sr55",NA,"false","4","",NA,"RE-GLOSSED","4","4","4"
"39939",5,"numerals-xiun1234-1-five-1","numerals-xiun1234-1","Chan2019","five",5,"n̩35","n35",NA,"false","5","",NA,"RE-GLOSSED","5","5","5"
"39940",6,"numerals-xiun1234-1-five-2","numerals-xiun1234-1","Chan2019","five",5,"u31","u31",NA,"false","5′","",NA,"RE-GLOSSED","5′","5","5"
"39941",7,"numerals-xiun1234-1-six-1","numerals-xiun1234-1","Chan2019","six",6,"liu35","liu35",NA,"false","6","",NA,"RE-GLOSSED","6","6","6"
"39942",8,"numerals-xiun1234-1-seven-1","numerals-xiun1234-1","Chan2019","seven",7,"tsʰi213","tshi213",NA,"false","7","",NA,"RE-GLOSSED","7","7","7"
"39943",9,"numerals-xiun1234-1-eight-1","numerals-xiun1234-1","Chan2019","eight",8,"puːə213","pua213",NA,"false","8","",NA,"RE-GLOSSED","8","8","8"
"39944",10,"numerals-xiun1234-1-nine-1","numerals-xiun1234-1","Chan2019","nine",9,"tɕiu31","tciu31",NA,"false","9","",NA,"RE-GLOSSED","9","9","9"
"39945",11,"numerals-xiun1234-1-ten-1","numerals-xiun1234-1","Chan2019","ten",10,"ɕi35","ci35",NA,"false","10","",NA,"RE-GLOSSED","10","10","10"
"39946",12,"numerals-xiun1234-1-eleven-1","numerals-xiun1234-1","Chan2019","eleven",11,"ɕi35i213","ci35i213",NA,"false","10[+]1","",NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"39947",13,"numerals-xiun1234-1-twelve-1","numerals-xiun1234-1","Chan2019","twelve",12,"ɕi35n̩22","ci35n22",NA,"false","10[+]2","",NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"39948",14,"numerals-xiun1234-1-thirteen-1","numerals-xiun1234-1","Chan2019","thirteen",13,"ɕi35sɔ33","ci35so33",NA,"false","10[+]3","",NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"39949",15,"numerals-xiun1234-1-fourteen-1","numerals-xiun1234-1","Chan2019","fourteen",14,"ɕi35sɿ55","ci35sr55",NA,"false","10[+]4","",NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"39950",16,"numerals-xiun1234-1-fifteen-1","numerals-xiun1234-1","Chan2019","fifteen",15,"ɕi35n̩35","ci35n35",NA,"false","10[+]5","",NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"39951",17,"numerals-xiun1234-1-fifteen-2","numerals-xiun1234-1","Chan2019","fifteen",15,"ɕi35u35","ci35u35",NA,"false","10[+]5′","The form <u35> (as opposed to the expected <u31>) may be an error conditioned by the tone of other form for 5, <ɕi35>.",NA,"RE-GLOSSED","10[+]5′","10+5","10+5"
"39952",18,"numerals-xiun1234-1-sixteen-1","numerals-xiun1234-1","Chan2019","sixteen",16,"ɕi35liu35","ci35liu35",NA,"false","10[+]6","",NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"39953",19,"numerals-xiun1234-1-seventeen-1","numerals-xiun1234-1","Chan2019","seventeen",17,"ɕi35tsʰi213","ci35tshi213",NA,"false","10[+]7","",NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"39954",20,"numerals-xiun1234-1-eighteen-1","numerals-xiun1234-1","Chan2019","eighteen",18,"ɕi35puːə213","ci35pua213",NA,"false","10[+]8","",NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"39955",21,"numerals-xiun1234-1-nineteen-1","numerals-xiun1234-1","Chan2019","nineteen",19,"ɕi35tɕiu31","ci35tciu31",NA,"false","10[+]9","",NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"39956",22,"numerals-xiun1234-1-twenty-1","numerals-xiun1234-1","Chan2019","twenty",20,"n̩22 ɕi35","n22ci35",NA,"false","2[⋅]10","",NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"39957",23,"numerals-xiun1234-1-twenty-2","numerals-xiun1234-1","Chan2019","twenty",20,"liaɔ24 ɕi35","liao24ci35",NA,"false","2′[⋅]10","",NA,"RE-GLOSSED","2′[⋅]10","2⋅10","abs(2*10)"
"39958",24,"numerals-xiun1234-1-twentyone-1","numerals-xiun1234-1","Chan2019","twentyone",21,"n̩22 ɕi35i213","n22ci35i213",NA,"false","(2[⋅]10)[+]1","",NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"39959",25,"numerals-xiun1234-1-twentyone-2","numerals-xiun1234-1","Chan2019","twentyone",21,"liaɔ24 ɕi35i213","liao24ci35i213",NA,"false","(2′[⋅]10)[+]1","",NA,"RE-GLOSSED","(2′[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"39960",26,"numerals-xiun1234-1-twentytwo-1","numerals-xiun1234-1","Chan2019","twentytwo",22,"n̩22 ɕi35n̩22","n22ci35n22",NA,"false","(2[⋅]10)[+]2","",NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"39961",27,"numerals-xiun1234-1-twentytwo-2","numerals-xiun1234-1","Chan2019","twentytwo",22,"liaɔ24 ɕi35n̩22","liao24ci35n22",NA,"false","(2′[⋅]10)[+]2","",NA,"RE-GLOSSED","(2′[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"39962",28,"numerals-xiun1234-1-twentythree-1","numerals-xiun1234-1","Chan2019","twentythree",23,"n̩22 ɕi35sɔ33","n22ci35so33",NA,"false","(2[⋅]10)[+]3","",NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"39963",29,"numerals-xiun1234-1-twentyfour-1","numerals-xiun1234-1","Chan2019","twentyfour",24,"n̩22 ɕi35sɿ55","n22ci35sr55",NA,"false","(2[⋅]10)[+]4","",NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"39964",30,"numerals-xiun1234-1-twentyfive-1","numerals-xiun1234-1","Chan2019","twentyfive",25,"n̩22 ɕi35n̩35","n22ci35n35",NA,"false","(2[⋅]10)[+]5","",NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"39965",31,"numerals-xiun1234-1-twentyfive-2","numerals-xiun1234-1","Chan2019","twentyfive",25,"n̩22 ɕi35u31","n22ci35u31",NA,"false","(2[⋅]10)[+]5","",NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"39966",32,"numerals-xiun1234-1-twentysix-1","numerals-xiun1234-1","Chan2019","twentysix",26,"n̩22 ɕi35liu35","n22ci35liu35",NA,"false","(2[⋅]10)[+]6","",NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"39967",33,"numerals-xiun1234-1-twentyseven-1","numerals-xiun1234-1","Chan2019","twentyseven",27,"n̩22 ɕi35tsʰi213","n22ci35tshi213",NA,"false","(2[⋅]10)[+]7","",NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"39968",34,"numerals-xiun1234-1-twentyeight-1","numerals-xiun1234-1","Chan2019","twentyeight",28,"n̩22 ɕi35puːə213","n22ci35pua213",NA,"false","(2[⋅]10)[+]8","",NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"39969",35,"numerals-xiun1234-1-twentynine-1","numerals-xiun1234-1","Chan2019","twentynine",29,"n̩22 ɕi35tɕiu31","n22ci35tciu31",NA,"false","(2[⋅]10)[+]9","",NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"39970",36,"numerals-xiun1234-1-thirty-1","numerals-xiun1234-1","Chan2019","thirty",30,"sɔ33 ɕi35","so33ci35",NA,"false","3[⋅]10","",NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"39971",37,"numerals-xiun1234-1-forty-1","numerals-xiun1234-1","Chan2019","forty",40,"sɿ55ɕi35","sr55ci35",NA,"false","4[⋅]10","",NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"39972",38,"numerals-xiun1234-1-fifty-1","numerals-xiun1234-1","Chan2019","fifty",50,"n̩35 ɕi35","n35ci35",NA,"false","5[⋅]10","",NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"39973",39,"numerals-xiun1234-1-fifty-2","numerals-xiun1234-1","Chan2019","fifty",50,"u35 ɕi35","u35ci35",NA,"false","5′[⋅]10","The form <u35> (as opposed to the expected <u31>) may be an error conditioned by the tone of other form for 5, <ɕi35>.",NA,"RE-GLOSSED","5′[⋅]10","5⋅10","abs(5*10)"
"39974",40,"numerals-xiun1234-1-sixty-1","numerals-xiun1234-1","Chan2019","sixty",60,"liu35 ɕi35","liu35ci35",NA,"false","6[⋅]10","",NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"39975",41,"numerals-xiun1234-1-seventy-1","numerals-xiun1234-1","Chan2019","seventy",70,"tsʰi213 ɕi35","tshi213ci35",NA,"false","7[⋅]10","",NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"39976",42,"numerals-xiun1234-1-eighty-1","numerals-xiun1234-1","Chan2019","eighty",80,"puːə213 ɕi35","pua213ci35",NA,"false","8[⋅]10","",NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"39977",43,"numerals-xiun1234-1-ninety-1","numerals-xiun1234-1","Chan2019","ninety",90,"tɕiu31 ɕi35","tciu31ci35",NA,"false","9[⋅]10","",NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"39978",44,"numerals-xiun1234-1-hundred-1","numerals-xiun1234-1","Chan2019","hundred",100,"i213pɛʔ21","i213pe21",NA,"false","1[⋅]100","",NA,"RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"39979",45,"numerals-xiun1234-1-twohundred-1","numerals-xiun1234-1","Chan2019","twohundred",200,"liaɔ24pɛʔ21","liao24pe21",NA,"false","2′[⋅]100","",NA,"RE-GLOSSED","2′[⋅]100","2⋅100","abs(2*100)"
"39980",46,"numerals-xiun1234-1-thousand-1","numerals-xiun1234-1","Chan2019","thousand",1000,"i213 tsʰiːɐ33","i213tshia33",NA,"false","1[⋅]1000","",NA,"RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"39981",47,"numerals-xiun1234-1-twothousand-1","numerals-xiun1234-1","Chan2019","twothousand",2000,"liaɔ24 tsʰiːɐ33","liao24tshia33",NA,"false","2′[⋅]1000","",NA,"RE-GLOSSED","2′[⋅]1000","2⋅1000","abs(2*1000)"
"39982",1,"numerals-minb1244-1-one-1","numerals-minb1244-1","Chan2019","one",1,"tsi22","tsi22",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"39983",2,"numerals-minb1244-1-two-1","numerals-minb1244-1","Chan2019","two",2,"noi44","noi44",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"39984",3,"numerals-minb1244-1-three-1","numerals-minb1244-1","Chan2019","three",3,"saŋ52","sang52",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"39985",4,"numerals-minb1244-1-four-1","numerals-minb1244-1","Chan2019","four",4,"soi22","soi22",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"39986",5,"numerals-minb1244-1-five-1","numerals-minb1244-1","Chan2019","five",5,"ŋu22","ngu22",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"39987",6,"numerals-minb1244-1-six-1","numerals-minb1244-1","Chan2019","six",6,"su5","su5",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"39988",7,"numerals-minb1244-1-seven-1","numerals-minb1244-1","Chan2019","seven",7,"tʰoi24","thoi24",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"39989",8,"numerals-minb1244-1-eight-1","numerals-minb1244-1","Chan2019","eight",8,"pai24","pai24",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"39990",9,"numerals-minb1244-1-nine-1","numerals-minb1244-1","Chan2019","nine",9,"kiu24","kiu24",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"39991",10,"numerals-minb1244-1-ten-1","numerals-minb1244-1","Chan2019","ten",10,"si5","si5",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"39992",11,"numerals-minb1244-1-eleven-1","numerals-minb1244-1","Chan2019","eleven",11,"si5i45","si5i45",NA,"false","10[+]1′",NA,NA,"RE-GLOSSED","10[+]1′","10+1","10+1"
"39993",12,"numerals-minb1244-1-twelve-1","numerals-minb1244-1","Chan2019","twelve",12,"si5noi44","si5noi44",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"39994",13,"numerals-minb1244-1-thirteen-1","numerals-minb1244-1","Chan2019","thirteen",13,"si5saŋ41","si5sang41",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"39995",14,"numerals-minb1244-1-fourteen-1","numerals-minb1244-1","Chan2019","fourteen",14,"si5soi22","si5soi22",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"39996",15,"numerals-minb1244-1-fifteen-1","numerals-minb1244-1","Chan2019","fifteen",15,"si5ŋu22","si5ngu22",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"39997",16,"numerals-minb1244-1-sixteen-1","numerals-minb1244-1","Chan2019","sixteen",16,"si5 su5","si5su5",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"39998",17,"numerals-minb1244-1-seventeen-1","numerals-minb1244-1","Chan2019","seventeen",17,"si5tʰoi24","si5thoi24",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"39999",18,"numerals-minb1244-1-eighteen-1","numerals-minb1244-1","Chan2019","eighteen",18,"si5pai24","si5pai24",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"40000",19,"numerals-minb1244-1-nineteen-1","numerals-minb1244-1","Chan2019","nineteen",19,"si5kiu24","si5kiu24",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"40001",20,"numerals-minb1244-1-twenty-1","numerals-minb1244-1","Chan2019","twenty",20,"noi44si5","noi44si5",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"40002",21,"numerals-minb1244-1-twentyone-1","numerals-minb1244-1","Chan2019","twentyone",21,"noi44si5 i24","noi44si5i24",NA,"false","(2[⋅]10)[+]1′",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1′","(2⋅10)+1","abs(abs(2*10))+1"
"40003",22,"numerals-minb1244-1-twentytwo-1","numerals-minb1244-1","Chan2019","twentytwo",22,"noi44si5 noi44","noi44si5noi44",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"40004",23,"numerals-minb1244-1-twentythree-1","numerals-minb1244-1","Chan2019","twentythree",23,"noi44si5 saŋ52","noi44si5sang52",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"40005",24,"numerals-minb1244-1-twentyfour-1","numerals-minb1244-1","Chan2019","twentyfour",24,"noi44si5 soi22","noi44si5soi22",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"40006",25,"numerals-minb1244-1-twentyfive-1","numerals-minb1244-1","Chan2019","twentyfive",25,"noi44si5 ŋu22","noi44si5ngu22",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"40007",26,"numerals-minb1244-1-twentysix-1","numerals-minb1244-1","Chan2019","twentysix",26,"noi44si5 su5","noi44si5su5",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"40008",27,"numerals-minb1244-1-twentyseven-1","numerals-minb1244-1","Chan2019","twentyseven",27,"noi44si5 tʰoi24","noi44si5thoi24",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"40009",28,"numerals-minb1244-1-twentyeight-1","numerals-minb1244-1","Chan2019","twentyeight",28,"noi44si5 pai24","noi44si5pai24",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"40010",29,"numerals-minb1244-1-twentynine-1","numerals-minb1244-1","Chan2019","twentynine",29,"noi44si5 kiu24","noi44si5kiu24",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"40011",30,"numerals-minb1244-1-thirty-1","numerals-minb1244-1","Chan2019","thirty",30,"saŋ52si5","sang52si5",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"40012",31,"numerals-minb1244-1-forty-1","numerals-minb1244-1","Chan2019","forty",40,"soi22 si5","soi22si5",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"40013",32,"numerals-minb1244-1-fifty-1","numerals-minb1244-1","Chan2019","fifty",50,"ŋu22si5","ngu22si5",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"40014",33,"numerals-minb1244-1-sixty-1","numerals-minb1244-1","Chan2019","sixty",60,"su5 si5","su5si5",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"40015",34,"numerals-minb1244-1-seventy-1","numerals-minb1244-1","Chan2019","seventy",70,"tʰoi24 si5","thoi24si5",NA,"false","7[⋅]10",NA,NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"40016",35,"numerals-minb1244-1-eighty-1","numerals-minb1244-1","Chan2019","eighty",80,"pai24 si5","pai24si5",NA,"false","8[⋅]10",NA,NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"40017",36,"numerals-minb1244-1-ninety-1","numerals-minb1244-1","Chan2019","ninety",90,"kiu24 si5","kiu24si5",NA,"false","9[⋅]10",NA,NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"40018",37,"numerals-minb1244-1-hundred-1","numerals-minb1244-1","Chan2019","hundred",100,"pa24","pa24",NA,"false","100",NA,NA,"RE-GLOSSED","100","100","100"
"40019",38,"numerals-minb1244-1-thousand-1","numerals-minb1244-1","Chan2019","thousand",1000,"tʰaiŋ52","thaing52",NA,"false","1000",NA,NA,"RE-GLOSSED","1000","1000","1000"
"40020",1,"numerals-waxi1236-1-one-1","numerals-waxi1236-1","Chan2019","one",1,"i13","i13",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"40021",2,"numerals-waxi1236-1-two-1","numerals-waxi1236-1","Chan2019","two",2,"t͡so25","tso25",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"40022",3,"numerals-waxi1236-1-three-1","numerals-waxi1236-1","Chan2019","three",3,"so55","so55",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"40023",4,"numerals-waxi1236-1-four-1","numerals-waxi1236-1","Chan2019","four",4,"ɕi33","ci33",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"40024",5,"numerals-waxi1236-1-five-1","numerals-waxi1236-1","Chan2019","five",5,"ɤŋ25","ung25",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"40025",6,"numerals-waxi1236-1-six-1","numerals-waxi1236-1","Chan2019","six",6,"lia41","lia41",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"40026",7,"numerals-waxi1236-1-seven-1","numerals-waxi1236-1","Chan2019","seven",7,"tɕʰi41","tchi41",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"40027",8,"numerals-waxi1236-1-eight-1","numerals-waxi1236-1","Chan2019","eight",8,"pɑ41","pa41",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"40028",9,"numerals-waxi1236-1-nine-1","numerals-waxi1236-1","Chan2019","nine",9,"tɕia25","tcia25",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"40029",10,"numerals-waxi1236-1-ten-1","numerals-waxi1236-1","Chan2019","ten",10,"tsʰɪ55-33","tshi5533",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"40030",11,"numerals-waxi1236-1-eleven-1","numerals-waxi1236-1","Chan2019","eleven",11,"tsʰɪ55-33i13","tshi5533i13",NA,"false","10[+]1",NA,NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"40031",12,"numerals-waxi1236-1-twelve-1","numerals-waxi1236-1","Chan2019","twelve",12,"tsʰɪ55-33t͡so25","tshi5533tso25",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"40032",13,"numerals-waxi1236-1-thirteen-1","numerals-waxi1236-1","Chan2019","thirteen",13,"tsʰɪ55-33so55","tshi5533so55",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"40033",14,"numerals-waxi1236-1-fourteen-1","numerals-waxi1236-1","Chan2019","fourteen",14,"tsʰɪ55-33ɕi33","tshi5533ci33",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"40034",15,"numerals-waxi1236-1-fifteen-1","numerals-waxi1236-1","Chan2019","fifteen",15,"tsʰɪ55-33ɤŋ25","tshi5533ung25",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"40035",16,"numerals-waxi1236-1-sixteen-1","numerals-waxi1236-1","Chan2019","sixteen",16,"tsʰɪ55-33lia41","tshi5533lia41",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"40036",17,"numerals-waxi1236-1-seventeen-1","numerals-waxi1236-1","Chan2019","seventeen",17,"tsʰɪ55-33tɕʰi41","tshi5533tchi41",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"40037",18,"numerals-waxi1236-1-eighteen-1","numerals-waxi1236-1","Chan2019","eighteen",18,"tsʰɪ55-33pɑ41","tshi5533pa41",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"40038",19,"numerals-waxi1236-1-nineteen-1","numerals-waxi1236-1","Chan2019","nineteen",19,"tsʰɪ55-33tɕia25","tshi5533tcia25",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"40039",20,"numerals-waxi1236-1-twenty-1","numerals-waxi1236-1","Chan2019","twenty",20,"ɤŋ33tsʰɪ55-33","ung33tshi5533",NA,"false","2′[⋅]10",NA,NA,"RE-GLOSSED","2′[⋅]10","2⋅10","abs(2*10)"
"40040",21,"numerals-waxi1236-1-twentyone-1","numerals-waxi1236-1","Chan2019","twentyone",21,"ɤŋ33 tsʰɪ55 i13","ung33tshi55i13",NA,"false","(2′[⋅]10)[+]1",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"40041",22,"numerals-waxi1236-1-twentytwo-1","numerals-waxi1236-1","Chan2019","twentytwo",22,"ɤŋ33 tsʰɪ55 t͡so25","ung33tshi55tso25",NA,"false","(2′[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"40042",23,"numerals-waxi1236-1-twentythree-1","numerals-waxi1236-1","Chan2019","twentythree",23,"ɤŋ33 tsʰɪ55 so55","ung33tshi55so55",NA,"false","(2′[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"40043",24,"numerals-waxi1236-1-twentyfour-1","numerals-waxi1236-1","Chan2019","twentyfour",24,"ɤŋ33 tsʰɪ55 ɕi33","ung33tshi55ci33",NA,"false","(2′[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"40044",25,"numerals-waxi1236-1-twentyfive-1","numerals-waxi1236-1","Chan2019","twentyfive",25,"ɤŋ33 tsʰɪ55 ɤŋ25","ung33tshi55ung25",NA,"false","(2′[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"40045",26,"numerals-waxi1236-1-twentysix-1","numerals-waxi1236-1","Chan2019","twentysix",26,"ɤŋ33 tsʰɪ55 lia41","ung33tshi55lia41",NA,"false","(2′[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"40046",27,"numerals-waxi1236-1-twentyseven-1","numerals-waxi1236-1","Chan2019","twentyseven",27,"ɤŋ33 tsʰɪ55 tɕʰi41","ung33tshi55tchi41",NA,"false","(2′[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"40047",28,"numerals-waxi1236-1-twentyeight-1","numerals-waxi1236-1","Chan2019","twentyeight",28,"ɤŋ33 tsʰɪ55 pɑ41","ung33tshi55pa41",NA,"false","(2′[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"40048",29,"numerals-waxi1236-1-twentynine-1","numerals-waxi1236-1","Chan2019","twentynine",29,"ɤŋ33 tsʰɪ55 tɕia25","ung33tshi55tcia25",NA,"false","(2′[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2′[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"40049",30,"numerals-waxi1236-1-thirty-1","numerals-waxi1236-1","Chan2019","thirty",30,"so55 tsʰɪ55-33","so55tshi5533",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"40050",31,"numerals-waxi1236-1-forty-1","numerals-waxi1236-1","Chan2019","forty",40,"ɕi33 tsʰɪ55-33","ci33tshi5533",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"40051",32,"numerals-waxi1236-1-fifty-1","numerals-waxi1236-1","Chan2019","fifty",50,"ɤŋ25 tsʰɪ55-33","ung25tshi5533",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"40052",33,"numerals-waxi1236-1-sixty-1","numerals-waxi1236-1","Chan2019","sixty",60,"lia41 tsʰɪ55-33","lia41tshi5533",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
