"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser"
"32000",18,"numerals-puru1266-1-eighteen-1","numerals-puru1266-1","Chan2019","eighteen",18,"somlekiret","somlekiret",NA,"false","10+{+}8",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32001",19,"numerals-puru1266-1-nineteen-1","numerals-puru1266-1","Chan2019","nineteen",19,"somleko","somleko",NA,"false","10+{+}9",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32002",20,"numerals-puru1266-1-twenty-1","numerals-puru1266-1","Chan2019","twenty",20,"somni","somni",NA,"false","10⋅2",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32003",21,"numerals-puru1266-1-twentyone-1","numerals-puru1266-1","Chan2019","twentyone",21,"somnileikʰat","somnileikhat",NA,"false","(10⋅2)+{+}1",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32004",22,"numerals-puru1266-1-twentytwo-1","numerals-puru1266-1","Chan2019","twentytwo",22,"somnileini","somnileini",NA,"false","(10⋅2)+{+}2",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32005",23,"numerals-puru1266-1-twentythree-1","numerals-puru1266-1","Chan2019","twentythree",23,"somnileitʰum","somnileithum",NA,"false","(10⋅2)+{+}3",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32006",24,"numerals-puru1266-1-twentyfour-1","numerals-puru1266-1","Chan2019","twentyfour",24,"somnileminli","somnileminli",NA,"false","(10⋅2)+{+}4",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32007",25,"numerals-puru1266-1-twentyfive-1","numerals-puru1266-1","Chan2019","twentyfive",25,"somnileraŋa","somnileranga",NA,"false","(10⋅2)+{+}5",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32008",26,"numerals-puru1266-1-twentysix-1","numerals-puru1266-1","Chan2019","twentysix",26,"somnilekuruk","somnilekuruk",NA,"false","(10⋅2)+{+}6",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32009",27,"numerals-puru1266-1-twentyseven-1","numerals-puru1266-1","Chan2019","twentyseven",27,"somnilesari","somnilesari",NA,"false","(10⋅2)+{+}7",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32010",28,"numerals-puru1266-1-twentyeight-1","numerals-puru1266-1","Chan2019","twentyeight",28,"somnilekiret","somnilekiret",NA,"false","(10⋅2)+{+}8",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32011",29,"numerals-puru1266-1-twentynine-1","numerals-puru1266-1","Chan2019","twentynine",29,"somnileko","somnileko",NA,"false","(10⋅2)+{+}9",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32012",30,"numerals-puru1266-1-thirty-1","numerals-puru1266-1","Chan2019","thirty",30,"somtʰum","somthum",NA,"false","10⋅3",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32013",31,"numerals-puru1266-1-forty-1","numerals-puru1266-1","Chan2019","forty",40,"somminli","somminli",NA,"false","10⋅4",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32014",32,"numerals-puru1266-1-fifty-1","numerals-puru1266-1","Chan2019","fifty",50,"somraŋa","somranga",NA,"false","10⋅5",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32015",33,"numerals-puru1266-1-sixty-1","numerals-puru1266-1","Chan2019","sixty",60,"somruk","somruk",NA,"false","10⋅6",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32016",34,"numerals-puru1266-1-seventy-1","numerals-puru1266-1","Chan2019","seventy",70,"somri","somri",NA,"false","10⋅7",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32017",35,"numerals-puru1266-1-eighty-1","numerals-puru1266-1","Chan2019","eighty",80,"somret","somret",NA,"false","10⋅8",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32018",36,"numerals-puru1266-1-ninety-1","numerals-puru1266-1","Chan2019","ninety",90,"somko","somko",NA,"false","10⋅9",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32019",37,"numerals-puru1266-1-hundred-1","numerals-puru1266-1","Chan2019","hundred",100,"rajakʰat","rajakhat",NA,"false","100⋅1",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32020",38,"numerals-puru1266-1-twohundred-1","numerals-puru1266-1","Chan2019","twohundred",200,"rajaini","rajaini",NA,"false","100⋅2",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32021",39,"numerals-puru1266-1-fourhundred-1","numerals-puru1266-1","Chan2019","fourhundred",400,"rajaminli","rajaminli",NA,"false","100⋅4",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32022",40,"numerals-puru1266-1-eighthundred-1","numerals-puru1266-1","Chan2019","eighthundred",800,"rajakiret","rajakiret",NA,"false","100⋅8",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32023",41,"numerals-puru1266-1-thousand-1","numerals-puru1266-1","Chan2019","thousand",1000,"bukkʰat","bukkhat",NA,"false","1000⋅1",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32024",42,"numerals-puru1266-1-twothousand-1","numerals-puru1266-1","Chan2019","twothousand",2000,"bukini","bukini",NA,"false","1000⋅2",NA,NA,"ST262-numerals-puru1266-1.csv","KM_NK_RB"
"32025",1,"numerals-chot1239-1-one-1","numerals-chot1239-1","Chan2019","one",1,"ə̄kʰā","akha","","false","1",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32026",2,"numerals-chot1239-1-two-1","numerals-chot1239-1","Chan2019","two",2,"ə̄nī","ani","","false","2",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32027",3,"numerals-chot1239-1-three-1","numerals-chot1239-1","Chan2019","three",3,"īntʰūm","inthum","","false","3",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32028",4,"numerals-chot1239-1-four-1","numerals-chot1239-1","Chan2019","four",4,"īnlī","inli","","false","4",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32029",5,"numerals-chot1239-1-five-1","numerals-chot1239-1","Chan2019","five",5,"ɾə̄ŋā","ranga","","false","5",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32030",6,"numerals-chot1239-1-six-1","numerals-chot1239-1","Chan2019","six",6,"ə̄ɾūk","aruk","","false","6",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32031",7,"numerals-chot1239-1-seven-1","numerals-chot1239-1","Chan2019","seven",7,"sə̄ɾī","sari","","false","7",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32032",8,"numerals-chot1239-1-eight-1","numerals-chot1239-1","Chan2019","eight",8,"ə̄ɾét","aret","","false","8",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32033",9,"numerals-chot1239-1-nine-1","numerals-chot1239-1","Chan2019","nine",9,"ə̄kú","aku","","false","9",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32034",10,"numerals-chot1239-1-ten-1","numerals-chot1239-1","Chan2019","ten",10,"ə̄sōm","asom","","false","10",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32035",11,"numerals-chot1239-1-eleven-1","numerals-chot1239-1","Chan2019","eleven",11,"ə̄sōm-ə̄kʰā","asomakha","","false","10[+]1",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32036",12,"numerals-chot1239-1-twelve-1","numerals-chot1239-1","Chan2019","twelve",12,"ə̄sōm-ə̄nī","asomani","","false","10[+]2",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32037",13,"numerals-chot1239-1-thirteen-1","numerals-chot1239-1","Chan2019","thirteen",13,"ə̄sōm-īntʰūm","asominthum","","false","10[+]3",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32038",14,"numerals-chot1239-1-fourteen-1","numerals-chot1239-1","Chan2019","fourteen",14,"ə̄sōm-īnlī","asominli","","false","10[+]4",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32039",15,"numerals-chot1239-1-fifteen-1","numerals-chot1239-1","Chan2019","fifteen",15,"ə̄sōm-ɾə̄ŋā","asomranga","","false","10[+]5",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32040",16,"numerals-chot1239-1-sixteen-1","numerals-chot1239-1","Chan2019","sixteen",16,"ə̄sōm-ə̄ɾūk","asomaruk","","false","10[+]6",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32041",17,"numerals-chot1239-1-seventeen-1","numerals-chot1239-1","Chan2019","seventeen",17,"ə̄sōm-sə̄ɾī","asomsari","","false","10[+]7",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32042",18,"numerals-chot1239-1-eighteen-1","numerals-chot1239-1","Chan2019","eighteen",18,"ə̄sōm-ə̄ɾét","asomaret","","false","10[+]8",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32043",19,"numerals-chot1239-1-nineteen-1","numerals-chot1239-1","Chan2019","nineteen",19,"ə̄sōm-ə̄kú","asomaku","","false","10[+]9",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32044",20,"numerals-chot1239-1-twenty-1","numerals-chot1239-1","Chan2019","twenty",20,"sōm-nī","somni","","false","10⋅2",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32045",21,"numerals-chot1239-1-twentyone-1","numerals-chot1239-1","Chan2019","twentyone",21,"sōmnī-ə̄kʰā","somniakha","","false","(10⋅2)[+]1",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32046",22,"numerals-chot1239-1-twentytwo-1","numerals-chot1239-1","Chan2019","twentytwo",22,"sōmnī-əni","somniani","","false","(10⋅2)[+]2",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32047",23,"numerals-chot1239-1-twentythree-1","numerals-chot1239-1","Chan2019","twentythree",23,"sōmnī-īntʰūm","somniinthum","","false","(10⋅2)[+]3",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32048",24,"numerals-chot1239-1-twentyfour-1","numerals-chot1239-1","Chan2019","twentyfour",24,"sōmnī-īnlī","somniinli","","false","(10⋅2)[+]4",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32049",25,"numerals-chot1239-1-twentyfive-1","numerals-chot1239-1","Chan2019","twentyfive",25,"sōmnī-ɾə̄ŋā","somniranga","","false","(10⋅2)[+]5",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32050",26,"numerals-chot1239-1-twentysix-1","numerals-chot1239-1","Chan2019","twentysix",26,"sōmnī-ə̄ɾūk","somniaruk","","false","(10⋅2)[+]6",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32051",27,"numerals-chot1239-1-twentyseven-1","numerals-chot1239-1","Chan2019","twentyseven",27,"sōmnī-sə̄ɾī","somnisari","","false","(10⋅2)[+]7",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32052",28,"numerals-chot1239-1-twentyeight-1","numerals-chot1239-1","Chan2019","twentyeight",28,"sōmnī-ə̄ɾét","somniaret","","false","(10⋅2)[+]8",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32053",29,"numerals-chot1239-1-twentynine-1","numerals-chot1239-1","Chan2019","twentynine",29,"sōmnī-ə̄kú","somniaku","","false","(10⋅2)[+]9",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32054",30,"numerals-chot1239-1-thirty-1","numerals-chot1239-1","Chan2019","thirty",30,"sōmtʰūm","somthum","","false","10⋅3",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32055",31,"numerals-chot1239-1-forty-1","numerals-chot1239-1","Chan2019","forty",40,"sōmlī","somli","","false","10⋅4",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32056",32,"numerals-chot1239-1-fifty-1","numerals-chot1239-1","Chan2019","fifty",50,"sōmŋū","somngu","","false","10⋅5",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32057",33,"numerals-chot1239-1-sixty-1","numerals-chot1239-1","Chan2019","sixty",60,"sōmɾūk","somruk","","false","10⋅6",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32058",34,"numerals-chot1239-1-seventy-1","numerals-chot1239-1","Chan2019","seventy",70,"sōmsə̄ɾī","somsari","","false","10⋅7",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32059",35,"numerals-chot1239-1-eighty-1","numerals-chot1239-1","Chan2019","eighty",80,"sōmɾét","somret","","false","10⋅8",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32060",36,"numerals-chot1239-1-ninety-1","numerals-chot1239-1","Chan2019","ninety",90,"sōmkú","somku","","false","10⋅9",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32061",37,"numerals-chot1239-1-hundred-1","numerals-chot1239-1","Chan2019","hundred",100,"līhāə̄kʰā","lihaakha","(ə̄kʰā)","false","100[⋅]1",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32062",38,"numerals-chot1239-1-hundred-2","numerals-chot1239-1","Chan2019","hundred",100,"līhā","liha","(ə̄kʰā)","false","100",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32063",39,"numerals-chot1239-1-twohundred-1","numerals-chot1239-1","Chan2019","twohundred",200,"līhānī","lihani","","false","100⋅2",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32064",40,"numerals-chot1239-1-thousand-1","numerals-chot1239-1","Chan2019","thousand",1000,"līhāsōm","lihasom","","false","100⋅10",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32065",41,"numerals-chot1239-1-twothousand-1","numerals-chot1239-1","Chan2019","twothousand",2000,"līhāsōmnī","lihasomni","","false","100⋅10⋅2",NA,NA,"ST263-numerals-chot1239-1_edited.csv","KM_NK_RB"
"32066",1,"numerals-koir1240-1-one-1","numerals-koir1240-1","Chan2019","one",1,"kinkʰat","kinkhat",NA,"false","{?}1",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32067",2,"numerals-koir1240-1-two-1","numerals-koir1240-1","Chan2019","two",2,"kinni","kinni",NA,"false","{?}2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32068",3,"numerals-koir1240-1-three-1","numerals-koir1240-1","Chan2019","three",3,"kintʰum","kinthum",NA,"false","{?}3",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32069",4,"numerals-koir1240-1-four-1","numerals-koir1240-1","Chan2019","four",4,"minliː","minli",NA,"false","4",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32070",5,"numerals-koir1240-1-five-1","numerals-koir1240-1","Chan2019","five",5,"riŋaː","ringa",NA,"false","5",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32071",6,"numerals-koir1240-1-six-1","numerals-koir1240-1","Chan2019","six",6,"kuruk","kuruk",NA,"false","6",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32072",7,"numerals-koir1240-1-seven-1","numerals-koir1240-1","Chan2019","seven",7,"sari","sari",NA,"false","7",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32073",8,"numerals-koir1240-1-eight-1","numerals-koir1240-1","Chan2019","eight",8,"kiriet","kiriet",NA,"false","8",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32074",9,"numerals-koir1240-1-nine-1","numerals-koir1240-1","Chan2019","nine",9,"kuo","kuo",NA,"false","9",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32075",10,"numerals-koir1240-1-ten-1","numerals-koir1240-1","Chan2019","ten",10,"soːm","som",NA,"false","10",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32076",11,"numerals-koir1240-1-eleven-1","numerals-koir1240-1","Chan2019","eleven",11,"soːm lei kʰat","somleikhat",NA,"false","10+{+}1",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32077",12,"numerals-koir1240-1-twelve-1","numerals-koir1240-1","Chan2019","twelve",12,"soːm lei ni","somleini",NA,"false","10+{+}2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32078",13,"numerals-koir1240-1-thirteen-1","numerals-koir1240-1","Chan2019","thirteen",13,"soːm lei tʰum","somleithum",NA,"false","10+{+}3",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32079",14,"numerals-koir1240-1-fourteen-1","numerals-koir1240-1","Chan2019","fourteen",14,"soːm lei minli","somleiminli",NA,"false","10+{+}4",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32080",15,"numerals-koir1240-1-fifteen-1","numerals-koir1240-1","Chan2019","fifteen",15,"soːm lei riŋaː","somleiringa",NA,"false","10+{+}5",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32081",16,"numerals-koir1240-1-sixteen-1","numerals-koir1240-1","Chan2019","sixteen",16,"soːm lei ruk","somleiruk",NA,"false","10+{+}6",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32082",17,"numerals-koir1240-1-seventeen-1","numerals-koir1240-1","Chan2019","seventeen",17,"soːm lei sari","somleisari",NA,"false","10+{+}7",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32083",18,"numerals-koir1240-1-eighteen-1","numerals-koir1240-1","Chan2019","eighteen",18,"soːm lei riet","somleiriet",NA,"false","10+{+}8",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32084",19,"numerals-koir1240-1-nineteen-1","numerals-koir1240-1","Chan2019","nineteen",19,"soːm lei kuo","somleikuo",NA,"false","10+{+}9",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32085",20,"numerals-koir1240-1-twenty-1","numerals-koir1240-1","Chan2019","twenty",20,"soːm ni","somni",NA,"false","10[⋅]2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32086",21,"numerals-koir1240-1-twentyone-1","numerals-koir1240-1","Chan2019","twentyone",21,"soːm ni lei kʰat","somnileikhat",NA,"false","(10[⋅]2)+{+}1",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32087",22,"numerals-koir1240-1-twentytwo-1","numerals-koir1240-1","Chan2019","twentytwo",22,"soːm ni lei ni","somnileini",NA,"false","(10[⋅]2)+{+}2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32088",23,"numerals-koir1240-1-twentythree-1","numerals-koir1240-1","Chan2019","twentythree",23,"soːm ni lei tʰum","somnileithum",NA,"false","(10[⋅]2)+{+}3",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32089",24,"numerals-koir1240-1-twentyfour-1","numerals-koir1240-1","Chan2019","twentyfour",24,"soːm ni lei minli","somnileiminli",NA,"false","(10[⋅]2)+{+}4",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32090",25,"numerals-koir1240-1-twentyfive-1","numerals-koir1240-1","Chan2019","twentyfive",25,"soːm ni lei riŋa","somnileiringa",NA,"false","(10[⋅]2)+{+}5",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32091",26,"numerals-koir1240-1-twentysix-1","numerals-koir1240-1","Chan2019","twentysix",26,"soːm ni lei ruk","somnileiruk",NA,"false","(10[⋅]2)+{+}6",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32092",27,"numerals-koir1240-1-twentyseven-1","numerals-koir1240-1","Chan2019","twentyseven",27,"soːm ni lei sari","somnileisari",NA,"false","(10[⋅]2)+{+}7",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32093",28,"numerals-koir1240-1-twentyeight-1","numerals-koir1240-1","Chan2019","twentyeight",28,"soːm ni lei kiriet","somnileikiriet",NA,"false","(10[⋅]2)+{+}8",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32094",29,"numerals-koir1240-1-twentynine-1","numerals-koir1240-1","Chan2019","twentynine",29,"soːm ni lei kuo","somnileikuo",NA,"false","(10[⋅]2)+{+}9",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32095",30,"numerals-koir1240-1-thirty-1","numerals-koir1240-1","Chan2019","thirty",30,"soːm tʰum","somthum",NA,"false","10[⋅]3",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32096",31,"numerals-koir1240-1-forty-1","numerals-koir1240-1","Chan2019","forty",40,"soːm minli","somminli",NA,"false","10[⋅]4",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32097",32,"numerals-koir1240-1-fifty-1","numerals-koir1240-1","Chan2019","fifty",50,"soːm riŋa","somringa",NA,"false","10[⋅]5",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32098",33,"numerals-koir1240-1-sixty-1","numerals-koir1240-1","Chan2019","sixty",60,"soːm kuruk","somkuruk",NA,"false","10[⋅]6",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32099",34,"numerals-koir1240-1-seventy-1","numerals-koir1240-1","Chan2019","seventy",70,"soːm sari","somsari",NA,"false","10[⋅]7",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32100",35,"numerals-koir1240-1-eighty-1","numerals-koir1240-1","Chan2019","eighty",80,"soːm kuriet","somkuriet",NA,"false","10[⋅]8",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32101",36,"numerals-koir1240-1-ninety-1","numerals-koir1240-1","Chan2019","ninety",90,"soːm kuo","somkuo",NA,"false","10[⋅]9",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32102",37,"numerals-koir1240-1-hundred-1","numerals-koir1240-1","Chan2019","hundred",100,"rui akʰat","ruiakhat",NA,"false","100⋅1",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32103",38,"numerals-koir1240-1-twohundred-1","numerals-koir1240-1","Chan2019","twohundred",200,"rui ni","ruini",NA,"false","100⋅2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32104",39,"numerals-koir1240-1-twohundred-2","numerals-koir1240-1","Chan2019","twohundred",200,"ru-ui ni","ruuini",NA,"false","100⋅2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32105",40,"numerals-koir1240-1-thousand-1","numerals-koir1240-1","Chan2019","thousand",1000,"lisiŋ kʰat","lisingkhat",NA,"false","1000[⋅]1",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32106",41,"numerals-koir1240-1-thousand-2","numerals-koir1240-1","Chan2019","thousand",1000,"lisiŋ kinkʰat","lisingkinkhat",NA,"false","1000[⋅]{?}1",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32107",42,"numerals-koir1240-1-twothousand-1","numerals-koir1240-1","Chan2019","twothousand",2000,"lisiŋ kini","lisingkini",NA,"false","1000[⋅]2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32108",43,"numerals-koir1240-1-twothousand-2","numerals-koir1240-1","Chan2019","twothousand",2000,"lisiŋ kinni","lisingkinni",NA,"false","1000[⋅]{?}2",NA,NA,"ST264-numerals-koir1240-1.csv","KM_NK_RB"
"32109",1,"numerals-komi1270-1-one-1","numerals-komi1270-1","Chan2019","one",1,"inkʰət","inkhat",NA,"false","1",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32110",2,"numerals-komi1270-1-two-1","numerals-komi1270-1","Chan2019","two",2,"inni","inni",NA,"false","2",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32111",3,"numerals-komi1270-1-three-1","numerals-komi1270-1","Chan2019","three",3,"intʰum","inthum",NA,"false","3",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32112",4,"numerals-komi1270-1-four-1","numerals-komi1270-1","Chan2019","four",4,"mənli","manli",NA,"false","4",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32113",5,"numerals-komi1270-1-five-1","numerals-komi1270-1","Chan2019","five",5,"rəŋa","ranga",NA,"false","5",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32114",6,"numerals-komi1270-1-six-1","numerals-komi1270-1","Chan2019","six",6,"kəruk","karuk",NA,"false","6",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32115",7,"numerals-komi1270-1-seven-1","numerals-komi1270-1","Chan2019","seven",7,"səri","sari",NA,"false","7",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32116",8,"numerals-komi1270-1-eight-1","numerals-komi1270-1","Chan2019","eight",8,"kəret","karet",NA,"false","8",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32117",9,"numerals-komi1270-1-nine-1","numerals-komi1270-1","Chan2019","nine",9,"ko","ko",NA,"false","9",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32118",10,"numerals-komi1270-1-ten-1","numerals-komi1270-1","Chan2019","ten",10,"som","som",NA,"false","10",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32119",11,"numerals-komi1270-1-eleven-1","numerals-komi1270-1","Chan2019","eleven",11,"somleinkʰət","somleinkhat",NA,"false","10+{+}1",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32120",12,"numerals-komi1270-1-twelve-1","numerals-komi1270-1","Chan2019","twelve",12,"somleinni","somleinni",NA,"false","10+{+}2",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32121",13,"numerals-komi1270-1-thirteen-1","numerals-komi1270-1","Chan2019","thirteen",13,"somleintʰum","somleinthum",NA,"false","10+{+}3",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32122",14,"numerals-komi1270-1-fourteen-1","numerals-komi1270-1","Chan2019","fourteen",14,"somleili","somleili",NA,"false","10+{+}4",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32123",15,"numerals-komi1270-1-fifteen-1","numerals-komi1270-1","Chan2019","fifteen",15,"somleiŋa","somleinga",NA,"false","10+{+}5",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32124",16,"numerals-komi1270-1-sixteen-1","numerals-komi1270-1","Chan2019","sixteen",16,"somleiruk","somleiruk",NA,"false","10+{+}6",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
"32125",17,"numerals-komi1270-1-seventeen-1","numerals-komi1270-1","Chan2019","seventeen",17,"somleisəri","somleisari",NA,"false","10+{+}7",NA,NA,"ST265-numerals-komi1270-1.csv","KM_NK_RB"
