"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser"
"747","numerals-fiji1242-1-twentyeight-1","numerals-fiji1242-1","Chan2019","twentyeight","28","ʈonʈiːəiʈ","tontiait",NA,"FALSE","(2′[⋅]10⁗)[+]8′","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"748","numerals-fiji1242-1-twentynine-1","numerals-fiji1242-1","Chan2019","twentynine","29","ʈonʈiːnɑːin","tontinain",NA,"FALSE","(2′[⋅]10⁗)[+]9′","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"749","numerals-fiji1242-1-thirty-1","numerals-fiji1242-1","Chan2019","thirty","30","tiːs","tis",NA,"FALSE","3[⋅]10","","","XX05_numerals-fiji1242-1.csv","RB"
"750","numerals-fiji1242-1-forty-1","numerals-fiji1242-1","Chan2019","forty","40","t͡ʃɑːlis","tsalis",NA,"FALSE","4[⋅]10","","","XX05_numerals-fiji1242-1.csv","RB"
"751","numerals-fiji1242-1-forty-2","numerals-fiji1242-1","Chan2019","forty","40","foʈiː","foti",NA,"FALSE","4′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"752","numerals-fiji1242-1-fifty-1","numerals-fiji1242-1","Chan2019","fifty","50","pət͡ʃːɑːs","patsas",NA,"FALSE","5[⋅]10","","","XX05_numerals-fiji1242-1.csv","RB"
"753","numerals-fiji1242-1-fifty-2","numerals-fiji1242-1","Chan2019","fifty","50","fifʈiː","fifti",NA,"FALSE","5′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"754","numerals-fiji1242-1-fifty-3","numerals-fiji1242-1","Chan2019","fifty","50","fipʈi:","fipti",NA,"FALSE","5′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"755","numerals-fiji1242-1-sixty-1","numerals-fiji1242-1","Chan2019","sixty","60","siksʈiː","siksti",NA,"FALSE","6′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"756","numerals-fiji1242-1-seventy-1","numerals-fiji1242-1","Chan2019","seventy","70","səvenʈiː","saventi",NA,"FALSE","7′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"757","numerals-fiji1242-1-seventy-2","numerals-fiji1242-1","Chan2019","seventy","70","səbenʈiː","sabenti",NA,"FALSE","7′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"758","numerals-fiji1242-1-eighty-1","numerals-fiji1242-1","Chan2019","eighty","80","əsːiː","asi",NA,"FALSE","8[⋅]10","","","XX05_numerals-fiji1242-1.csv","RB"
"759","numerals-fiji1242-1-eighty-2","numerals-fiji1242-1","Chan2019","eighty","80","əiʈiː","aiti",NA,"FALSE","8′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"760","numerals-fiji1242-1-ninety-1","numerals-fiji1242-1","Chan2019","ninety","90","nɑːinʈi:","nainti",NA,"FALSE","9′[⋅]10⁗","Borrowed from English","","XX05_numerals-fiji1242-1.csv","RB"
"761","numerals-fiji1242-1-hundred-1","numerals-fiji1242-1","Chan2019","hundred","100","səu","sau",NA,"FALSE","100","","","XX05_numerals-fiji1242-1.csv","RB"
"762","numerals-fiji1242-1-hundred-2","numerals-fiji1242-1","Chan2019","hundred","100","ek səu","eksau",NA,"FALSE","1[⋅]100","","","XX05_numerals-fiji1242-1.csv","RB"
"763","numerals-fiji1242-1-twohundred-1","numerals-fiji1242-1","Chan2019","twohundred","200","duiː səu","duisau",NA,"FALSE","2[⋅]100","","","XX05_numerals-fiji1242-1.csv","RB"
"764","numerals-fiji1242-1-thousand-1","numerals-fiji1242-1","Chan2019","thousand","1000","həd͡ʒɑːr","hadzar",NA,"FALSE","1000","","","XX05_numerals-fiji1242-1.csv","RB"
"765","numerals-fiji1242-1-twothousand-1","numerals-fiji1242-1","Chan2019","twothousand","2000","duiː həd͡ʒɑːr","duihadzar",NA,"FALSE","2[⋅]1000","","","XX05_numerals-fiji1242-1.csv","RB"
"766","numerals-gaam1241-1-one-1","numerals-gaam1241-1","Chan2019","one","1","t̪āmán","taman",NA,"FALSE","1",NA,NA,"gaam1241.csv","EAT"
"767","numerals-gaam1241-1-two-1","numerals-gaam1241-1","Chan2019","two","2","d̪áāɡɡ","daagg",NA,"FALSE","2",NA,NA,"gaam1241.csv","EAT"
"768","numerals-gaam1241-1-three-1","numerals-gaam1241-1","Chan2019","three","3","ɔ́ðɔ̄","odo",NA,"FALSE","3",NA,NA,"gaam1241.csv","EAT"
"769","numerals-gaam1241-1-four-1","numerals-gaam1241-1","Chan2019","four","4","yə̄ə̄sə́","yaasa",NA,"FALSE","4",NA,NA,"gaam1241.csv","EAT"
"770","numerals-gaam1241-1-five-1","numerals-gaam1241-1","Chan2019","five","5","áás-ááma᷇n","aasaaman","(lit: 'hand')","FALSE","5·1","hand-one",NA,"gaam1241.csv","EAT"
"771","numerals-gaam1241-1-six-1","numerals-gaam1241-1","Chan2019","six","6","t̪ə́ld̪ìɡɡ","taldigg",NA,"FALSE","6{LIG}","6-eyes",NA,"gaam1241.csv","EAT"
"772","numerals-gaam1241-1-seven-1","numerals-gaam1241-1","Chan2019","seven","7","íd̪iɡ-dáāɡɡ","idigdaagg","(lit: 'eyes-two')","FALSE","[5]{LIG}-2","[5]",NA,"gaam1241.csv","EAT"
"773","numerals-gaam1241-1-eight-1","numerals-gaam1241-1","Chan2019","eight","8","íd̪iɡɡ-ɔ́ðɔ̄","idiggodo","(lit: 'eyes-three')","FALSE","[5]{LIG}-3","edited: swapped values for eight and seven.",NA,"gaam1241.csv","EAT"
"774","numerals-gaam1241-1-nine-1","numerals-gaam1241-1","Chan2019","nine","9","íd̪iɡ-yə̄ə̄sə́","idigyaasa","(lit: 'eyes-four')","FALSE","[5]{LIG}-4",NA,NA,"gaam1241.csv","EAT"
"775","numerals-gaam1241-1-ten-1","numerals-gaam1241-1","Chan2019","ten","10","ə́sēɡ-dí","asegdi","(lit: 'hands-also')","FALSE","10{LIG}","hands-also",NA,"gaam1241.csv","EAT"
"776","numerals-gaam1241-1-eleven-1","numerals-gaam1241-1","Chan2019","eleven","11","ə́sēɡdí ì ná t̪āmán","asegdiinataman",NA,"FALSE","10+{and}1",NA,NA,"gaam1241.csv","EAT"
"777","numerals-gaam1241-1-twelve-1","numerals-gaam1241-1","Chan2019","twelve","12","ə́sēɡdí ì ná d̪áāɡɡ","asegdiinadaagg",NA,"FALSE","10+{and}2",NA,NA,"gaam1241.csv","EAT"
"778","numerals-gaam1241-1-thirteen-1","numerals-gaam1241-1","Chan2019","thirteen","13","ə́sēɡdí ì ná ɔ́ðɔ̄","asegdiinaodo",NA,"FALSE","10+{and}3",NA,NA,"gaam1241.csv","EAT"
"779","numerals-gaam1241-1-fourteen-1","numerals-gaam1241-1","Chan2019","fourteen","14","ə́sēɡdí ì ná yə̄ə̄sə́","asegdiinayaasa",NA,"FALSE","10+{and}4",NA,NA,"gaam1241.csv","EAT"
"780","numerals-gaam1241-1-fifteen-1","numerals-gaam1241-1","Chan2019","fifteen","15","ə́sēɡdí ì ná áásááma᷇n","asegdiinaaasaaman",NA,"FALSE","10+{and}5",NA,NA,"gaam1241.csv","EAT"
"781","numerals-gaam1241-1-sixteen-1","numerals-gaam1241-1","Chan2019","sixteen","16","ə́sēɡdí ì ná t̪ə́ld̪ìɡɡ","asegdiinataldigg",NA,"FALSE","10+{and}6",NA,NA,"gaam1241.csv","EAT"
"782","numerals-gaam1241-1-seventeen-1","numerals-gaam1241-1","Chan2019","seventeen","17","ə́sēɡdí ì ná íd̪iɡɡ-ɔ́ðɔ̄","asegdiinaidiggodo",NA,"FALSE","10+{and}[10]-{LIG}3",NA,NA,"gaam1241.csv","EAT"
"783","numerals-gaam1241-1-eighteen-1","numerals-gaam1241-1","Chan2019","eighteen","18","ə́sēɡdí ì ná íd̪iɡ-dáāɡɡ","asegdiinaidigdaagg",NA,"FALSE","10+{and}[10]-{LIG}2",NA,NA,"gaam1241.csv","EAT"
"784","numerals-gaam1241-1-nineteen-1","numerals-gaam1241-1","Chan2019","nineteen","19","ə́sēɡdí ì ná íd̪iɡ-yə̄ə̄sə́","asegdiinaidigyaasa",NA,"FALSE","10+{and}[5]+{LIG}4",NA,NA,"gaam1241.csv","EAT"
"785","numerals-gaam1241-1-twenty-1","numerals-gaam1241-1","Chan2019","twenty","20","ɟāā dùì ə̄ə̄ŋ","jaaduiaang","(lit: ‘person black body’)","FALSE","20","person+black+body",NA,"gaam1241.csv","EAT"
"786","numerals-gaam1241-1-twentyone-1","numerals-gaam1241-1","Chan2019","twentyone","21","ɟāā dùì ə̄ə̄ŋ ì nát̪āmán","jaaduiaanginataman",NA,"FALSE","20+1",NA,NA,"gaam1241.csv","EAT"
"787","numerals-gaam1241-1-twentytwo-1","numerals-gaam1241-1","Chan2019","twentytwo","22","ɟāā dùì ə̄ə̄ŋ ì nád̪áāɡɡ","jaaduiaanginadaagg",NA,"FALSE","20+2",NA,NA,"gaam1241.csv","EAT"
"788","numerals-gaam1241-1-twentythree-1","numerals-gaam1241-1","Chan2019","twentythree","23","ɟāā dùì ə̄ə̄ŋ ì náɔ́ðɔ̄","jaaduiaanginaodo",NA,"FALSE","20+3",NA,NA,"gaam1241.csv","EAT"
"789","numerals-gaam1241-1-twentyfour-1","numerals-gaam1241-1","Chan2019","twentyfour","24","ɟāā dùì ə̄ə̄ŋ ì náyə̄ə̄sə́","jaaduiaanginayaasa",NA,"FALSE","20+4",NA,NA,"gaam1241.csv","EAT"
"790","numerals-gaam1241-1-twentyfive-1","numerals-gaam1241-1","Chan2019","twentyfive","25","ɟāā dùì ə̄ə̄ŋ ì nááásááma᷇n","jaaduiaanginaaasaaman",NA,"FALSE","20+5",NA,NA,"gaam1241.csv","EAT"
"791","numerals-gaam1241-1-twentysix-1","numerals-gaam1241-1","Chan2019","twentysix","26","ɟāā dùì ə̄ə̄ŋ ì nát̪ə́ld̪ìɡɡ","jaaduiaanginataldigg",NA,"FALSE","20+6",NA,NA,"gaam1241.csv","EAT"
"792","numerals-gaam1241-1-twentyseven-1","numerals-gaam1241-1","Chan2019","twentyseven","27","ɟāā dùì ə̄ə̄ŋ ì náíd̪iɡɡ-ɔ́ðɔ̄","jaaduiaanginaidiggodo",NA,"FALSE","20+[5]+2",NA,NA,"gaam1241.csv","EAT"
"793","numerals-gaam1241-1-twentyeight-1","numerals-gaam1241-1","Chan2019","twentyeight","28","ɟāā dùì ə̄ə̄ŋ ì náíd̪iɡ-dáāɡɡ","jaaduiaanginaidigdaagg",NA,"FALSE","20+[5]+3",NA,NA,"gaam1241.csv","EAT"
"794","numerals-gaam1241-1-twentynine-1","numerals-gaam1241-1","Chan2019","twentynine","29","ɟāā dùì ə̄ə̄ŋ ì náíd̪iɡ-yə̄ə̄sə́","jaaduiaanginaidigyaasa",NA,"FALSE","20+[5]+4",NA,NA,"gaam1241.csv","EAT"
"795","numerals-gaam1241-1-thirty-1","numerals-gaam1241-1","Chan2019","thirty","30","ɟāā dùì ə̄ə̄ŋ ì náə́sēɡdí","jaaduiaanginaasegdi",NA,"FALSE","20+{LIG}10",NA,NA,"gaam1241.csv","EAT"
"796","numerals-gaam1241-1-forty-1","numerals-gaam1241-1","Chan2019","forty","40","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ d̪áāɡɡ","jogduiggiingadaagg","( 20 x 2 )","FALSE","20·2",NA,NA,"gaam1241.csv","EAT"
"797","numerals-gaam1241-1-fifty-1","numerals-gaam1241-1","Chan2019","fifty","50","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ d̪áāɡɡ ì ná ə́sēɡdí","jogduiggiingadaagginaasegdi",NA,"FALSE","(20·2)+{LIG}10",NA,NA,"gaam1241.csv","EAT"
"798","numerals-gaam1241-1-sixty-1","numerals-gaam1241-1","Chan2019","sixty","60","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ ɔ́ðɔ̄","jogduiggiingaodo","( 20 x 3 )","FALSE","20·3",NA,NA,"gaam1241.csv","EAT"
"799","numerals-gaam1241-1-seventy-1","numerals-gaam1241-1","Chan2019","seventy","70","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ ɔ́ðɔ̄ ì ná ə́sēɡdí","jogduiggiingaodoinaasegdi",NA,"FALSE","(20·3)+{LIG}10",NA,NA,"gaam1241.csv","EAT"
"800","numerals-gaam1241-1-eighty-1","numerals-gaam1241-1","Chan2019","eighty","80","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ yə̄ə̄sə́","jogduiggiingayaasa","( 20 x 4 )","FALSE","20·4",NA,NA,"gaam1241.csv","EAT"
"801","numerals-gaam1241-1-ninety-1","numerals-gaam1241-1","Chan2019","ninety","90","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ yə̄ə̄sə́ ì ná ə́sēɡdí","jogduiggiingayaasainaasegdi",NA,"FALSE","(20·4)+{LIG}10",NA,NA,"gaam1241.csv","EAT"
"802","numerals-gaam1241-1-hundred-1","numerals-gaam1241-1","Chan2019","hundred","100","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ áásááma᷇n","jogduiggiingaaasaaman","( 20 x 5 )","FALSE","20·5",NA,NA,"gaam1241.csv","EAT"
"803","numerals-gaam1241-1-twohundred-1","numerals-gaam1241-1","Chan2019","twohundred","200","jɔ̄ɡ dùìɡɡ ììŋ-ə̄ ə́sēɡdí","jogduiggiingaasegdi","( 20 x 10 )","FALSE","20·10",NA,NA,"gaam1241.csv","EAT"
"804","numerals-gaww1239-1-one-1","numerals-gaww1239-1","Chan2019","one","1","tóʔon","toon",NA,"FALSE","1",NA,NA,"gaww1239.csv","EAT"
"805","numerals-gaww1239-1-two-1","numerals-gaww1239-1","Chan2019","two","2","lákke","lakke",NA,"FALSE","2",NA,NA,"gaww1239.csv","EAT"
"806","numerals-gaww1239-1-three-1","numerals-gaww1239-1","Chan2019","three","3","ízzaħ","izzah",NA,"FALSE","3",NA,NA,"gaww1239.csv","EAT"
"807","numerals-gaww1239-1-four-1","numerals-gaww1239-1","Chan2019","four","4","sálaħ","salah",NA,"FALSE","4",NA,NA,"gaww1239.csv","EAT"
"808","numerals-gaww1239-1-five-1","numerals-gaww1239-1","Chan2019","five","5","xúpin","xupin",NA,"FALSE","5",NA,NA,"gaww1239.csv","EAT"
"809","numerals-gaww1239-1-six-1","numerals-gaww1239-1","Chan2019","six","6","tappi","tappi",NA,"FALSE","6",NA,NA,"gaww1239.csv","EAT"
"810","numerals-gaww1239-1-seven-1","numerals-gaww1239-1","Chan2019","seven","7","táʔan","taan",NA,"FALSE","7",NA,NA,"gaww1239.csv","EAT"
"811","numerals-gaww1239-1-eight-1","numerals-gaww1239-1","Chan2019","eight","8","sétten","setten",NA,"FALSE","8",NA,NA,"gaww1239.csv","EAT"
"812","numerals-gaww1239-1-nine-1","numerals-gaww1239-1","Chan2019","nine","9","kóllan","kollan",NA,"FALSE","9",NA,NA,"gaww1239.csv","EAT"
"813","numerals-gaww1239-1-ten-1","numerals-gaww1239-1","Chan2019","ten","10","ħúɗɗan","huddan",NA,"FALSE","10",NA,NA,"gaww1239.csv","EAT"
"814","numerals-gaww1239-1-eleven-1","numerals-gaww1239-1","Chan2019","eleven","11","ħúɗɗa=pa tóʔon","huddapatoon",NA,"FALSE","10+{LIG}1",NA,NA,"gaww1239.csv","EAT"
"815","numerals-gaww1239-1-twelve-1","numerals-gaww1239-1","Chan2019","twelve","12","ħúɗɗa=pa lákke","huddapalakke",NA,"FALSE","10+{LIG}2",NA,NA,"gaww1239.csv","EAT"
"816","numerals-gaww1239-1-thirteen-1","numerals-gaww1239-1","Chan2019","thirteen","13","ħúɗɗa=paízzaħ","huddapaizzah",NA,"FALSE","10+{LIG}3",NA,NA,"gaww1239.csv","EAT"
"817","numerals-gaww1239-1-fourteen-1","numerals-gaww1239-1","Chan2019","fourteen","14","ħúɗɗa=pa sálaħ","huddapasalah",NA,"FALSE","10+{LIG}4",NA,NA,"gaww1239.csv","EAT"
"818","numerals-gaww1239-1-fifteen-1","numerals-gaww1239-1","Chan2019","fifteen","15","ħúɗɗa=paxúpin","huddapaxupin",NA,"FALSE","10+{LIG}5",NA,NA,"gaww1239.csv","EAT"
"819","numerals-gaww1239-1-sixteen-1","numerals-gaww1239-1","Chan2019","sixteen","16","ħúɗɗa=patappi","huddapatappi",NA,"FALSE","10+{LIG}6",NA,NA,"gaww1239.csv","EAT"
"820","numerals-gaww1239-1-seventeen-1","numerals-gaww1239-1","Chan2019","seventeen","17","ħúɗɗa=patáʔan","huddapataan",NA,"FALSE","10+{LIG}7",NA,NA,"gaww1239.csv","EAT"
"821","numerals-gaww1239-1-eighteen-1","numerals-gaww1239-1","Chan2019","eighteen","18","ħúɗɗa=pasétten","huddapasetten",NA,"FALSE","10+{LIG}8",NA,NA,"gaww1239.csv","EAT"
"822","numerals-gaww1239-1-nineteen-1","numerals-gaww1239-1","Chan2019","nineteen","19","ħúɗɗa=pa kóllan","huddapakollan",NA,"FALSE","10+{LIG}9",NA,NA,"gaww1239.csv","EAT"
"823","numerals-gaww1239-1-twenty-1","numerals-gaww1239-1","Chan2019","twenty","20","ħúɗanko lákke","hudankolakke",NA,"FALSE","10·2",NA,NA,"gaww1239.csv","EAT"
"824","numerals-gaww1239-1-twentyone-1","numerals-gaww1239-1","Chan2019","twentyone","21","ħúɗanko lákke=pa tóʔon","hudankolakkepatoon",NA,"FALSE","(10·2)+{LIG]1",NA,NA,"gaww1239.csv","EAT"
"825","numerals-gaww1239-1-twentytwo-1","numerals-gaww1239-1","Chan2019","twentytwo","22","ħúɗanko lákke=pa lákke","hudankolakkepalakke",NA,"FALSE","(10·2)+{LIG]2",NA,NA,"gaww1239.csv","EAT"
"826","numerals-gaww1239-1-twentythree-1","numerals-gaww1239-1","Chan2019","twentythree","23","ħúɗanko lákke=pa ízzaħ","hudankolakkepaizzah",NA,"FALSE","(10·2)+{LIG]3",NA,NA,"gaww1239.csv","EAT"
"827","numerals-gaww1239-1-twentyfour-1","numerals-gaww1239-1","Chan2019","twentyfour","24","ħúɗanko lákke=pa sálaħ","hudankolakkepasalah",NA,"FALSE","(10·2)+{LIG]4",NA,NA,"gaww1239.csv","EAT"
"828","numerals-gaww1239-1-twentyfive-1","numerals-gaww1239-1","Chan2019","twentyfive","25","ħúɗanko lákke=pa xúpin","hudankolakkepaxupin",NA,"FALSE","(10·2)+{LIG]5",NA,NA,"gaww1239.csv","EAT"
"829","numerals-gaww1239-1-twentysix-1","numerals-gaww1239-1","Chan2019","twentysix","26","ħúɗanko lákke=pa tappi","hudankolakkepatappi",NA,"FALSE","(10·2)+{LIG]6",NA,NA,"gaww1239.csv","EAT"
"830","numerals-gaww1239-1-twentyseven-1","numerals-gaww1239-1","Chan2019","twentyseven","27","ħúɗanko lákke=pa táʔan","hudankolakkepataan",NA,"FALSE","(10·2)+{LIG]7",NA,NA,"gaww1239.csv","EAT"
"831","numerals-gaww1239-1-twentyeight-1","numerals-gaww1239-1","Chan2019","twentyeight","28","ħúɗanko lákke=pa sétten","hudankolakkepasetten",NA,"FALSE","(10·2)+{LIG]8",NA,NA,"gaww1239.csv","EAT"
"832","numerals-gaww1239-1-twentynine-1","numerals-gaww1239-1","Chan2019","twentynine","29","ħúɗanko lákke=pa kóllan","hudankolakkepakollan",NA,"FALSE","(10·2)+{LIG]9",NA,NA,"gaww1239.csv","EAT"
"833","numerals-gaww1239-1-thirty-1","numerals-gaww1239-1","Chan2019","thirty","30","ħúɗankoízzaħ","hudankoizzah",NA,"FALSE","10·3",NA,NA,"gaww1239.csv","EAT"
"834","numerals-gaww1239-1-forty-1","numerals-gaww1239-1","Chan2019","forty","40","ħúɗanko sálaħ","hudankosalah",NA,"FALSE","10·4",NA,NA,"gaww1239.csv","EAT"
"835","numerals-gaww1239-1-fifty-1","numerals-gaww1239-1","Chan2019","fifty","50","ħúɗankoxúpin","hudankoxupin",NA,"FALSE","10·5",NA,NA,"gaww1239.csv","EAT"
"836","numerals-gaww1239-1-sixty-1","numerals-gaww1239-1","Chan2019","sixty","60","ħúɗankotappi","hudankotappi",NA,"FALSE","10·6",NA,NA,"gaww1239.csv","EAT"
"837","numerals-gaww1239-1-seventy-1","numerals-gaww1239-1","Chan2019","seventy","70","ħúɗankotáʔan","hudankotaan",NA,"FALSE","10·7",NA,NA,"gaww1239.csv","EAT"
"838","numerals-gaww1239-1-eighty-1","numerals-gaww1239-1","Chan2019","eighty","80","ħúɗankosétten","hudankosetten",NA,"FALSE","10·8",NA,NA,"gaww1239.csv","EAT"
"839","numerals-gaww1239-1-ninety-1","numerals-gaww1239-1","Chan2019","ninety","90","ħúɗanko kóllan","hudankokollan",NA,"FALSE","10·9",NA,NA,"gaww1239.csv","EAT"
"840","numerals-gaww1239-1-hundred-1","numerals-gaww1239-1","Chan2019","hundred","100","ɗippa","dippa",NA,"FALSE","100",NA,NA,"gaww1239.csv","EAT"
"841","numerals-gaww1239-1-twohundred-1","numerals-gaww1239-1","Chan2019","twohundred","200","ɗippa lákke","dippalakke",NA,"FALSE","100·2",NA,NA,"gaww1239.csv","EAT"
"842","numerals-gaww1239-1-thousand-1","numerals-gaww1239-1","Chan2019","thousand","1000","kúma","kuma",NA,"FALSE","1000",NA,NA,"gaww1239.csv","EAT"
"843","numerals-gaww1239-1-twothousand-1","numerals-gaww1239-1","Chan2019","twothousand","2000","kúma lákke","kumalakke",NA,"FALSE","1000·2",NA,NA,"gaww1239.csv","EAT"
"844","numerals-kale1246-1-one-1","numerals-kale1246-1","Chan2019","one","1","akɛ̀ːŋkɛ","akengke",NA,"FALSE","1",NA,NA,"kale1246.csv","EAT"
"845","numerals-kale1246-1-two-1","numerals-kale1246-1","Chan2019","two","2","áɛ̂ːŋ","aeng",NA,"FALSE","2",NA,NA,"kale1246.csv","EAT"
"846","numerals-kale1246-1-three-1","numerals-kale1246-1","Chan2019","three","3","sómòk","somok",NA,"FALSE","3",NA,NA,"kale1246.csv","EAT"
"847","numerals-kale1246-1-four-1","numerals-kale1246-1","Chan2019","four","4","áŋwàn","angwan",NA,"FALSE","4",NA,NA,"kale1246.csv","EAT"
"848","numerals-kale1246-1-five-1","numerals-kale1246-1","Chan2019","five","5","mûːt","mut",NA,"FALSE","5",NA,NA,"kale1246.csv","EAT"
"849","numerals-kale1246-1-six-1","numerals-kale1246-1","Chan2019","six","6","là","la",NA,"FALSE","6",NA,NA,"kale1246.csv","EAT"
"850","numerals-kale1246-1-seven-1","numerals-kale1246-1","Chan2019","seven","7","tísap","tisap",NA,"FALSE","7",NA,NA,"kale1246.csv","EAT"
"851","numerals-kale1246-1-eight-1","numerals-kale1246-1","Chan2019","eight","8","sisíːt","sisit",NA,"FALSE","8",NA,NA,"kale1246.csv","EAT"
"852","numerals-kale1246-1-nine-1","numerals-kale1246-1","Chan2019","nine","9","sókôːl","sokol",NA,"FALSE","9",NA,NA,"kale1246.csv","EAT"
"853","numerals-kale1246-1-ten-1","numerals-kale1246-1","Chan2019","ten","10","táman","taman",NA,"FALSE","10",NA,NA,"kale1246.csv","EAT"
"854","numerals-kale1246-1-eleven-1","numerals-kale1246-1","Chan2019","eleven","11","táman àk akɛ̀ːŋkɛ","tamanakakengke",NA,"FALSE","10+{LIG}1",NA,NA,"kale1246.csv","EAT"
"855","numerals-kale1246-1-twelve-1","numerals-kale1246-1","Chan2019","twelve","12","táman àk áɛ̂ːŋ","tamanakaeng",NA,"FALSE","10+{LIG}2",NA,NA,"kale1246.csv","EAT"
"856","numerals-kale1246-1-thirteen-1","numerals-kale1246-1","Chan2019","thirteen","13","táman àk sómòk","tamanaksomok",NA,"FALSE","10+{LIG}3",NA,NA,"kale1246.csv","EAT"
"857","numerals-kale1246-1-fourteen-1","numerals-kale1246-1","Chan2019","fourteen","14","táman àk áŋwàn","tamanakangwan",NA,"FALSE","10+{LIG}4",NA,NA,"kale1246.csv","EAT"
"858","numerals-kale1246-1-fifteen-1","numerals-kale1246-1","Chan2019","fifteen","15","táman àk mûːt","tamanakmut",NA,"FALSE","10+{LIG}5",NA,NA,"kale1246.csv","EAT"
"859","numerals-kale1246-1-sixteen-1","numerals-kale1246-1","Chan2019","sixteen","16","táman àk là","tamanakla",NA,"FALSE","10+{LIG}6",NA,NA,"kale1246.csv","EAT"
"860","numerals-kale1246-1-seventeen-1","numerals-kale1246-1","Chan2019","seventeen","17","táman àk tísap","tamanaktisap",NA,"FALSE","10+{LIG}7",NA,NA,"kale1246.csv","EAT"
"861","numerals-kale1246-1-eighteen-1","numerals-kale1246-1","Chan2019","eighteen","18","táman àk sisíːt","tamanaksisit",NA,"FALSE","10+{LIG}8",NA,NA,"kale1246.csv","EAT"
"862","numerals-kale1246-1-nineteen-1","numerals-kale1246-1","Chan2019","nineteen","19","táman àk sókôːl","tamanaksokol",NA,"FALSE","10+{LIG}9",NA,NA,"kale1246.csv","EAT"
"863","numerals-kale1246-1-twenty-1","numerals-kale1246-1","Chan2019","twenty","20","típtém","tiptem",NA,"FALSE","10·2",NA,NA,"kale1246.csv","EAT"
"864","numerals-kale1246-1-twentyone-1","numerals-kale1246-1","Chan2019","twentyone","21","típtém àk akɛ̀ːŋkɛ","tiptemakakengke",NA,"FALSE","(10·2)+{LIG}1",NA,NA,"kale1246.csv","EAT"
"865","numerals-kale1246-1-twentytwo-1","numerals-kale1246-1","Chan2019","twentytwo","22","típtém àk áɛ̂ːŋ","tiptemakaeng",NA,"FALSE","(10·2)+{LIG}2",NA,NA,"kale1246.csv","EAT"
"866","numerals-kale1246-1-twentythree-1","numerals-kale1246-1","Chan2019","twentythree","23","típtém àk sómòk","tiptemaksomok",NA,"FALSE","(10·2)+{LIG}3",NA,NA,"kale1246.csv","EAT"
"867","numerals-kale1246-1-twentyfour-1","numerals-kale1246-1","Chan2019","twentyfour","24","típtém àk áŋwàn","tiptemakangwan",NA,"FALSE","(10·2)+{LIG}4",NA,NA,"kale1246.csv","EAT"
"868","numerals-kale1246-1-twentyfive-1","numerals-kale1246-1","Chan2019","twentyfive","25","típtém àk mûːt","tiptemakmut",NA,"FALSE","(10·2)+{LIG}5",NA,NA,"kale1246.csv","EAT"
"869","numerals-kale1246-1-twentysix-1","numerals-kale1246-1","Chan2019","twentysix","26","típtém àk là","tiptemakla",NA,"FALSE","(10·2)+{LIG}6",NA,NA,"kale1246.csv","EAT"
"870","numerals-kale1246-1-twentyseven-1","numerals-kale1246-1","Chan2019","twentyseven","27","típtém àk tísap","tiptemaktisap",NA,"FALSE","(10·2)+{LIG}7",NA,NA,"kale1246.csv","EAT"
"871","numerals-kale1246-1-twentyeight-1","numerals-kale1246-1","Chan2019","twentyeight","28","típtém àk sisíːt","tiptemaksisit",NA,"FALSE","(10·2)+{LIG}8",NA,NA,"kale1246.csv","EAT"
"872","numerals-kale1246-1-twentynine-1","numerals-kale1246-1","Chan2019","twentynine","29","típtém àk sókôːl","tiptemaksokol",NA,"FALSE","(10·2)+{LIG}9",NA,NA,"kale1246.csv","EAT"
"873","numerals-kale1246-1-thirty-1","numerals-kale1246-1","Chan2019","thirty","30","sosóm","sosom",NA,"FALSE","3·10'",NA,NA,"kale1246.csv","EAT"
"874","numerals-kale1246-1-forty-1","numerals-kale1246-1","Chan2019","forty","40","ártám","artam",NA,"FALSE","4·10’",NA,NA,"kale1246.csv","EAT"
"875","numerals-kale1246-1-fifty-1","numerals-kale1246-1","Chan2019","fifty","50","konóm","konom",NA,"FALSE","5·10’",NA,NA,"kale1246.csv","EAT"
