enock,Africa,Glottocode,Language-level Glottocode,Glottolog 5.3 Classification
gbay1287.csv,Africa647-AtlanticCongo-numerals-gbay1287-1.csv,gbay1287,gbay1287,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gbaya-Manza-Ngbaka, Gbaya Meridional-Occidental, Bokoto-Gbeya, Gbeya, Gbeya-Suma, Gbaya-Bossangoa"
kamm1249.csv,Africa648-AtlanticCongo-numerals-kamm1249-1.csv,kamm1249,kamm1249,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Kam"
besm1235.csv,Africa649-AtlanticCongo-numerals-besm1235-1.csv,besm1235,besm1235,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Bua-Kim-Day, Kim-Besme-Goundo, Besme"
kimm1246.csv,Africa650-AtlanticCongo-numerals-kimm1246-1.csv,kimm1246,kimm1246,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Bua-Kim-Day, Kim-Besme-Goundo, Kim"
zang1249.csv,Africa651-AtlanticCongo-numerals-zang1249-1.csv,zang1249,zang1249,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Bua-Kim-Day, Adamawa Bua, Inland Bua, Goulaic, Zan-Kulaalic, Zan Gula"
niel1243.csv,Africa652-AtlanticCongo-numerals-niel1243-1.csv,niel1243,niel1243,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Bua-Kim-Day, Adamawa Bua, Riverine Bua, Bua-Lua, Niellim"
numerals-tuni1251-1.csv,Africa653-AtlanticCongo-numerals-tuni1251-1.csv,tuni1251,tuni1251,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Bua-Kim-Day, Adamawa Bua, Riverine Bua, Tunia"
dayy1236.csv,Africa654-AtlanticCongo-numerals-dayy1236-1.csv,dayy1236,dayy1236,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Bua-Kim-Day, Day"
kaan1247.csv,Africa655-AtlanticCongo-numerals-kaan1247-1.csv,kaan1247,kaan1247,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Bena-Mboi, Kaan"
bura1271.csv,Africa656-AtlanticCongo-numerals-bura1271-1.csv,bura1271,bura1271,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Bikwin-Jen, Northern Bikwin-Jen, Burak-Loo, Burak"
dzaa1238.csv,Africa657-AtlanticCongo-numerals-dzaa1238-1.csv,dzaa1238,dzaa1238,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Bikwin-Jen, Southern Bikwin-Jen, Jen, Doso-Dza, Dza"
kwaa1262.csv,Africa658-AtlanticCongo-numerals-kwaa1262-1.csv,kwaa1262,kwaa1262,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Baa"
bela1255.csv,Africa659-AtlanticCongo-numerals-bela1255-1.csv,bela1255,bela1255,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Sereic, Sere-Indri, Ndogoic, Bai-Viri, Belanda Viri"
ndog1248.csv,Africa660-AtlanticCongo-numerals-ndog1248-1.csv,ndog1248,ndog1248,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Sereic, Sere-Indri, Ndogoic, Ndogo"
baka1272.csv,Africa661-AtlanticCongo-numerals-baka1272-1.csv,baka1272,baka1272,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Western Mundu-Baka, Baka-Gundi, Baka complex, Baka (Cameroon)"
lima1246.csv,Africa662-AtlanticCongo-numerals-lima1246-1.csv,lima1246,lima1246,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Western Mundu-Baka, Baka-Gundi, Limassa"
gban1258.csv,Africa663-AtlanticCongo-numerals-gban1258-1.csv,gban1258,gban1258,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Western Mundu-Baka, River Western Mundu-Baka, Gbanziri-Boraka"
ngba1284.csv,Africa664-AtlanticCongo-numerals-ngba1284-1.csv,ngba1284,ngba1284,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Western Mundu-Baka, River Western Mundu-Baka, Bwaka, Ngbaka Ma'bo"
monz1249.csv,Africa665-AtlanticCongo-numerals-monz1249-1.csv,monz1249,monz1249,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Western Mundu-Baka, River Western Mundu-Baka, Monzomboic, Monzombo"
numerals-mayo1261-1.csv,Africa666-AtlanticCongo-numerals-mayo1261-1.csv,mayo1261,mayo1261,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Eastern Mundu-Baka, Mayogo-Bangba, Mayogo"
mund1326.csv,Africa667-AtlanticCongo-numerals-mund1326-1.csv,mund1326,mund1326,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mundu-Baka, Eastern Mundu-Baka, Mündü"
dong1290.csv,Africa668-AtlanticCongo-numerals-dong1290-1.csv,dong1290,dong1290,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mbaic, Ndunga-Mba-Dongo, Dongo"
mbaa1245.csv,Africa669-AtlanticCongo-numerals-mbaa1245-1.csv,mbaa1245,mbaa1245,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Mbaic, Ndunga-Mba-Dongo, Ndunga-Mba, Mba"
band1344.csv,Africa670-AtlanticCongo-numerals-band1344-1.csv,band1344,band1344,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Central Bandaic, Core Central Bandaic, Lindaic, Banda-Bambari"
mono1270.csv,Africa671-AtlanticCongo-numerals-mono1270-1.csv,mono1270,mono1270,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Central Bandaic, Core Central Bandaic, Mono (Democratic Republic of Congo)"
lang1318.csv,Africa672-AtlanticCongo-numerals-lang1318-1.csv,lang1318,lang1318,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Southwest Bandaic, Ngbugu-Langbasi, Langbashe"
numerals-sout2787-2.csv,Africa673-AtlanticCongo-numerals-sout2787-2.csv,sout2787,sout2787,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Southwest Bandaic, Ngbugu-Langbasi, South Central Banda"
mban1263.csv,Africa674-AtlanticCongo-numerals-mban1263-1.csv,mban1263,mban1263,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Southwest Bandaic, Central North West Bandaic, Mbandja"
west2458.csv,Africa675-AtlanticCongo-numerals-west2458-1.csv,west2458,west2458,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Southwest Bandaic, Central North West Bandaic, West Central Banda"
nzak1247.csv,Africa676-AtlanticCongo-numerals-nzak1247-1.csv,nzak1247,nzak1247,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Zandic, Zande-Nzakara, Nzakara"
zand1248.csv,Africa677-AtlanticCongo-numerals-zand1248-1.csv,zand1248,zand1248,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Zandic, Zande-Nzakara, Zande"
numerals-yako1252-1.csv,Africa678-AtlanticCongo-numerals-yako1252-1.csv,yako1252,yako1252,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic, Yakoma"
nort2774.csv,Africa679-AtlanticCongo-numerals-nort2774-1.csv,nort2774,nort2774,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic, Northern Ngbandi"
numerals-sout2784-1.csv,Africa680-AtlanticCongo-numerals-sout2784-1.csv,sout2784,sout2784,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic, Southern Ngbandi"
numerals-mamb1294-1.csv,Africa681-AtlanticCongo-numerals-mamb1294-1.csv,mamb1294,mamb1294,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai, Mambai"
mund1325.csv,Africa682-AtlanticCongo-numerals-mund1325-1.csv,mund1325,mund1325,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai, Mundangic, Mundang"
numerals-tupu1244-1.csv,Africa683-AtlanticCongo-numerals-tupu1244-1.csv,tupu1244,tupu1244,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai, Tupuri"
kara1478.csv,Africa684-AtlanticCongo-numerals-kara1478-1.csv,kara1478,kara1478,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Central Mbum, Karangic, Karang"
numerals-pana1293-1.csv,Africa685-AtlanticCongo-numerals-pana1293-1.csv,pana1293,pana1293,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Central Mbum, Karangic, Kare-Pana, Pana (Central African Republic)"
nzak1246.csv,Africa686-AtlanticCongo-numerals-nzak1246-1.csv,nzak1246,nzak1246,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Central Mbum, Karangic, Nzakambay"
kuoo1238.csv,Africa687-AtlanticCongo-numerals-kuoo1238-1.csv,kuoo1238,kuoo1238,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Central Mbum, Kuo"
numerals-mbum1254-1.csv,Africa688-AtlanticCongo-numerals-mbum1254-1.csv,mbum1254,mbum1254,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Mbum"
numerals-bali1245-1.csv,Africa689-AtlanticCongo-numerals-bali1245-1.csv,bali1245,bali1245,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Mumuye-Yandang, Yandangic, Bali-Kpasam, Bali (Nigeria)"
kpas1242.csv,Africa690-AtlanticCongo-numerals-kpas1242-1.csv,kpas1242,kpas1242,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Mumuye-Yandang, Yandangic, Bali-Kpasam, Kpasam"
yend1241.csv,Africa691-AtlanticCongo-numerals-yend1241-1.csv,yend1241,yend1241,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Mumuye-Yandang, Yandangic, Waka-Yendang-Teme, Waka-Yandang, Yendang"
nucl1240.csv,Africa692-AtlanticCongo-numerals-nucl1240-1.csv,nucl1240,nucl1240,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Mumuye-Yandang, Mumuyic, Mumuye"
diii1241.csv,Africa693-AtlanticCongo-numerals-diii1241-1.csv,diii1241,diii1241,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Diic, Dii"
numerals-duup1238-1.csv,Africa694-AtlanticCongo-numerals-duup1238-1.csv,duup1238,duup1238,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Diic, Duupa"
dugu1248.csv,Africa695-AtlanticCongo-numerals-dugu1248-1.csv,dugu1248,dugu1248,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Diic, Dugun"
numerals-peer1241-1.csv,Africa696-AtlanticCongo-numerals-peer1241-1.csv,peer1241,peer1241,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Peere"
kolb1240.csv,Africa697-AtlanticCongo-numerals-kolb1240-1.csv,kolb1240,kolb1240,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Sambaic, Kolbila"
numerals-samb1305-1.csv,Africa698-AtlanticCongo-numerals-samb1305-1.csv,samb1305,samb1305,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Sambaic, Samba-Leko-Perema-Mumbake, Samba Leko"
long1387.csv,Africa699-AtlanticCongo-numerals-long1387-1.csv,long1387,long1387,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Southern Samba-Duru, Longto"
doya1240.csv,Africa700-AtlanticCongo-numerals-doya1240-1.csv,doya1240,doya1240,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Northern Samba-Duru, Doyayo"
gimm1241.csv,Africa701-AtlanticCongo-numerals-gimm1241-2.csv,gimm1241,gimm1241,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Northern Samba-Duru, Vere-Gimme, Koma Alantika, Gimme"
koma1266.csv,Africa702-AtlanticCongo-numerals-koma1266-1.csv,koma1266,koma1266,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Northern Samba-Duru, Vere-Gimme, Vere, Koma Ndera"
momj1237.csv,Africa703-AtlanticCongo-numerals-momj1237-1.csv,momj1237,momj1237,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Samba-Duru, Northern Samba-Duru, Vere-Gimme, Vere, Mom Jango"
ceba1235.csv,Africa704-AtlanticCongo-numerals-ceba1235-1.csv,ceba1235,ceba1235,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, Senari"
nyar1245.csv,Africa705-AtlanticCongo-numerals-nyar1245-1.csv,nyar1245,nyar1245,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, South Senufo, Nyarafolo Senoufo"
numerals-pala1342-1.csv,Africa706-AtlanticCongo-numerals-pala1342-1.csv,pala1342,pala1342,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, South Senufo, Palaka Senoufo"
djim1235.csv,Africa707-AtlanticCongo-numerals-djim1235-1.csv,djim1235,djim1235,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, South Senufo, Tagbana-Jimini, Djimini Senoufo"
numerals-tagw1240-1.csv,Africa708-AtlanticCongo-numerals-tagw1240-1.csv,tagw1240,tagw1240,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, South Senufo, Tagbana-Jimini, Tagwana Senoufo"
nafa1258.csv,Africa709-AtlanticCongo-numerals-nafa1258-1.csv,nafa1258,nafa1258,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, South Senufo, Nafanan"
numerals-mama1271-1.csv,Africa710-AtlanticCongo-numerals-mama1271-1.csv,mama1271,mama1271,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, North Senufo, Mamara Senoufo"
numerals-sici1249-1_edited.csv,Africa711-AtlanticCongo-numerals-sici1249-1.csv,sici1249,sici1249,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, North Senufo, Supyiric, Sìcìté Sénoufo"
numerals-shem1239-1.csv,Africa712-AtlanticCongo-numerals-shem1239-1.csv,shem1239,supy1237,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, North Senufo, Supyiric, Supyire Senoufo"
east2398.csv,Africa713-AtlanticCongo-numerals-east2398-2.csv,east2398,east2398,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, Karaboro, Eastern Karaboro"
west2466.csv,Africa714-AtlanticCongo-numerals-west2466-1.csv,west2466,west2466,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, Karaboro, Western Karaboro"
leha1242.csv,Africa715-AtlanticCongo-numerals-leha1242-1.csv,leha1242,leha1242,"Atlantic-Congo, Cangin, Saafi-Noon-Lehar, Noon-Lehar, Lehar"
noon1242.csv,Africa716-AtlanticCongo-numerals-noon1242-1.csv,noon1242,noon1242,"Atlantic-Congo, Cangin, Saafi-Noon-Lehar, Noon-Lehar, Noon"
numerals-saaf1238-1.csv,Africa717-AtlanticCongo-numerals-saaf1238-1.csv,saaf1238,saaf1238,"Atlantic-Congo, Cangin, Saafi-Noon-Lehar, Saafi-Saafi"
numerals-ndut1239-1.csv,Africa718-AtlanticCongo-numerals-ndut1239-1.csv,ndut1239,ndut1239,"Atlantic-Congo, Cangin, Palor-Ndut, Ndut"
numerals-palo1243-1.csv,Africa719-AtlanticCongo-numerals-palo1243-1.csv,palo1243,palo1243,"Atlantic-Congo, Cangin, Palor-Ndut, Palor"
numerals-adam1253-1.csv,Africa720-AtlanticCongo-numerals-adam1253-1.csv,adam1253,adam1253,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Fula, Eastern Fula, Adamawa-Bagirmi Fulfulde, Adamawa Fulfulde"
cent2018.csv,Africa721-AtlanticCongo-numerals-cent2018-1.csv,cent2018,cent2018,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Fula, Eastern Fula, Central-Eastern Niger Fulfulde"
numerals-maas1239-1.csv,Africa722-AtlanticCongo-numerals-maas1239-1.csv,maas1239,maas1239,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Fula, Maasina Fulfulde"
numerals-pula1262-1.csv,Africa723-AtlanticCongo-numerals-pula1262-1.csv,pula1262,pula1262,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Fula, Pular"
numerals-pula1263-1.csv,Africa724-AtlanticCongo-numerals-pula1263-1.csv,pula1263,pula1263,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Fula, Pulaar"
numerals-west2454-1.csv,Africa725-AtlanticCongo-numerals-west2454-1.csv,west2454,west2454,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Fula, Western Niger Fulfulde"
numerals-sere1260-1.csv,Africa726-AtlanticCongo-numerals-sere1260-1.csv,sere1260,sere1260,"Atlantic-Congo, North-Central Atlantic, Fula-Sereer, Sereer"
mbul1258.csv,Africa727-AtlanticCongo-numerals-mbul1258-1.csv,mbul1258,mbul1258,"Atlantic-Congo, North-Central Atlantic, Naluic, Mbulungish"
nalu1240.csv,Africa728-AtlanticCongo-numerals-nalu1240-1.csv,nalu1240,nalu1240,"Atlantic-Congo, North-Central Atlantic, Naluic, Nalu"
bayo1255.csv,Africa729-AtlanticCongo-numerals-bayo1255-1.csv,bayo1255,bayo1255,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, Bayot, Kugere-Kuxinge"
karo1294.csv,Africa730-AtlanticCongo-numerals-karo1294-1.csv,karo1294,karo1294,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, FH-Jola, PF-Jola, Kwatay-Karon-Mlomp, Karon-Mlomp, Karon"
kuwa1246.csv,Africa731-AtlanticCongo-numerals-kuwa1246-1.csv,kuwa1246,kuwa1246,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, FH-Jola, PF-Jola, Kwatay-Karon-Mlomp, Kuwaataay"
jola1262.csv,Africa732-AtlanticCongo-numerals-jola1262-1.csv,jola1262,jola1262,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, FH-Jola, Jola-Esulalu"
band1340.csv,Africa733-AtlanticCongo-numerals-band1340-1.csv,band1340,band1340,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, Gusilay-Bandial, Bandial"
gusi1246.csv,Africa734-AtlanticCongo-numerals-gusi1246-1.csv,gusi1246,gusi1246,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, Gusilay-Bandial, Gusilay"
jola1263.csv,Africa735-AtlanticCongo-numerals-jola1263-1.csv,jola1263,jola1263,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola, Jola-Fonyi"
numerals-pape1239-1.csv,Africa736-AtlanticCongo-numerals-pape1239-1.csv,pape1239,pape1239,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Manjaku-Mankanya-Pepel, Cur-Bok-Cotier, Papel"
mank1251.csv,Africa737-AtlanticCongo-numerals-mank1251-1.csv,mank1251,mank1251,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Manjaku-Mankanya-Pepel, Mankanya"
bala1301.csv,Africa738-AtlanticCongo-numerals-bala1301-1.csv,bala1301,bala1301,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Balanta, Balanta-Kentohe"
numerals-bala1302-1.csv,Africa739-AtlanticCongo-numerals-bala1302-1.csv,bala1302,bala1302,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Balanta, Balanta-Ganja"
numerals-bidy1244-1.csv,Africa740-AtlanticCongo-numerals-bidy1244-1.csv,bidy1244,bidy1244,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bijogo, Kanyaki-Kagbaaga-Kajoko Bidyogo"
bady1239.csv,Africa741-AtlanticCongo-numerals-bady1239-1.csv,bady1239,bady1239,"Atlantic-Congo, North-Central Atlantic, Jaad, Jaad-Badyara"
biaf1240.csv,Africa742-AtlanticCongo-numerals-biaf1240-1.csv,biaf1240,biaf1240,"Atlantic-Congo, North-Central Atlantic, Jaad, Biafada"
numerals-bain1261-1.csv,Africa743-AtlanticCongo-numerals-bain1261-1.csv,bain1261,bain1261,"Atlantic-Congo, North-Central Atlantic, Wolof-BKK, Nyun, Bainounk, Bainouk-Gunyaamolo-Gutobor"
numerals-kasa1248-1.csv,Africa744-AtlanticCongo-numerals-kasa1248-1.csv,kasa1248,kasa1248,"Atlantic-Congo, North-Central Atlantic, Wolof-BKK, Nyun, Buy, Kasanga"
numerals-kobi1241-1.csv,Africa745-AtlanticCongo-numerals-kobi1241-1.csv,kobi1241,kobi1241,"Atlantic-Congo, North-Central Atlantic, Wolof-BKK, Nyun, Buy, Kobiana"
numerals-nucl1347-1.csv,Africa746-AtlanticCongo-numerals-nucl1347-1.csv,nucl1347,nucl1347,"Atlantic-Congo, North-Central Atlantic, Wolof-BKK, Wolofic, Wolof"
numerals-bass1258-1.csv,Africa747-AtlanticCongo-numerals-bass1258-1.csv,bass1258,bass1258,"Atlantic-Congo, North-Central Atlantic, Tenda, Bassari-Bedik-Bapen, Bassari-Tanda"
numerals-bedi1235-1.csv,Africa748-AtlanticCongo-numerals-bedi1235-1.csv,bedi1235,bedi1235,"Atlantic-Congo, North-Central Atlantic, Tenda, Bassari-Bedik-Bapen, Bedik-Bapen, Bedik"
numerals-wame1240-1.csv,Africa749-AtlanticCongo-numerals-wame1240-1.csv,wame1240,wame1240,"Atlantic-Congo, North-Central Atlantic, Tenda, Wamey"
baga1270.csv,Africa750-AtlanticCongo-numerals-baga1270-1.csv,baga1270,baga1270,"Atlantic-Congo, Mel, Northern Mel, Baga Manduri"
baga1272.csv,Africa751-AtlanticCongo-numerals-baga1272-1.csv,baga1272,baga1272,"Atlantic-Congo, Mel, Northern Mel, Baga Sitemu"
land1256.csv,Africa752-AtlanticCongo-numerals-land1256-1.csv,land1256,land1256,"Atlantic-Congo, Mel, Northern Mel, Landoma"
numerals-timn1235.csv,Africa753-AtlanticCongo-numerals-timn1235-1.csv,timn1235,timn1235,"Atlantic-Congo, Mel, Northern Mel, Timne"
krim1238.csv,Africa754-AtlanticCongo-numerals-krim1238-1.csv,krim1238,bomk1234,"Atlantic-Congo, Mel, Southern Mel, Bullom, Northern Bullom, Bom-Kim"
bull1247.csv,Africa755-AtlanticCongo-numerals-bull1247-1.csv,bull1247,bull1247,"Atlantic-Congo, Mel, Southern Mel, Bullom, Northern Bullom, Bullom So"
sher1258.csv,Africa756-AtlanticCongo-numerals-sher1258-1.csv,sher1258,sher1258,"Atlantic-Congo, Mel, Southern Mel, Bullom, Sherbro"
sout2778.csv,Africa757-AtlanticCongo-numerals-sout2778-1.csv,sout2778,sout2778,"Atlantic-Congo, Mel, Southern Mel, Kissi, Southern Kisi"
mans1259.csv,Africa758-AtlanticCongo-numerals-mans1259-1.csv,mans1259,mans1259,"Atlantic-Congo, Mansoanka"
east2387.csv,Africa759-AtlanticCongo-numerals-east2387-1.csv,east2387,east2387,"Atlantic-Congo, Limba, East Limba"
west2450.csv,Africa760-AtlanticCongo-numerals-west2450-1.csv,west2450,west2450,"Atlantic-Congo, Limba, West-Central Limba"
gola1255.csv,Africa761-AtlanticCongo-numerals-gola1255-1.csv,gola1255,gola1255,"Atlantic-Congo, Gola"
numerals-bakw1243-1.csv,Africa762-Kru-numerals-bakw1243-1.csv,bakw1243,bakw1243,"Kru, Eastern Kru, Bakwe-Wane, Bakwé"
numerals-wane1242-1.csv,Africa763-Kru-numerals-wane1242-1.csv,wane1242,wane1242,"Kru, Eastern Kru, Bakwe-Wane, Wané"
numerals-dalo1238-1.csv,Africa764-Kru-numerals-dalo1238-1.csv,dalo1238,dalo1238,"Kru, Eastern Kru, Beteic, Western Bete, Daloa Bété"
numerals-godi1239-1.csv,Africa765-Kru-numerals-godi1239-1.csv,godi1239,godi1239,"Kru, Eastern Kru, Beteic, Western Bete, Godié"
numerals-soub1242-1.csv,Africa766-Kru-numerals-soub1242-1.csv,soub1242,guib1246,"Kru, Eastern Kru, Beteic, Western Bete, Guiberoua Béte"
numerals-gagn1235-1.csv,Africa767-Kru-numerals-gagn1235-1.csv,gagn1235,gagn1235,"Kru, Eastern Kru, Beteic, Eastern Bete, Gagnoa Bété"
numerals-kouy1238-1.csv,Africa768-Kru-numerals-kouy1238-1.csv,kouy1238,kouy1238,"Kru, Eastern Kru, Beteic, Eastern Bete, Kouya"
numerals-lako1244-1.csv,Africa769-Kru-numerals-lako1244-1.csv,lako1244,lako1244,"Kru, Eastern Kru, Neyo-Dida, Dida, Guebie-Lakota Dida, Lakota Dida"
numerals-yoco1235-1.csv,Africa770-Kru-numerals-yoco1235-1.csv,yoco1235,yoco1235,"Kru, Eastern Kru, Neyo-Dida, Dida, Yocoboué Dida"
numerals-neyo1238-1.csv,Africa771-Kru-numerals-neyo1238-1.csv,neyo1238,neyo1238,"Kru, Eastern Kru, Neyo-Dida, Neyo"
numerals-kodi1246-1.csv,Africa772-Kru-numerals-kodi1246-1.csv,kodi1246,kodi1246,"Kru, Eastern Kru, Unclassified Eastern Kru, Kodia"
