"","Glottocode","ID","is.glossed"
"3988","tetu1246","barlowpacific-tetu1246-2",TRUE
"3989","teun1241","numerals-teun1241-1",TRUE
"3990","tewa1260","numerals-tewa1260-1",TRUE
"3991","thad1238","sand-Thadou",TRUE
"3992","thai1261","numerals-thai1261-1",TRUE
"3993","thak1245","numerals-thak1245-2",TRUE
"3994","than1255","sand-Thangal",TRUE
"3995","than1259","numerals-than1259-1",TRUE
"3996","thao1240","numerals-thao1240-1",TRUE
"3997","thar1283","numerals-thar1283-1",TRUE
"3998","thay1249","numerals-thay1249-1",TRUE
"3999","thom1243","numerals-thom1243-1",TRUE
"4000","thoo1240","numerals-thoo1240-1",TRUE
"4001","thul1246","sand-Thulung",TRUE
"4002","thur1255","numerals-thur1255-1",TRUE
"4003","tiag1235","numerals-tiag1235-1",TRUE
"4004","tial1239","numerals-tial1239-1",TRUE
"4005","tian1237","numerals-tian1237-1",TRUE
"4006","tibe1272","numerals-tibe1272-1",TRUE
"4007","tich1238","numerals-tich1238-1",TRUE
"4008","ticu1245","numerals-ticu1245-1",TRUE
"4009","tido1248","numerals-tido1248-1",TRUE
"4010","tiem1235","numerals-tiem1235-1",TRUE
"4011","tien1242","numerals-tien1242-1",TRUE
"4012","tiey1235","numerals-tiey1235-1",TRUE
"4013","tifa1245","numerals-tifa1245-1",TRUE
"4014","tiga1245","numerals-tiga1245-1",TRUE
"4015","tigr1270","numerals-tigr1270-1",TRUE
"4016","tigr1271","numerals-tigr1271-1",TRUE
"4017","tiii1241","barlowpacific-tiii1241-1",TRUE
"4018","tikh1243","sand-TikhakTangsa",TRUE
"4019","tiko1237","numerals-tiko1237-1",TRUE
"4020","till1254","numerals-till1254-1",TRUE
"4021","tilu1238","numerals-tilu1238-1",TRUE
"4022","tima1241","numerals-tima1241-1",TRUE
"4023","timb1251","numerals-timb1251-1",TRUE
"4024","timu1262","numerals-timu1262-1",TRUE
"4025","tina1248","numerals-tina1248-1",TRUE
"4026","tind1238","numerals-tind1238-1",TRUE
"4027","tinp1237","numerals-tinp1237-1",TRUE
"4028","tipp1239","numerals-tipp1239-1",TRUE
"4029","tira1254","numerals-tira1254-1",TRUE
"4030","tiri1258","numerals-tiri1258-1",TRUE
"4031","tiru1241","numerals-tiru1241-1",TRUE
"4032","tita1241","numerals-tita1241-1",TRUE
"4033","tivv1240","numerals-tivv1240-1",TRUE
"4034","tiwa1253","numerals-tiwa1253-1",TRUE
"4035","tiwi1244","numerals-tiwi1244-1",TRUE
"4036","tlac1235","numerals-tlac1235-1",TRUE
"4037","tlin1245","numerals-tlin1245-1",TRUE
"4038","toab1237","numerals-toab1237-1",TRUE
"4039","toar1246","barlowpacific-toar1246-5",TRUE
"4040","toba1266","barlowpacific-toba1266-5",TRUE
"4041","toba1268","numerals-toba1268-1",TRUE
"4042","toba1269","numerals-toba1269-1",TRUE
"4043","tobe1252","numerals-tobe1252-1",TRUE
"4044","tobi1238","numerals-tobi1238-1",TRUE
"4045","tobi1239","numerals-tobi1239-1",TRUE
"4046","toca1235","numerals-toca1235-1",TRUE
"4047","toda1252","sand-Toda",TRUE
"4048","todr1244","numerals-todr1244-1",TRUE
"4049","tofa1246","barlowpacific-tofa1246-1",TRUE
"4050","togo1254","numerals-togo1254-1",TRUE
"4051","toho1245","numerals-toho1245-1",TRUE
"4052","toka1244","barlowpacific-toka1244-1",TRUE
"4053","toke1240","numerals-toke1240-1",TRUE
"4054","tokp1240","barlowpacific-tokp1240-1",TRUE
"4055","tola1247","numerals-tola1247-1",TRUE
"4056","toll1241","numerals-toll1241-1",TRUE
"4057","tolo1255","numerals-tolo1255-1",TRUE
"4058","tolo1259","numerals-tolo1259-1",TRUE
"4059","toma1248","barlowpacific-toma1248-1",TRUE
"4060","tomb1243","numerals-tomb1243-1",TRUE
"4061","tomb1244","barlowpacific-tomb1244-1",TRUE
"4062","tomi1243","numerals-tomi1243-1",TRUE
"4063","tomo1244","barlowpacific-tomo1244-1",TRUE
"4064","tond1251","numerals-tond1251-1",TRUE
"4065","tong1308","numerals-tong1308-1",TRUE
"4066","tong1312","numerals-tong1312-1",TRUE
"4067","tong1321","numerals-tong1321-1",TRUE
"4068","tong1325","numerals-tong1325-1",TRUE
"4069","tons1239","numerals-tons1239-1",TRUE
"4070","tons1240","numerals-tons1240-1",TRUE
"4071","tont1239","numerals-tont1239-1",TRUE
"4072","toor1238","numerals-toor1238-1",TRUE
"4073","topo1242","numerals-topo1242-1",TRUE
"4074","topo1243","barlowpacific-topo1243-1",TRUE
"4075","tora1259","numerals-tora1259-1",TRUE
"4076","tora1261","numerals-tora1261-1",TRUE
"4077","torn1244","numerals-torn1244-1",TRUE
"4078","toro1252","numerals-toro1252-1",TRUE
"4079","toro1253","numerals-toro1253-1",TRUE
"4080","torr1259","numerals-torr1259-1",TRUE
"4081","torr1261","barlowpacific-torr1261-1",TRUE
"4082","torw1241","numerals-torw1241-1",TRUE
"4083","tosk1239","numerals-tosk1239-1",TRUE
"4084","toto1302","numerals-toto1302-2",TRUE
"4085","toto1304","numerals-toto1304-1",TRUE
"4086","toto1305","numerals-toto1305-1",TRUE
"4087","touo1238","numerals-touo1238-1",TRUE
"4088","tour1242","numerals-tour1242-1",TRUE
"4089","tour1243","numerals-tour1243-1",TRUE
"4090","towe1240","barlowpacific-towe1240-1",TRUE
"4091","trie1243","numerals-trie1243-1",TRUE
"4092","trim1239","barlowpacific-trim1239-1",TRUE
"4093","trin1273","barlowpacific-trin1273-1",TRUE
"4094","trin1274","numerals-trin1274-1",TRUE
"4095","trio1238","numerals-trio1238-2",TRUE
"4096","trum1247","numerals-trum1247-1",TRUE
"4097","tsak1249","numerals-tsak1249-1",TRUE
"4098","tsak1250","numerals-tsak1250-1",TRUE
"4099","tsat1238","numerals-tsat1238-1",TRUE
"4100","tsha1245","sand-Tsangla",TRUE
"4101","tsog1243","numerals-tsog1243-1",TRUE
"4102","tson1249","numerals-tson1249-1",TRUE
"4103","tson1249","numerals-tson1249-2",TRUE
"4104","tson1249","numerals-tson1249-3",TRUE
"4105","tsou1248","numerals-tsou1248-1",TRUE
"4106","tsum1240","numerals-tsum1240-1",TRUE
"4107","tswa1253","numerals-tswa1253-1",TRUE
"4108","tswa1255","numerals-tswa1255-1",TRUE
"4109","tuam1242","numerals-tuam1242-1",TRUE
"4110","tuca1252","numerals-tuca1252-1",TRUE
"4111","tuge1241","numerals-tuge1241-1",TRUE
"4112","tugu1245","numerals-tugu1245-1",TRUE
"4113","tugu1246","numerals-tugu1246-1",TRUE
"4114","tuka1248","numerals-tuka1248-1",TRUE
"4115","tuka1249","numerals-tuka1249-1",TRUE
"4116","tuki1240","numerals-tuki1240-1",TRUE
"4117","tuku1254","numerals-tuku1254-1",TRUE
"4118","tule1244","numerals-tule1244-1",TRUE
"4119","tulu1258","numerals-tulu1258-1",TRUE
"4120","tulu1259","numerals-tulu1259-1",TRUE
"4121","tuma1250","numerals-tuma1250-1",TRUE
"4122","tumb1250","numerals-tumb1250-1",TRUE
"4123","tuml1238","barlowpacific-tuml1238-1",TRUE
"4124","tund1254","numerals-tund1254-1",TRUE
"4125","tung1290","barlowpacific-tung1290-1",TRUE
"4126","tung1293","barlowpacific-tung1293-2",TRUE
"4127","tuni1252","numerals-tuni1252-1",TRUE
"4128","tunj1244","numerals-tunj1244-1",TRUE
"4129","tupa1250","numerals-tupa1250-1",TRUE
"4130","turi1246","numerals-turi1246-1",TRUE
"4131","turk1303","numerals-turk1303-1",TRUE
"4132","turk1304","numerals-turk1304-1",TRUE
"4133","turk1308","numerals-turk1308-1",TRUE
"4134","turo1239","numerals-turo1239-1",TRUE
"4135","tusc1257","numerals-tusc1257-1",TRUE
"4136","tuto1241","numerals-tuto1241-1",TRUE
"4137","tuts1235","numerals-tuts1235-1",TRUE
"4138","tutu1241","numerals-tutu1241-1",TRUE
"4139","tuuu1240","numerals-tuuu1240-1",TRUE
"4140","tuva1244","numerals-tuva1244-1",TRUE
"4141","tuvi1240","numerals-tuvi1240-1",TRUE
"4142","tuwa1242","numerals-tuwa1242-1",TRUE
"4143","tuwa1243","numerals-tuwa1243-1",TRUE
"4144","tuwu1238","numerals-tuwu1238-1",TRUE
"4145","tuyu1244","numerals-tuyu1244-1",TRUE
"4146","twan1247","numerals-twan1247-1",TRUE
"4147","twen1241","numerals-twen1241-1",TRUE
"4148","tzel1254","numerals-tzel1254-1",TRUE
"4149","tzot1259","numerals-tzot1259-1",TRUE
"4150","uabm1237","numerals-uabm1237-1",TRUE
"4151","uare1241","numerals-uare1241-1",TRUE
"4152","ubir1237","numerals-ubir1237-1",TRUE
"4153","ubyk1235","numerals-ubyk1235-1",TRUE
"4154","udih1248","numerals-udih1248-1",TRUE
"4155","udii1243","numerals-udii1243-1",TRUE
"4156","udmu1245","numerals-udmu1245-1",TRUE
"4157","ufim1240","barlowpacific-ufim1240-2",TRUE
"4158","ughe1237","numerals-ughe1237-1",TRUE
"4159","ugon1239","numerals-ugon1239-1",TRUE
"4160","uigh1240","numerals-uigh1240-1",TRUE
"4161","uisa1238","numerals-uisa1238-1",TRUE
"4162","ujir1237","numerals-ujir1237-1",TRUE
"4163","ukit1237","numerals-ukit1237-1",TRUE
"4164","ukra1253","numerals-ukra1253-1",TRUE
"4165","ukur1240","barlowpacific-ukur1240-1",TRUE
"4166","ulau1237","barlowpacific-ulau1237-4",TRUE
"4167","ulch1241","numerals-ulch1241-1",TRUE
"4168","ulga1234","numerals-ulga1234-1",TRUE
"4169","ulit1238","numerals-ulit1238-1",TRUE
"4170","ulum1237","barlowpacific-ulum1237-1",TRUE
"4171","umaa1242","numerals-umaa1242-1",TRUE
"4172","umal1239","barlowpacific-umal1239-1",TRUE
"4173","uman1240","numerals-uman1240-1",TRUE
"4174","umat1237","numerals-umat1237-1",TRUE
"4175","umbu1257","numerals-umbu1257-1",TRUE
"4176","umbu1258","barlowpacific-umbu1258-1",TRUE
"4177","umes1235","numerals-umes1235-1",TRUE
"4178","umir1236","numerals-umir1236-1",TRUE
"4179","umpi1239","numerals-umpi1239-1",TRUE
"4180","unaa1239","numerals-unaa1239-1",TRUE
"4181","unam1242","numerals-unam1242-1",TRUE
"4182","unea1237","barlowpacific-unea1237-1",TRUE
"4183","ungg1243","bowernnumerals-Ungg",TRUE
"4184","unub1234","barlowpacific-unub1234-1",TRUE
"4185","uppe1275","numerals-uppe1275-1",TRUE
"4186","uppe1395","numerals-uppe1395-1",TRUE
"4187","uppe1406","numerals-uppe1406-1",TRUE
"4188","uppe1427","numerals-uppe1427-1",TRUE
"4189","uppe1437","numerals-uppe1437-1",TRUE
"4190","uppe1438","numerals-uppe1438-1",TRUE
"4191","uppe1439","numerals-uppe1439-1",TRUE
"4192","urak1238","numerals-urak1238-1",TRUE
"4193","ural1274","numerals-ural1274-1",TRUE
"4194","urap1240","numerals-urap1240-1",TRUE
"4195","urar1246","numerals-urar1246-1",TRUE
"4196","urat1244","numerals-urat1244-1",TRUE
"4197","urav1235","numerals-urav1235-1",TRUE
"4198","urdu1245","sand-Urdu",TRUE
"4199","urig1240","barlowpacific-urig1240-1",TRUE
"4200","urii1240","barlowpacific-urii1240-2",TRUE
"4201","urim1251","barlowpacific-urim1251-1",TRUE
"4202","urim1252","numerals-urim1252-1",TRUE
"4203","urip1239","numerals-urip1239-1",TRUE
"4204","urua1242","barlowpacific-urua1242-2",TRUE
"4205","urua1244","numerals-urua1244-1",TRUE
"4206","urub1250","numerals-urub1250-1",TRUE
"4207","urue1240","numerals-urue1240-1",TRUE
"4208","urum1249","numerals-urum1249-1",TRUE
"4209","uruu1244","numerals-uruu1244-1",TRUE
"4210","usan1239","numerals-usan1239-1",TRUE
"4211","usar1243","numerals-usar1243-1",TRUE
"4212","usho1238","numerals-usho1238-1",TRUE
"4213","usku1243","barlowpacific-usku1243-1",TRUE
"4214","usui1238","numerals-usui1238-1",TRUE
"4215","utar1238","barlowpacific-utar1238-1",TRUE
"4216","utuu1240","barlowpacific-utuu1240-1",TRUE
"4217","uuuu1243","numerals-uuuu1243-1",TRUE
"4218","uyaa1238","barlowpacific-uyaa1238-1",TRUE
"4219","uzbe1247","googleuninum-uzb",TRUE
"4220","vaag1238","numerals-vaag1238-1",TRUE
"4221","vafs1240","numerals-vafs1240-1",TRUE
"4222","vagh1249","numerals-vagh1249-1",TRUE
"4223","vaii1241","numerals-vaii1241-1",TRUE
"4224","vaip1239","numerals-vaip1239-1",TRUE
"4225","vale1250","numerals-vale1250-1",TRUE
"4226","valm1241","barlowpacific-valm1241-4",TRUE
"4227","valp1237","numerals-valp1237-1",TRUE
"4228","vama1243","numerals-vama1243-1",TRUE
"4229","vang1243","numerals-vang1243-1",TRUE
"4230","vani1248","barlowpacific-vani1248-1",TRUE
"4231","vani1248","barlowpacific-leit1234-1",TRUE
"4232","vano1237","numerals-vano1237-1",TRUE
"4233","vaoo1237","numerals-vaoo1237-1",TRUE
"4234","vari1239","numerals-vari1239-1",TRUE
"4235","varl1238","numerals-varl1238-1",TRUE
"4236","vasa1239","numerals-vasa1239-1",TRUE
"4237","vedd1240","numerals-vedd1240-1",TRUE
"4238","vehe1237","barlowpacific-vehe1237-1",TRUE
"4239","vend1245","numerals-vend1245-1",TRUE
"4240","vene1258","numerals-vene1258-1",TRUE
"4241","veps1250","numerals-veps1250-1",TRUE
"4242","vera1241","numerals-vera1241-2",TRUE
"4243","viet1252","numerals-viet1252-1",TRUE
"4244","vile1241","numerals-vile1241-1",TRUE
"4245","vili1238","numerals-vili1238-1",TRUE
"4246","vinm1237","numerals-vinm1237-2",TRUE
"4247","vito1235","barlowpacific-vito1235-2",TRUE
"4248","vlax1238","numerals-vlax1238-1",TRUE
"4249","voti1245","numerals-voti1245-1",TRUE
"4250","vuna1239","numerals-vuna1239-1",TRUE
"4251","vunj1238","numerals-vunj1238-1",TRUE
"4252","vure1239","numerals-vure1239-1",TRUE
"4253","vwan1235","numerals-vwan1235-1",TRUE
"4254","wabo1240","numerals-wabo1240-2",TRUE
"4255","wabo1241","barlowpacific-wabo1241-1",TRUE
"4256","wada1263","barlowpacific-wada1263-1",TRUE
"4257","waem1237","numerals-waem1237-1",TRUE
"4258","waer1237","barlowpacific-waer1237-1",TRUE
"4259","waff1241","numerals-waff1241-1",TRUE
"4260","waga1260","bowernnumerals-Waga",TRUE
"4261","waga1268","numerals-waga1268-1",TRUE
"4262","wagd1238","sand-Wagdi",TRUE
"4263","wage1238","numerals-wage1238-1",TRUE
"4264","wagi1249","barlowpacific-wagi1249-2",TRUE
"4265","waha1238","numerals-waha1238-1",TRUE
"4266","waig1243","numerals-waig1243-1",TRUE
"4267","waig1244","numerals-waig1244-1",TRUE
"4268","wail1242","numerals-wail1242-1",TRUE
"4269","waim1251","numerals-waim1251-1",TRUE
"4270","waim1252","numerals-waim1252-1",TRUE
"4271","waim1253","numerals-waim1253-1",TRUE
"4272","waim1255","numerals-waim1255-1",TRUE
"4273","waio1238","numerals-waio1238-1",TRUE
"4274","waiw1244","numerals-waiw1244-2",TRUE
"4275","waja1257","numerals-waja1257-1",TRUE
"4276","wakd1237","numerals-wakd1237-1",TRUE
"4277","wakh1245","numerals-wakh1245-1",TRUE
"4278","wala1269","numerals-wala1269-1",TRUE
"4279","wall1238","numerals-wall1238-1",TRUE
"4280","wall1255","numerals-wall1255-1",TRUE
"4281","wall1257","numerals-wall1257-1",TRUE
"4282","walm1241","bowernnumerals-Walmj",TRUE
"4283","wals1238","numerals-wals1238-1",TRUE
"4284","wama1247","barlowpacific-wama1247-1",TRUE
"4285","wamb1257","sand-Wambule",TRUE
"4286","wamb1258","numerals-wamb1258-1",TRUE
"4287","wamb1259","numerals-wamb1259-1",TRUE
"4288","wamp1247","numerals-wamp1247-2",TRUE
"4289","wamp1248","numerals-wamp1248-1",TRUE
"4290","wana1268","barlowpacific-wana1268-1",TRUE
"4291","wana1269","barlowpacific-wana1269-1",TRUE
"4292","wana1273","barlowpacific-wana1273-3",TRUE
"4293","wanc1238","sand-UpperWancho",TRUE
"4294","wand1267","numerals-wand1267-2",TRUE
"4295","wane1241","googleuninum-wne",TRUE
"4296","wane1242","numerals-wane1242-1",TRUE
"4297","wang1289","bowernnumerals-Wanggam",TRUE
"4298","wang1290","bowernnumerals-Wanggan",TRUE
"4299","wang1291","bowernnumerals-Ngiya",TRUE
"4300","wang1299","numerals-wang1299-1",TRUE
"4301","wanm1242","bowernnumerals-Wanm",TRUE
"4302","wann1242","numerals-wann1242-1",TRUE
"4303","wano1243","numerals-wano1243-1",TRUE
"4304","want1252","numerals-want1252-1",TRUE
"4305","wanu1241","numerals-wanu1241-1",TRUE
"4306","wany1247","bowernnumerals-Wanyi",TRUE
"4307","waor1240","numerals-waor1240-1",TRUE
"4308","wapi1253","numerals-wapi1253-1",TRUE
"4309","wara1292","numerals-wara1292-1",TRUE
"4310","wara1294","barlowpacific-wara1294-2",TRUE
"4311","wara1299","barlowpacific-wara1299-1",TRUE
"4312","wara1300","numerals-wara1300-1",TRUE
"4313","wara1302","barlowpacific-wara1302-3",TRUE
"4314","wara1303","numerals-wara1303-2",TRUE
"4315","ward1246","bowernnumerals-Ward",TRUE
"4316","ware1253","barlowpacific-ware1253-2",TRUE
"4317","wari1264","numerals-wari1264-1",TRUE
"4318","wari1266","barlowpacific-wari1266-4",TRUE
"4319","warj1242","numerals-warj1242-1",TRUE
"4320","warl1254","bowernnumerals-Warlp",TRUE
"4321","warl1255","bowernnumerals-Warlm",TRUE
"4322","warl1256","bowernnumerals-Warl",TRUE
"4323","waro1242","numerals-waro1242-1",TRUE
"4324","warr1258","bowernnumerals-Warrw",TRUE
"4325","waru1265","numerals-waru1265-1",TRUE
"4326","waru1267","barlowpacific-waru1267-1",TRUE
"4327","wase1252","barlowpacific-wase1252-1",TRUE
"4328","wash1253","numerals-wash1253-1",TRUE
"4329","wask1241","numerals-wask1241-2",TRUE
"4330","wata1253","barlowpacific-wata1253-3",TRUE
"4331","watu1247","barlowpacific-watu1247-1",TRUE
"4332","waur1244","numerals-waur1244-1",TRUE
"4333","wauy1237","barlowpacific-wauy1237-2",TRUE
"4334","wawa1246","numerals-wawa1246-1",TRUE
"4335","wawo1239","numerals-wawo1239-1",TRUE
"4336","waxi1236","numerals-waxi1236-1",TRUE
"4337","waya1269","numerals-waya1269-1",TRUE
"4338","waya1270","numerals-waya1270-2",TRUE
"4339","wayi1238","bowernnumerals-Culgoa",TRUE
"4340","wayu1241","numerals-wayu1241-1",TRUE
"4341","wayu1243","numerals-wayu1243-1",TRUE
"4342","weda1241","numerals-weda1241-1",TRUE
"4343","wehh1238","numerals-wehh1238-1",TRUE
"4344","weje1237","numerals-weje1237-1",TRUE
"4345","wela1235","barlowpacific-wela1235-1",TRUE
"4346","weli1239","barlowpacific-weli1239-1",TRUE
"4347","wels1247","numerals-wels1247-1",TRUE
"4348","wemb1241","bowernnumerals-Wemba",TRUE
"4349","weno1238","numerals-weno1238-1",TRUE
"4350","weri1253","numerals-weri1253-2",TRUE
"4351","wers1238","numerals-wers1238-1",TRUE
"4352","west2354","numerals-west2354-1",TRUE
"4353","west2368","numerals-west2368-2",TRUE
"4354","west2369","numerals-west2369-1",TRUE
"4355","west2380","sand-Bajjika",TRUE
"4356","west2386","sand-PakistaniPunjabi",TRUE
"4357","west2392","numerals-west2392-1",TRUE
"4358","west2396","numerals-west2396-1",TRUE
"4359","west2397","numerals-west2397-1",TRUE
"4360","west2398","numerals-west2398-1",TRUE
"4361","west2402","numerals-west2402-1",TRUE
"4362","west2409","numerals-west2409-1",TRUE
"4363","west2415","numerals-west2415-1",TRUE
"4364","west2418","numerals-west2418-1",TRUE
"4365","west2420","numerals-west2420-1",TRUE
"4366","west2422","numerals-west2422-1",TRUE
"4367","west2430","numerals-west2430-1",TRUE
"4368","west2441","numerals-west2441-1",TRUE
"4369","west2450","numerals-west2450-1",TRUE
"4370","west2458","numerals-west2458-1",TRUE
"4371","west2465","numerals-west2465-1",TRUE
"4372","west2466","numerals-west2466-1",TRUE
"4373","west2488","numerals-west2488-1",TRUE
"4374","west2513","numerals-west2513-1",TRUE
"4375","west2516","numerals-west2516-1",TRUE
"4376","west2519","numerals-west2519-1",TRUE
"4377","west2538","numerals-west2538-1",TRUE
"4378","west2548","numerals-west2548-1",TRUE
"4379","west2555","numerals-west2555-1",TRUE
"4380","west2557","numerals-west2557-1",TRUE
"4381","west2559","numerals-west2559-1",TRUE
"4382","west2560","numerals-west2560-1",TRUE
"4383","west2563","numerals-west2563-1",TRUE
"4384","west2594","numerals-west2594-1",TRUE
"4385","west2599","numerals-west2599-1",TRUE
"4386","west2600","barlowpacific-west2600-8",TRUE
"4387","west2615","numerals-west2615-1",TRUE
"4388","west2616","numerals-west2616-1",TRUE
"4389","west2624","numerals-west2624-1",TRUE
"4390","west2632","numerals-west2632-1",TRUE
"4391","west2643","numerals-west2643-1",TRUE
"4392","west2644","numerals-west2644-1",TRUE
"4393","west2650","numerals-west2650-1",TRUE
"4394","west2763","numerals-west2763-1",TRUE
"4395","weta1242","numerals-weta1242-1",TRUE
"4396","whit1267","numerals-whit1267-1",TRUE
"4397","whit1269","numerals-whit1269-1",TRUE
"4398","wiar1238","barlowpacific-wiar1238-1",TRUE
"4399","wich1260","numerals-wich1260-1",TRUE
"4400","wich1264","numerals-wich1264-1",TRUE
"4401","wikn1245","numerals-wikn1245-1",TRUE
"4402","wint1259","numerals-wint1259-1",TRUE
"4403","wipi1242","barlowpacific-wipi1242-1",TRUE
"4404","wira1262","bowernnumerals-Wiradhurri",TRUE
"4405","wira1265","bowernnumerals-Wirang",TRUE
"4406","wiru1244","barlowpacific-wiru1244-1",TRUE
"4407","woge1237","numerals-woge1237-1",TRUE
"4408","woii1237","numerals-woii1237-1",TRUE
"4409","wola1243","barlowpacific-wola1243-1",TRUE
"4410","wole1240","numerals-wole1240-1",TRUE
"4411","woli1241","numerals-woli1241-1",TRUE
"4412","womp1235","barlowpacific-womp1235-1",TRUE
"4413","wona1238","bowernnumerals-Wonar",TRUE
"4414","wong1246","bowernnumerals-Wangku",TRUE
"4415","wong1247","numerals-wong1247-1",TRUE
"4416","wood1236","numerals-wood1236-1",TRUE
"4417","wori1246","numerals-wori1246-1",TRUE
"4418","worr1237","bowernnumerals-Worr",TRUE
"4419","wotu1240","numerals-wotu1240-1",TRUE
"4420","woun1238","numerals-woun1238-1",TRUE
"4421","wuch1236","numerals-wuch1236-1",TRUE
"4422","wumb1242","numerals-wumb1242-2",TRUE
"4423","wuna1248","numerals-wuna1248-1",TRUE
"4424","wusa1235","numerals-wusa1235-1",TRUE
"4425","wush1238","numerals-wush1238-1",TRUE
"4426","wusi1237","numerals-wusi1237-1",TRUE
"4427","wutu1241","numerals-wutu1241-1",TRUE
"4428","wutu1244","numerals-wutu1244-1",TRUE
"4429","wuvu1239","numerals-wuvu1239-1",TRUE
"4430","wuyu1234","numerals-wuyu1234-1",TRUE
"4431","xaas1235","numerals-xaas1235-1",TRUE
"4432","xara1243","numerals-xara1243-1",TRUE
"4433","xara1244","numerals-xara1244-1",TRUE
"4434","xava1240","numerals-xava1240-1",TRUE
"4435","xere1240","numerals-xere1240-1",TRUE
"4436","xeta1241","numerals-xeta1241-1",TRUE
"4437","xhos1239","numerals-xhos1239-1",TRUE
"4438","xian1249","numerals-xian1249-1",TRUE
"4439","xian1251","numerals-xian1251-1",TRUE
"4440","xibe1242","numerals-xibe1242-1",TRUE
"4441","xinc1246","numerals-xinc1246-1",TRUE
"4442","xing1248","numerals-xing1248-1",TRUE
"4443","xish1235","numerals-xish1235-1",TRUE
"4444","xiun1234","numerals-xiun1234-1",TRUE
"4445","xokl1240","numerals-xokl1240-1",TRUE
"4446","yaba1248","numerals-yaba1248-1",TRUE
"4447","yabe1254","numerals-yabe1254-1",TRUE
"4448","yabe1255","barlowpacific-yabe1255-1",TRUE
"4449","yabo1240","barlowpacific-yabo1240-1",TRUE
"4450","yaey1239","numerals-yaey1239-1",TRUE
"4451","yafi1240","barlowpacific-yafi1240-1",TRUE
"4452","yaga1260","numerals-yaga1260-1",TRUE
"4453","yagn1238","numerals-yagn1238-1",TRUE
"4454","yagu1244","numerals-yagu1244-1",TRUE
"4455","yagw1240","numerals-yagw1240-1",TRUE
"4456","yaha1247","barlowpacific-yaha1247-1",TRUE
"4457","yaha1248","barlowpacific-yaha1248-1",TRUE
"4458","yaka1272","numerals-yaka1272-1",TRUE
"4459","yaka1275","barlowpacific-yaka1275-1",TRUE
"4460","yaka1277","numerals-yaka1277-1",TRUE
"4461","yaki1237","numerals-yaki1237-1",TRUE
"4462","yakk1236","sand-Yakkha",TRUE
"4463","yako1252","numerals-yako1252-1",TRUE
"4464","yaku1245","numerals-yaku1245-1",TRUE
"4465","yala1263","numerals-yala1263-1",TRUE
"4466","yala1266","numerals-yala1266-1",TRUE
"4467","yale1246","numerals-yale1246-1",TRUE
"4468","yalu1240","numerals-yalu1240-1",TRUE
"4469","yama1260","barlowpacific-yama1260-2",TRUE
"4470","yama1264","numerals-yama1264-1",TRUE
"4471","yamb1252","numerals-yamb1252-1",TRUE
"4472","yamb1257","barlowpacific-yamb1257-1",TRUE
"4473","yamd1240","numerals-yamd1240-1",TRUE
"4474","yami1254","numerals-yami1254-1",TRUE
"4475","yamn1237","numerals-yamn1237-1",TRUE
"4476","yamp1242","numerals-yamp1242-1",TRUE
"4477","yand1253","bowernnumerals-Yandr",TRUE
"4478","yand1257","numerals-yand1257-1",TRUE
"4479","yane1238","numerals-yane1238-1",TRUE
"4480","yang1286","numerals-yang1286-1",TRUE
"4481","yang1293","numerals-yang1293-1",TRUE
"4482","yang1296","numerals-yang1296-1",TRUE
"4483","yang1298","barlowpacific-yang1298-1",TRUE
"4484","yann1238","bowernnumerals-Yannhan",TRUE
"4485","yano1261","numerals-yano1261-1",TRUE
"4486","yano1262","numerals-yano1262-1",TRUE
"4487","yans1239","numerals-yans1239-1",TRUE
"4488","yany1243","bowernnumerals-Yany",TRUE
"4489","yaoo1241","numerals-yaoo1241-1",TRUE
"4490","yaoo1241","numerals-yaoo1241-2",TRUE
"4491","yaos1235","barlowpacific-yaos1235-2",TRUE
"4492","yape1248","numerals-yape1248-1",TRUE
"4493","yapu1240","numerals-yapu1240-1",TRUE
"4494","yaqa1246","barlowpacific-yaqa1246-5",TRUE
"4495","yaqu1251","numerals-yaqu1251-1",TRUE
"4496","yara1250","barlowpacific-yara1250-1",TRUE
"4497","yare1248","barlowpacific-yare1248-1",TRUE
"4498","yari1238","bowernnumerals-YarlEyr",TRUE
"4499","yaul1241","barlowpacific-yaul1241-1",TRUE
"4500","yaum1237","barlowpacific-yaum1237-1",TRUE
"4501","yaur1239","numerals-yaur1239-1",TRUE
"4502","yaus1235","numerals-yaus1235-1",TRUE
"4503","yava1252","numerals-yava1252-1",TRUE
"4504","yawa1258","bowernnumerals-Yawarr",TRUE
"4505","yawa1260","numerals-yawa1260-1",TRUE
"4506","yawa1261","numerals-yawa1261-1",TRUE
"4507","yawe1241","barlowpacific-yawe1241-2",TRUE
"4508","yawi1238","barlowpacific-yawi1238-1",TRUE
"4509","yawi1239","bowernnumerals-Yawi",TRUE
"4510","yawu1244","bowernnumerals-Yawu",TRUE
"4511","yazg1240","numerals-yazg1240-1",TRUE
"4512","yeii1239","numerals-yeii1239-1",TRUE
"4513","yekh1238","numerals-yekh1238-1",TRUE
"4514","yeko1240","numerals-yeko1240-1",TRUE
"4515","yele1255","numerals-yele1255-1",TRUE
"4516","yelm1242","barlowpacific-yelm1242-4",TRUE
"4517","yelo1242","numerals-yelo1242-1",TRUE
"4518","yelo1243","barlowpacific-yelo1243-1",TRUE
"4519","yemb1246","numerals-yemb1246-1",TRUE
