"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Glosser","Alternate_gloss","Comment_glosser"
"7117","koon1245-1-80-1","koon1245-1",NA,"80",NA,"mèkám bìtɛ̂n lè mèkám mélɛ̂l","mèkám bìtɛ̂n lè mèkám mélɛ̂l",NA,NA,"({CL’}10·{CL}5)+{+}({CL’}10·{CL’}3)","EAT",NA,"(50+30 )"
"7118","koon1245-1-80-1","koon1245-1",NA,"80",NA,"mèkám bìtɛ̂n lè mèkám mélɛ̂l","mèkám bìtɛ̂n lè mèkám mélɛ̂l",NA,NA,"({CL’}10·{CL}5)+{+}({CL’}10·{CL’}3)","EAT",NA,"(50+30 )"
"7119","koon1245-1-90-1","koon1245-1",NA,"90",NA,"mèkám bìtɛ̂n lè mèkám ménâ","mèkám bìtɛ̂n lè mèkám ménâ",NA,NA,"({CL’}10·{CL}5)+{+}({CL’}10·{CL’}4)","EAT",NA,"(50+40 )"
"7120","koon1245-1-90-1","koon1245-1",NA,"90",NA,"mèkám bìtɛ̂n lè mèkám ménâ","mèkám bìtɛ̂n lè mèkám ménâ",NA,NA,"({CL’}10·{CL}5)+{+}({CL’}10·{CL’}4)","EAT",NA,"(50+40 )"
"7121","koon1245-1-100-1","koon1245-1",NA,"100",NA,"ntèr","ntèr",NA,NA,"100","EAT",NA,NA
"7122","koon1245-1-100-1","koon1245-1",NA,"100",NA,"ntèr","ntèr",NA,NA,"100","EAT",NA,NA
"7123","koon1245-1-200-1","koon1245-1",NA,"200",NA,"mìntèr mìmbá","mìntèr mìmbá",NA,NA,"""{CL”}100·{CL""""}2""","EAT",NA,NA
"7124","koon1245-1-200-1","koon1245-1",NA,"200",NA,"mìntèr mìmbá","mìntèr mìmbá",NA,NA,"""{CL”}100·{CL""""}2""","EAT",NA,NA
"7125","koon1245-1-1000-1","koon1245-1",NA,"1000",NA,"tɔ́ːyìn","tɔ́ːyìn",NA,NA,"1000","EAT",NA,"< English 'thousand'"
"7126","koon1245-1-1000-1","koon1245-1",NA,"1000",NA,"tɔ́ːyìn","tɔ́ːyìn",NA,NA,"1000","EAT",NA,"< English 'thousand'"
"7127","koon1245-1-2000-1","koon1245-1",NA,"2000",NA,"òtɔ́ːyìn òbá","òtɔ́ːyìn òbá",NA,NA,"{CL”’}1000·{CL”’}2","EAT",NA,NA
"7128","koon1245-1-2000-1","koon1245-1",NA,"2000",NA,"òtɔ́ːyìn òbá","òtɔ́ːyìn òbá",NA,NA,"{CL”’}1000·{CL”’}2","EAT",NA,NA
"7129","numerals-koon1246-1-one-1","numerals-koon1246-1","Chan2019","one","1","aɡɛ́ːŋɡɛ","agengge",NA,"FALSE","1","EAT",NA,NA
"7130","numerals-koon1246-1-two-1","numerals-koon1246-1","Chan2019","two","2","ɑyéːŋ","ayeng",NA,"FALSE","2","EAT",NA,NA
"7131","numerals-koon1246-1-three-1","numerals-koon1246-1","Chan2019","three","3","sómok","somok",NA,"FALSE","3","EAT",NA,NA
"7132","numerals-koon1246-1-four-1","numerals-koon1246-1","Chan2019","four","4","aŋwán","angwan",NA,"FALSE","4","EAT",NA,NA
"7133","numerals-koon1246-1-five-1","numerals-koon1246-1","Chan2019","five","5","mūūt","muut",NA,"FALSE","5","EAT",NA,NA
"7134","numerals-koon1246-1-five-2","numerals-koon1246-1","Chan2019","five","5","múːt","mut",NA,"FALSE","5","EAT",NA,NA
"7135","numerals-koon1246-1-six-1","numerals-koon1246-1","Chan2019","six","6","lɑ","la",NA,"FALSE","6","EAT",NA,NA
"7136","numerals-koon1246-1-seven-1","numerals-koon1246-1","Chan2019","seven","7","tɪ́sap","tisap",NA,"FALSE","7","EAT",NA,NA
"7137","numerals-koon1246-1-eight-1","numerals-koon1246-1","Chan2019","eight","8","sɪsɪ́ːt","sisit",NA,"FALSE","8","EAT",NA,NA
"7138","numerals-koon1246-1-nine-1","numerals-koon1246-1","Chan2019","nine","9","sɑ́kɑːl","sakal",NA,"FALSE","9","EAT",NA,NA
"7139","numerals-koon1246-1-ten-1","numerals-koon1246-1","Chan2019","ten","10","támán","taman",NA,"FALSE","10","EAT",NA,NA
"7140","numerals-koon1246-1-eleven-1","numerals-koon1246-1","Chan2019","eleven","11","taman ak akeenke","tamanakakeenke",NA,"FALSE","10+{LIG}1","EAT",NA,NA
"7141","numerals-koon1246-1-twelve-1","numerals-koon1246-1","Chan2019","twelve","12","taman ak āyēēnɡʼ","tamanakayeeng",NA,"FALSE","10+{LIG}2","EAT",NA,NA
"7142","numerals-koon1246-1-thirteen-1","numerals-koon1246-1","Chan2019","thirteen","13","taman ak sōmōk","tamanaksomok",NA,"FALSE","10+{LIG}3","EAT",NA,NA
"7143","numerals-koon1246-1-fourteen-1","numerals-koon1246-1","Chan2019","fourteen","14","taman ak anɡʼwan","tamanakangwan",NA,"FALSE","10+{LIG}4","EAT",NA,NA
"7144","numerals-koon1246-1-fifteen-1","numerals-koon1246-1","Chan2019","fifteen","15","taman ak mūūt","tamanakmuut",NA,"FALSE","10+{LIG}5","EAT",NA,NA
"7145","numerals-koon1246-1-sixteen-1","numerals-koon1246-1","Chan2019","sixteen","16","taman ak lo","tamanaklo",NA,"FALSE","10+{LIG}6","EAT",NA,NA
"7146","numerals-koon1246-1-seventeen-1","numerals-koon1246-1","Chan2019","seventeen","17","taman ak tisab","tamanaktisab",NA,"FALSE","10+{LIG}7","EAT",NA,NA
"7147","numerals-koon1246-1-eighteen-1","numerals-koon1246-1","Chan2019","eighteen","18","taman ak sisiit","tamanaksisiit",NA,"FALSE","10+{LIG}8","EAT",NA,NA
"7148","numerals-koon1246-1-nineteen-1","numerals-koon1246-1","Chan2019","nineteen","19","taman ak säɡääl","tamanaksagaal",NA,"FALSE","10+{LIG}9","EAT",NA,NA
"7149","numerals-koon1246-1-twenty-1","numerals-koon1246-1","Chan2019","twenty","20","tiptém","tiptem",NA,"FALSE","20","EAT",NA,NA
"7150","numerals-koon1246-1-twentyone-1","numerals-koon1246-1","Chan2019","twentyone","21","tībtēm ak akeenke","tibtemakakeenke",NA,"FALSE","20+{LIG}1","EAT",NA,NA
"7151","numerals-koon1246-1-twentytwo-1","numerals-koon1246-1","Chan2019","twentytwo","22","tībtēm ak āyēēnɡʼ","tibtemakayeeng",NA,"FALSE","20+{LIG}2","EAT",NA,NA
"7152","numerals-koon1246-1-twentythree-1","numerals-koon1246-1","Chan2019","twentythree","23","tībtēm ak sōmōk","tibtemaksomok",NA,"FALSE","20+{LIG}3","EAT",NA,NA
"7153","numerals-koon1246-1-twentyfour-1","numerals-koon1246-1","Chan2019","twentyfour","24","tībtēm ak anɡʼwan","tibtemakangwan",NA,"FALSE","20+{LIG}4","EAT",NA,NA
"7154","numerals-koon1246-1-twentyfive-1","numerals-koon1246-1","Chan2019","twentyfive","25","tībtēm ak mūūt","tibtemakmuut",NA,"FALSE","20+{LIG}5","EAT",NA,NA
"7155","numerals-koon1246-1-twentysix-1","numerals-koon1246-1","Chan2019","twentysix","26","tībtēm ak lo","tibtemaklo",NA,"FALSE","20+{LIG}6","EAT",NA,NA
"7156","numerals-koon1246-1-twentyseven-1","numerals-koon1246-1","Chan2019","twentyseven","27","tībtēm ak tisab","tibtemaktisab",NA,"FALSE","20+{LIG}7","EAT",NA,NA
"7157","numerals-koon1246-1-twentyeight-1","numerals-koon1246-1","Chan2019","twentyeight","28","tībtēm ak sisiit","tibtemaksisiit",NA,"FALSE","20+{LIG}8","EAT",NA,NA
"7158","numerals-koon1246-1-twentynine-1","numerals-koon1246-1","Chan2019","twentynine","29","tībtēm ak sokool","tibtemaksokool",NA,"FALSE","20+{LIG}9","EAT",NA,NA
"7159","numerals-koon1246-1-thirty-1","numerals-koon1246-1","Chan2019","thirty","30","sɑsɑ́m","sasam",NA,"FALSE","30","EAT",NA,NA
"7160","numerals-koon1246-1-forty-1","numerals-koon1246-1","Chan2019","forty","40","artám","artam",NA,"FALSE","40","EAT",NA,NA
"7161","numerals-koon1246-1-fifty-1","numerals-koon1246-1","Chan2019","fifty","50","kɑnɑ́m","kanam",NA,"FALSE","50","EAT",NA,NA
"7162","numerals-koon1246-1-sixty-1","numerals-koon1246-1","Chan2019","sixty","60","tɑmɑnwɑːɡik lɑ","tamanwagikla",NA,"FALSE","10'·6","EAT",NA,NA
"7163","numerals-koon1246-1-seventy-1","numerals-koon1246-1","Chan2019","seventy","70","tāmānwāākīk tisab","tamanwaakiktisab",NA,"FALSE","10'·7","EAT",NA,NA
"7164","numerals-koon1246-1-eighty-1","numerals-koon1246-1","Chan2019","eighty","80","tāmānwāākīk sisiit","tamanwaakiksisiit",NA,"FALSE","10'·8","EAT",NA,NA
"7165","numerals-koon1246-1-ninety-1","numerals-koon1246-1","Chan2019","ninety","90","tāmānwāākīk sokool","tamanwaakiksokool",NA,"FALSE","10'·9","EAT",NA,NA
"7166","numerals-koon1246-1-hundred-1","numerals-koon1246-1","Chan2019","hundred","100","bɑɡɑl","bagal",NA,"FALSE","100","EAT",NA,NA
"7167","numerals-koon1246-1-twohundred-1","numerals-koon1246-1","Chan2019","twohundred","200","bokolwookik āyēēnɡʼ","bokolwookikayeeng",NA,"FALSE","100·2","EAT",NA,NA
"7168","numerals-koon1246-1-thousand-1","numerals-koon1246-1","Chan2019","thousand","1000","kisyɛːrɛːt","kisyeret",NA,"FALSE","1000","EAT",NA,NA
"7169","numerals-koon1246-1-twothousand-1","numerals-koon1246-1","Chan2019","twothousand","2000","kīsyēērōōt āyēēnɡʼ","kisyeerootayeeng",NA,"FALSE","1000·2","EAT",NA,NA
"7170","pinj1243-1-1-1","pinj1243-1",NA,"1",NA,"pɔ́kɔ̀","pɔ́kɔ̀",NA,NA,"1","EAT",NA,NA
"7171","pinj1243-1-2-1","pinj1243-1",NA,"2",NA,"bàlè","bàlè",NA,NA,"2","EAT",NA,NA
"7172","pinj1243-1-3-1","pinj1243-1",NA,"3",NA,"tàtó","tàtó",NA,NA,"3","EAT",NA,NA
"7173","pinj1243-1-4-1","pinj1243-1",NA,"4",NA,"nàyì","nàyì",NA,NA,"4","EAT",NA,NA
"7174","pinj1243-1-5-1","pinj1243-1",NA,"5",NA,"tànɛ̀","tànɛ̀",NA,NA,"5","EAT",NA,NA
"7175","pinj1243-1-6-1","pinj1243-1",NA,"6",NA,"mòtòbà","mòtòbà",NA,NA,"6","EAT",NA,NA
"7176","pinj1243-1-7-1","pinj1243-1",NA,"7",NA,"nàpɔ́","nàpɔ́",NA,NA,"7","EAT",NA,NA
"7177","pinj1243-1-8-1","pinj1243-1",NA,"8",NA,"ɣènânà","ɣènânà",NA,NA,"{CL’}4’+4’","EAT",NA,NA
"7178","pinj1243-1-9-1","pinj1243-1",NA,"9",NA,"bùkà","bùkà",NA,NA,"9","EAT",NA,"Kámbú mwatátá = lit. missing one - it is possible that the form for nine - buka - meant missing"
"7179","pinj1243-1-10-1","pinj1243-1",NA,"10",NA,"ndzìmà","ndzìmà",NA,NA,"10","EAT",NA,NA
"7180","pinj1243-1-11-1","pinj1243-1",NA,"11",NA,"ndzìmà ná ɣè mɔ́tsì","ndzìmà ná ɣè mɔ́tsì",NA,NA,"10+[+]{CL’}1’","EAT",NA,"ná - ligature"
"7181","pinj1243-1-12-2","pinj1243-1",NA,"12",NA,"nábàlè","nábàlè",NA,NA,"[10]+{and}2","EAT",NA,NA
"7182","pinj1243-1-12-3","pinj1243-1",NA,"12",NA,"ńbàlè","ńbàlè",NA,NA,"[10]+{and}2","EAT",NA,NA
"7183","pinj1243-1-12-1","pinj1243-1",NA,"12",NA,"ndzìmà ná ébàlè","ndzìmà ná ébàlè",NA,NA,"10+{and}{CL”}2","EAT",NA,NA
"7184","pinj1243-1-13-1","pinj1243-1",NA,"13",NA,"ndzìmà ná étàtó","ndzìmà ná étàtó",NA,NA,"10+{and}{CL”}3","EAT",NA,NA
"7185","pinj1243-1-14-1","pinj1243-1",NA,"14",NA,"ndzìmà ná énàyì","ndzìmà ná énàyì",NA,NA,"10+{and}{CL”}4","EAT",NA,NA
"7186","pinj1243-1-15-1","pinj1243-1",NA,"15",NA,"ndzìmà ná étànɛ̀","ndzìmà ná étànɛ̀",NA,NA,"10+{and}{CL”}5","EAT",NA,NA
"7187","pinj1243-1-16-1","pinj1243-1",NA,"16",NA,"ndzìmà ná mòtòbà","ndzìmà ná mòtòbà",NA,NA,"10+{and}{CL}6","EAT",NA,NA
"7188","pinj1243-1-17-1","pinj1243-1",NA,"17",NA,"ndzìmà ná nàpɔ́","ndzìmà ná nàpɔ́",NA,NA,"10+{and}7","EAT",NA,NA
"7189","pinj1243-1-18-1","pinj1243-1",NA,"18",NA,"ndzìmà ná ɣènânà","ndzìmà ná ɣènânà",NA,NA,"10+{and}{CL’}4’+4’","EAT",NA,NA
"7190","pinj1243-1-19-1","pinj1243-1",NA,"19",NA,"ndzìmà ná bùkà","ndzìmà ná bùkà",NA,NA,"10+{and}9","EAT",NA,NA
"7191","pinj1243-1-20-1","pinj1243-1",NA,"20",NA,"ndzìmà díbàlè","ndzìmà díbàlè",NA,NA,"10·{CL’}2","EAT",NA,NA
"7192","pinj1243-1-21-1","pinj1243-1",NA,"21",NA,"ndzìmà díbàlèná ɣé mɔ́tsì","ndzìmà díbàlèná ɣé mɔ́tsì",NA,NA,"(10·{CL’}2)+[+]{CL’}1’","EAT",NA,NA
"7193","pinj1243-1-22-1","pinj1243-1",NA,"22",NA,"ndzìmà díbàlè ná ébàlè","ndzìmà díbàlè ná ébàlè",NA,NA,"(10·{CL’}2)+[+]{CL”}2","EAT",NA,NA
"7194","pinj1243-1-23-1","pinj1243-1",NA,"23",NA,"ndzìmà díbàlè ná étàtó","ndzìmà díbàlè ná étàtó",NA,NA,"(10·{CL’}2)+[+]{CL”}3","EAT",NA,NA
"7195","pinj1243-1-24-1","pinj1243-1",NA,"24",NA,"ndzìmà díbàlè ná énàyì","ndzìmà díbàlè ná énàyì",NA,NA,"(10·{CL’}2)+[+]{CL”}4","EAT",NA,NA
"7196","pinj1243-1-25-1","pinj1243-1",NA,"25",NA,"ndzìmà díbàlè ná étànɛ̀","ndzìmà díbàlè ná étànɛ̀",NA,NA,"(10·{CL’}2)+[+]{CL”}5","EAT",NA,NA
"7197","pinj1243-1-26-1","pinj1243-1",NA,"26",NA,"ndzìmà díbàlè ná mòtòbà","ndzìmà díbàlè ná mòtòbà",NA,NA,"(10·{CL’}2)+[+]{CL}6","EAT",NA,NA
"7198","pinj1243-1-27-1","pinj1243-1",NA,"27",NA,"ndzìmà díbàlè ná nàpɔ́","ndzìmà díbàlè ná nàpɔ́",NA,NA,"(10·{CL’}2)+[+]7","EAT",NA,NA
"7199","pinj1243-1-28-1","pinj1243-1",NA,"28",NA,"ndzìmà díbàlè ná ɣènânà","ndzìmà díbàlè ná ɣènânà",NA,NA,"(10·{CL’}2)+[+]{CL’}4’+4’","EAT",NA,NA
"7200","pinj1243-1-29-1","pinj1243-1",NA,"29",NA,"ndzìmà díbàlè ná bùkà","ndzìmà díbàlè ná bùkà",NA,NA,"(10·{CL’}2)+[+]9","EAT",NA,NA
"7201","pinj1243-1-30-1","pinj1243-1",NA,"30",NA,"ndzìmà dítàtó","ndzìmà dítàtó",NA,NA,"10·{CL’}3","EAT",NA,NA
"7202","pinj1243-1-40-1","pinj1243-1",NA,"40",NA,"ndzìmà dínàyì","ndzìmà dínàyì",NA,NA,"10·{CL’}4","EAT",NA,NA
"7203","pinj1243-1-50-1","pinj1243-1",NA,"50",NA,"ndzìmà dítánɛ̀","ndzìmà dítánɛ̀",NA,NA,"10·{CL’}5","EAT",NA,NA
"7204","pinj1243-1-60-1","pinj1243-1",NA,"60",NA,"(dì)ndzìmá mòtòbà","(dì)ndzìmá mòtòbà",NA,NA,"{CL’}10·{CL}6","EAT",NA,NA
"7205","pinj1243-1-70-1","pinj1243-1",NA,"70",NA,"(dì)ndzìmá nàpɔ́","(dì)ndzìmá nàpɔ́",NA,NA,"{CL’}10·7","EAT",NA,NA
"7206","pinj1243-1-80-1","pinj1243-1",NA,"80",NA,"(dì)ndzìmá ɣènânà","(dì)ndzìmá ɣènânà",NA,NA,"{CL’}10·{CL’}4’+4’","EAT",NA,NA
"7207","pinj1243-1-90-1","pinj1243-1",NA,"90",NA,"(dì)ndzìmá bùkà","(dì)ndzìmá bùkà",NA,NA,"{CL’}10·9","EAT",NA,NA
"7208","pinj1243-1-100-1","pinj1243-1",NA,"100",NA,"kámà","kámà",NA,NA,"100","EAT",NA,NA
"7209","pinj1243-1-200-1","pinj1243-1",NA,"200",NA,"kámà dìbàlè","kámà dìbàlè",NA,NA,"1000·{CL'}2","EAT",NA,NA
"7210",NA,"""",NA,NA,NA,"","",NA,NA,"","EAT",NA,NA
"7211","""kund1255-1-1000-1""","""kund1255-1""",NA,"1000",NA,"""-saŵeleŋeka""","""-saŵeleŋeka""",NA,NA,"""1000""","EAT","""1000?""","""EDITED: “-saŵeleŋeka * or sauzande” separated"""
"7212","""kund1255-1-1000-1""","""kund1255-1""",NA,"1000",NA,"""sauzande""","""sauzande""",NA,NA,"""1000’""","EAT",NA,NA
"7213","numerals-kuri1259-1-one-1","numerals-kuri1259-1","Chan2019","one","1","imwe","imwe","","FALSE","1","EAT",NA,NA
"7214","numerals-kuri1259-1-two-1","numerals-kuri1259-1","Chan2019","two","2","ibhere","ibhere","( 'bh' =ɓ ?)","FALSE","2","EAT",NA,NA
"7215","numerals-kuri1259-1-three-1","numerals-kuri1259-1","Chan2019","three","3","isatho","isatho","","FALSE","3","EAT",NA,NA
"7216","numerals-kuri1259-1-four-1","numerals-kuri1259-1","Chan2019","four","4","inyei","inyei","","FALSE","4","EAT",NA,NA
"7217","numerals-kuri1259-1-five-1","numerals-kuri1259-1","Chan2019","five","5","isanho","isanho","","FALSE","5","EAT",NA,NA
"7218","numerals-kuri1259-1-six-1","numerals-kuri1259-1","Chan2019","six","6","isansabha","isansabha","","FALSE","6","EAT",NA,"5+1’"
"7219","numerals-kuri1259-1-seven-1","numerals-kuri1259-1","Chan2019","seven","7","muhungathe","muhungathe","","FALSE","7","EAT",NA,NA
"7220","numerals-kuri1259-1-eight-1","numerals-kuri1259-1","Chan2019","eight","8","inyanyei","inyanyei","( 2 x 4 ) ?","FALSE","4’+4","EAT",NA,NA
"7221","numerals-kuri1259-1-nine-1","numerals-kuri1259-1","Chan2019","nine","9","kenda","kenda","","FALSE","9","EAT",NA,NA
"7222","numerals-kuri1259-1-ten-1","numerals-kuri1259-1","Chan2019","ten","10","ikumi","ikumi","","FALSE","10","EAT",NA,NA
"7223","numerals-kuri1259-1-eleven-1","numerals-kuri1259-1","Chan2019","eleven","11","ikumi na imwe","ikuminaimwe","","FALSE","10+{and}1","EAT",NA,NA
"7224","numerals-kuri1259-1-twelve-1","numerals-kuri1259-1","Chan2019","twelve","12","ikumi na ibhere","ikuminaibhere","","FALSE","10+{and}2","EAT",NA,NA
"7225","numerals-kuri1259-1-thirteen-1","numerals-kuri1259-1","Chan2019","thirteen","13","ikumi na isatho","ikuminaisatho","","FALSE","10+{and}3","EAT",NA,NA
"7226","numerals-kuri1259-1-fourteen-1","numerals-kuri1259-1","Chan2019","fourteen","14","ikumi na inyei","ikuminainyei","","FALSE","10+{and}4","EAT",NA,NA
"7227","numerals-kuri1259-1-fifteen-1","numerals-kuri1259-1","Chan2019","fifteen","15","ikumi na isanho","ikuminaisanho","","FALSE","10+{and}5","EAT",NA,NA
"7228","numerals-kuri1259-1-sixteen-1","numerals-kuri1259-1","Chan2019","sixteen","16","ikumi na isansabha","ikuminaisansabha","","FALSE","10+{and}6","EAT",NA,"10+{and}5+1’"
"7229","numerals-kuri1259-1-seventeen-1","numerals-kuri1259-1","Chan2019","seventeen","17","ikumi na muhungathe","ikuminamuhungathe","","FALSE","10+{and}7","EAT",NA,NA
"7230","numerals-kuri1259-1-eighteen-1","numerals-kuri1259-1","Chan2019","eighteen","18","ikumi na inyanyei","ikuminainyanyei","","FALSE","10+{and}4’+4","EAT",NA,NA
"7231","numerals-kuri1259-1-nineteen-1","numerals-kuri1259-1","Chan2019","nineteen","19","ikumi na kenda","ikuminakenda","","FALSE","10+{and}9","EAT",NA,NA
"7232","numerals-kuri1259-1-twenty-1","numerals-kuri1259-1","Chan2019","twenty","20","merongo ebhere","merongoebhere","","FALSE","10’·2","EAT",NA,NA
"7233","numerals-kuri1259-1-twentyone-1","numerals-kuri1259-1","Chan2019","twentyone","21","merongo ebhere na imwe","merongoebherenaimwe","","FALSE","(10’·2)+{and}1","EAT",NA,NA
"7234","numerals-kuri1259-1-twentytwo-1","numerals-kuri1259-1","Chan2019","twentytwo","22","merongo ebhere na ibhere","merongoebherenaibhere","","FALSE","(10’·2)+{and}2","EAT",NA,NA
"7235","numerals-kuri1259-1-twentythree-1","numerals-kuri1259-1","Chan2019","twentythree","23","merongo ebhere na isatho","merongoebherenaisatho","","FALSE","(10’·2)+{and}3","EAT",NA,NA
"7236","numerals-kuri1259-1-twentyfour-1","numerals-kuri1259-1","Chan2019","twentyfour","24","merongo ebhere na inyei","merongoebherenainyei","","FALSE","(10’·2)+{and}4","EAT",NA,NA
"7237","numerals-kuri1259-1-twentyfive-1","numerals-kuri1259-1","Chan2019","twentyfive","25","merongo ebhere na isano","merongoebherenaisano","","FALSE","(10’·2)+{and}5","EAT",NA,NA
"7238","numerals-kuri1259-1-twentysix-1","numerals-kuri1259-1","Chan2019","twentysix","26","merongo ebhere na isansabha","merongoebherenaisansabha","","FALSE","(10’·2)+{and}6","EAT",NA,"(10’·2)+{and}5+1’"
"7239","numerals-kuri1259-1-twentyseven-1","numerals-kuri1259-1","Chan2019","twentyseven","27","merongo ebhere na muhungathe","merongoebherenamuhungathe","","FALSE","(10’·2)+{and}7","EAT",NA,NA
"7240","numerals-kuri1259-1-twentyeight-1","numerals-kuri1259-1","Chan2019","twentyeight","28","merongo ebhere na inyanyei","merongoebherenainyanyei","","FALSE","(10’·2)+{and}4’+4","EAT",NA,NA
"7241","numerals-kuri1259-1-twentynine-1","numerals-kuri1259-1","Chan2019","twentynine","29","merongo ebhere na kenda","merongoebherenakenda","","FALSE","(10’·2)+{and}9","EAT",NA,NA
"7242","numerals-kuri1259-1-thirty-1","numerals-kuri1259-1","Chan2019","thirty","30","merongo esatho","merongoesatho","","FALSE","10’·3","EAT",NA,NA
"7243","numerals-kuri1259-1-forty-1","numerals-kuri1259-1","Chan2019","forty","40","merongoenyei","merongoenyei","","FALSE","10'·4","EAT",NA,NA
"7244","numerals-kuri1259-1-fifty-1","numerals-kuri1259-1","Chan2019","fifty","50","merongo esanho","merongoesanho","","FALSE","10'·5","EAT",NA,NA
"7245","numerals-kuri1259-1-sixty-1","numerals-kuri1259-1","Chan2019","sixty","60","merongo esansabha","merongoesansabha","","FALSE","10’·6","EAT",NA,"10’·(5+1’)"
"7246","numerals-kuri1259-1-seventy-1","numerals-kuri1259-1","Chan2019","seventy","70","merongomuhungathe","merongomuhungathe","","FALSE","10'·7","EAT",NA,NA
"7247","numerals-kuri1259-1-eighty-1","numerals-kuri1259-1","Chan2019","eighty","80","merongo inanhe","merongoinanhe","","FALSE","10’·(4’+4)","EAT",NA,NA
"7248","numerals-kuri1259-1-ninety-1","numerals-kuri1259-1","Chan2019","ninety","90","merongo kenda","merongokenda","","FALSE","10’·9","EAT",NA,NA
"7249","numerals-kuri1259-1-hundred-1","numerals-kuri1259-1","Chan2019","hundred","100","iɡana lemwe","iganalemwe","","FALSE","100·1","EAT",NA,NA
"7250","numerals-kuri1259-1-twohundred-1","numerals-kuri1259-1","Chan2019","twohundred","200","amanɡanha ambhere","amanganhaambhere","","FALSE","100·2","EAT",NA,NA
"7251","numerals-kuri1259-1-thousand-1","numerals-kuri1259-1","Chan2019","thousand","1000","eghekwe kemwe","eghekwekemwe","","FALSE","1000·1","EAT",NA,NA
"7252","numerals-kuri1259-1-twothousand-1","numerals-kuri1259-1","Chan2019","twothousand","2000","ibhikwe ebhibhere","ibhikweebhibhere","","FALSE","1000·2","EAT",NA,NA
"7253","","","","",NA,"","","",NA,"","EAT",NA,NA
"7254","","","","",NA,"","","",NA,"","EAT",NA,NA
"7255","","","","",NA,"","","",NA,"","EAT",NA,NA
"7256",NA,"""",NA,NA,NA,"","",NA,NA,"","EAT",NA,NA
"7257","kwer1261-1-1-1","kwer1261-1",NA,"1",NA,"-imwe","-imwe",NA,NA,"1","EAT",NA,NA
"7258","kwer1261-1-1-1","kwer1261-1",NA,"1",NA,"-imwe","-imwe",NA,NA,"1","EAT",NA,NA
"7259","kwer1261-1-2-1","kwer1261-1",NA,"2",NA,"-mbili","-mbili",NA,NA,"2","EAT",NA,NA
"7260","kwer1261-1-2-1","kwer1261-1",NA,"2",NA,"-mbili","-mbili",NA,NA,"2","EAT",NA,NA
"7261","kwer1261-1-3-1","kwer1261-1",NA,"3",NA,"-natu","-natu",NA,NA,"3","EAT",NA,NA
"7262","kwer1261-1-3-1","kwer1261-1",NA,"3",NA,"-natu","-natu",NA,NA,"3","EAT",NA,NA
"7263","kwer1261-1-4-1","kwer1261-1",NA,"4",NA,"-nne","-nne",NA,NA,"4","EAT",NA,NA
"7264","kwer1261-1-4-1","kwer1261-1",NA,"4",NA,"-nne","-nne",NA,NA,"4","EAT",NA,NA
"7265","kwer1261-1-5-1","kwer1261-1",NA,"5",NA,"-tano","-tano",NA,NA,"5","EAT",NA,NA
"7266","kwer1261-1-5-1","kwer1261-1",NA,"5",NA,"-tano","-tano",NA,NA,"5","EAT",NA,NA
"7267","kwer1261-1-6-1","kwer1261-1",NA,"6",NA,"sita","sita",NA,NA,"6","EAT",NA,"( < Arabic ) not sure about borrowing"
"7268","kwer1261-1-6-1","kwer1261-1",NA,"6",NA,"sita","sita",NA,NA,"6","EAT",NA,"( < Arabic ) not sure about borrowing"
"7269","kwer1261-1-7-1","kwer1261-1",NA,"7",NA,"saba","saba",NA,NA,"7","EAT",NA,"( < Swahili / Arabic )"
"7270","kwer1261-1-7-1","kwer1261-1",NA,"7",NA,"saba","saba",NA,NA,"7","EAT",NA,"( < Swahili / Arabic )"
"7271","kwer1261-1-8-1","kwer1261-1",NA,"8",NA,"nane","nane",NA,NA,"4'+4","EAT",NA,NA
"7272","kwer1261-1-8-1","kwer1261-1",NA,"8",NA,"nane","nane",NA,NA,"4'+4","EAT",NA,NA
"7273","kwer1261-1-9-2","kwer1261-1",NA,"9",NA,"kenda","kenda",NA,NA,"9","EAT",NA,"child inside stomach - ‘ka’ NC12 ‘ĩ’ - inside and ‘nda’ - stomach. see Englebretson&Wa-Ngatho.2015: 43. https://130.60.24.118/gramfinder/p/africa/englebretson_gikuyu2015_o.pdf"
"7274","kwer1261-1-9-2","kwer1261-1",NA,"9",NA,"kenda","kenda",NA,NA,"9","EAT",NA,"child inside stomach - ‘ka’ NC12 ‘ĩ’ - inside and ‘nda’ - stomach. see Englebretson&Wa-Ngatho.2015: 43. https://130.60.24.118/gramfinder/p/africa/englebretson_gikuyu2015_o.pdf"
"7275","kwer1261-1-9-1","kwer1261-1",NA,"9",NA,"tisa","tisa",NA,NA,"9'","EAT",NA,"(< Swahili  / Arabic )"
"7276","kwer1261-1-9-1","kwer1261-1",NA,"9",NA,"tisa","tisa",NA,NA,"9'","EAT",NA,"(< Swahili  / Arabic )"
"7277","kwer1261-1-10-1","kwer1261-1",NA,"10",NA,"kumi","kumi",NA,NA,"10","EAT",NA,NA
"7278","kwer1261-1-10-1","kwer1261-1",NA,"10",NA,"kumi","kumi",NA,NA,"10","EAT",NA,NA
"7279","kwer1261-1-11-1","kwer1261-1",NA,"11",NA,"kumi na -mwe","kumi na -mwe",NA,NA,"10+{+}1","EAT",NA,NA
