"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Glosser","Alternate_gloss","Comment_glosser"
"44","numerals-abid1235-1-four-1","numerals-abid1235-1","Chan2019","four","4","ã́ã̄lā","aala",NA,"FALSE","4","EAT",NA,NA
"45","numerals-abid1235-1-five-1","numerals-abid1235-1","Chan2019","five","5","éēnē","eene",NA,"FALSE","5","EAT",NA,NA
"46","numerals-abid1235-1-six-1","numerals-abid1235-1","Chan2019","six","6","náhʊ̃̀ã̀","nahua",NA,"FALSE","6","EAT",NA,NA
"47","numerals-abid1235-1-seven-1","numerals-abid1235-1","Chan2019","seven","7","nɔ̃́ᵐbʊ̀","nombu",NA,"FALSE","7","EAT",NA,NA
"48","numerals-abid1235-1-eight-1","numerals-abid1235-1","Chan2019","eight","8","nówò","nowo",NA,"FALSE","8","EAT",NA,NA
"49","numerals-abid1235-1-nine-1","numerals-abid1235-1","Chan2019","nine","9","nɛ̃́ᵐbrɛ̀","nembre",NA,"FALSE","9","EAT",NA,NA
"50","numerals-abid1235-1-ten-1","numerals-abid1235-1","Chan2019","ten","10","ń̩díɔ̀","ndio",NA,"FALSE","10","EAT",NA,NA
"51","numerals-abid1235-1-eleven-1","numerals-abid1235-1","Chan2019","eleven","11","ń̩díɔ̀ lʊ́wɪ́ ń̩nɔ̀","ndioluwinno",NA,"FALSE","10+{LIG}1","EAT",NA,NA
"52","numerals-abid1235-1-twelve-1","numerals-abid1235-1","Chan2019","twelve","12","ń̩díɔ̀ ɛ́wɪ́ áānʊ̄","ndioewiaanu",NA,"FALSE","10+{LIG}2","EAT",NA,NA
"53","numerals-abid1235-1-thirteen-1","numerals-abid1235-1","Chan2019","thirteen","13","ń̩díɔ̀ ɛ́wɪ́ ɛ̃́ɛ̃̄tɪ̄","ndioewieeti",NA,"FALSE","10+{LIG}3","EAT",NA,NA
"54","numerals-abid1235-1-fourteen-1","numerals-abid1235-1","Chan2019","fourteen","14","ń̩díɔ̀ ɛ́wɪ́ ã́ã̄lā","ndioewiaala",NA,"FALSE","10+{LIG}4","EAT",NA,NA
"55","numerals-abid1235-1-fifteen-1","numerals-abid1235-1","Chan2019","fifteen","15","ń̩díɔ̀ ɛ́wɪ́ éēnē","ndioewieene",NA,"FALSE","10+{LIG}5","EAT",NA,NA
"56","numerals-abid1235-1-sixteen-1","numerals-abid1235-1","Chan2019","sixteen","16","ń̩díɔ̀ ɛ́wɪ́ náhʊ̃̀ã̀","ndioewinahua",NA,"FALSE","10+{LIG}6","EAT",NA,NA
"57","numerals-abid1235-1-seventeen-1","numerals-abid1235-1","Chan2019","seventeen","17","ń̩díɔ̀ ɛ́wɪ́ nɔ̃́ᵐbʊ̀","ndioewinombu",NA,"FALSE","10+{LIG}7","EAT",NA,NA
"58","numerals-abid1235-1-eighteen-1","numerals-abid1235-1","Chan2019","eighteen","18","ń̩díɔ̀ ɛ́wɪ́ nówò","ndioewinowo",NA,"FALSE","10+{LIG}8","EAT",NA,NA
"59","numerals-abid1235-1-nineteen-1","numerals-abid1235-1","Chan2019","nineteen","19","ń̩díɔ̀ ɛ́wɪ́ nɛ̃́ᵐbrɛ̀","ndioewinembre",NA,"FALSE","10+{LIG}9","EAT",NA,NA
"60","numerals-abid1235-1-twenty-1","numerals-abid1235-1","Chan2019","twenty","20","àbrṹã́ɪ̃́","abruai",NA,"FALSE","10’·2","EAT",NA,NA
"61","numerals-abid1235-1-twentyone-1","numerals-abid1235-1","Chan2019","twentyone","21","àbrṹã́ɪ̃́ lʊ́wɪ́ ń̩nɔ̀","abruailuwinno",NA,"FALSE","(10’·2)+{LIG}1","EAT",NA,NA
"62","numerals-abid1235-1-twentytwo-1","numerals-abid1235-1","Chan2019","twentytwo","22","àbrṹã́ɪ̃́ ɛ́wɪ́ áānʊ̄","abruaiewiaanu",NA,"FALSE","(10’·2)+{LIG}2","EAT",NA,NA
"63","numerals-abid1235-1-twentythree-1","numerals-abid1235-1","Chan2019","twentythree","23","àbrṹã́ɪ̃́ ɛ́wɪ́ ɛ̃́ɛ̃̄tɪ̄","abruaiewieeti",NA,"FALSE","(10’·2)+{LIG}3","EAT",NA,NA
"64","numerals-abid1235-1-twentyfour-1","numerals-abid1235-1","Chan2019","twentyfour","24","àbrṹã́ɪ̃́ ɛ́wɪ́ ã́ã̄lā","abruaiewiaala",NA,"FALSE","(10’·2)+{LIG}4","EAT",NA,NA
"65","numerals-abid1235-1-twentyfive-1","numerals-abid1235-1","Chan2019","twentyfive","25","àbrṹã́ɪ̃́ ɛ́wɪ́ éēnē","abruaiewieene",NA,"FALSE","(10’·2)+{LIG}5","EAT",NA,NA
"66","numerals-abid1235-1-twentysix-1","numerals-abid1235-1","Chan2019","twentysix","26","àbrṹã́ɪ̃́ ɛ́wɪ́ náhʊ̃̀ã̀","abruaiewinahua",NA,"FALSE","(10’·2)+{LIG}6","EAT",NA,NA
"67","numerals-abid1235-1-twentyseven-1","numerals-abid1235-1","Chan2019","twentyseven","27","àbrṹã́ɪ̃́ ɛ́wɪ́ nɔ̃́ᵐbʊ̀","abruaiewinombu",NA,"FALSE","(10’·2)+{LIG}7","EAT",NA,NA
"68","numerals-abid1235-1-twentyeight-1","numerals-abid1235-1","Chan2019","twentyeight","28","àbrṹã́ɪ̃́ ɛ́wɪ́ nówò","abruaiewinowo",NA,"FALSE","(10’·2)+{LIG}8","EAT",NA,NA
"69","numerals-abid1235-1-twentynine-1","numerals-abid1235-1","Chan2019","twentynine","29","àbrṹã́ɪ̃́ ɛ́wɪ́ nɛ̃́ᵐbrɛ̀","abruaiewinembre",NA,"FALSE","(10’·2)+{LIG}9","EAT",NA,NA
"70","numerals-abid1235-1-thirty-1","numerals-abid1235-1","Chan2019","thirty","30","àbrṹã́sã́","abruasa",NA,"FALSE","10'·3","EAT",NA,NA
"71","numerals-abid1235-1-forty-1","numerals-abid1235-1","Chan2019","forty","40","àbrúáná","abruana",NA,"FALSE","10'·4","EAT",NA,NA
"72","numerals-abid1235-1-fifty-1","numerals-abid1235-1","Chan2019","fifty","50","àbrúanú","abruanu",NA,"FALSE","10'·5","EAT",NA,NA
"73","numerals-abid1235-1-sixty-1","numerals-abid1235-1","Chan2019","sixty","60","àbrṹã́sɪ̃́ɛ̃́","abruasie",NA,"FALSE","10'·6","EAT",NA,NA
"74","numerals-abid1235-1-seventy-1","numerals-abid1235-1","Chan2019","seventy","70","àbrṹã́só","abruaso",NA,"FALSE","10’·7","EAT",NA,NA
"75","numerals-abid1235-1-eighty-1","numerals-abid1235-1","Chan2019","eighty","80","ń̩díɔ̀ ń̩díɔ̀ nówò","ndiondionowo",NA,"FALSE","10'·8","EAT",NA,NA
"76","numerals-abid1235-1-ninety-1","numerals-abid1235-1","Chan2019","ninety","90","ń̩díɔ̀ ń̩díɔ̀ nɛ̃́ᵐbrɛ̀","ndiondionembre",NA,"FALSE","10’·9","EAT",NA,NA
"77","numerals-abid1235-1-hundred-1","numerals-abid1235-1","Chan2019","hundred","100","jǎ","ja",NA,"FALSE","100","EAT",NA,NA
"78","numerals-abid1235-1-twohundred-1","numerals-abid1235-1","Chan2019","twohundred","200","jǎ áānʊ̄","jaaanu",NA,"FALSE","100·2","EAT",NA,NA
"79","numerals-abid1235-1-thousand-1","numerals-abid1235-1","Chan2019","thousand","1000","àk͡pɪ̌","akpi",NA,"FALSE","1000","EAT",NA,NA
"80","numerals-abid1235-1-twothousand-1","numerals-abid1235-1","Chan2019","twothousand","2000","àk͡pɪ̌ áānʊ̄","akpiaanu",NA,"FALSE","1000·2","EAT",NA,NA
"81","numerals-acol1236-1-one-1","numerals-acol1236-1","Chan2019","one","1","àcíèl","aciel","","FALSE","1","EAT",NA,NA
"82","numerals-acol1236-1-two-1","numerals-acol1236-1","Chan2019","two","2","àríò","ario","","FALSE","2","EAT",NA,NA
"83","numerals-acol1236-1-three-1","numerals-acol1236-1","Chan2019","three","3","àdék","adek","","FALSE","3","EAT",NA,NA
"84","numerals-acol1236-1-four-1","numerals-acol1236-1","Chan2019","four","4","àŋwɛ̂n","angwen","","FALSE","4","EAT",NA,NA
"85","numerals-acol1236-1-five-1","numerals-acol1236-1","Chan2019","five","5","àbîc","abic","","FALSE","5","EAT",NA,NA
"86","numerals-acol1236-1-six-1","numerals-acol1236-1","Chan2019","six","6","àbícíèl","abiciel","( 5+ 1 )","FALSE","5+1","EAT",NA,NA
"87","numerals-acol1236-1-seven-1","numerals-acol1236-1","Chan2019","seven","7","àbíìrɔ́","abiiro","( 5+ 2 )","FALSE","5+2","EAT",NA,NA
"88","numerals-acol1236-1-eight-1","numerals-acol1236-1","Chan2019","eight","8","àboôrà","aboora","( 5+ 3 )","FALSE","5+3","EAT",NA,NA
"89","numerals-acol1236-1-nine-1","numerals-acol1236-1","Chan2019","nine","9","àbúŋwɛ́n","abungwen","( 5+ 4 )","FALSE","5+4","EAT",NA,NA
"90","numerals-acol1236-1-ten-1","numerals-acol1236-1","Chan2019","ten","10","àpáàr","apaar","","FALSE","10","EAT",NA,NA
"91","numerals-acol1236-1-eleven-1","numerals-acol1236-1","Chan2019","eleven","11","àpáàr wí àcíèl","apaarwiaciel","","FALSE","10+{LIG}1","EAT",NA,NA
"92","numerals-acol1236-1-twelve-1","numerals-acol1236-1","Chan2019","twelve","12","àpáàr wí àríò","apaarwiario","","FALSE","10+{LIG}2","EAT",NA,NA
"93","numerals-acol1236-1-thirteen-1","numerals-acol1236-1","Chan2019","thirteen","13","àpáàr wí àdék","apaarwiadek","","FALSE","10+{LIG}3","EAT",NA,NA
"94","numerals-acol1236-1-fourteen-1","numerals-acol1236-1","Chan2019","fourteen","14","àpáàr wí àŋwɛ̂n","apaarwiangwen","","FALSE","10+{LIG}4","EAT",NA,NA
"95","numerals-acol1236-1-fifteen-1","numerals-acol1236-1","Chan2019","fifteen","15","àpáàr wí àbîc","apaarwiabic","","FALSE","10+{LIG}5","EAT",NA,NA
"96","numerals-acol1236-1-sixteen-1","numerals-acol1236-1","Chan2019","sixteen","16","àpáàr wí àbícíèl","apaarwiabiciel","","FALSE","10+{LIG}5+1","EAT",NA,NA
"97","numerals-acol1236-1-seventeen-1","numerals-acol1236-1","Chan2019","seventeen","17","àpáàr wí àbíìrɔ́","apaarwiabiiro","","FALSE","10+{LIG}5+2","EAT",NA,NA
"98","numerals-acol1236-1-eighteen-1","numerals-acol1236-1","Chan2019","eighteen","18","àpáàr wí àboôrà","apaarwiaboora","","FALSE","10+{LIG}5+3","EAT",NA,NA
"99","numerals-acol1236-1-nineteen-1","numerals-acol1236-1","Chan2019","nineteen","19","àpáàr wí àbúŋwɛ́n","apaarwiabungwen","","FALSE","10+{LIG}5+4","EAT",NA,NA
"100","numerals-acol1236-1-twenty-1","numerals-acol1236-1","Chan2019","twenty","20","píèr àríò","pierario","","FALSE","10·2","EAT",NA,NA
"101","numerals-acol1236-1-twentyone-1","numerals-acol1236-1","Chan2019","twentyone","21","píèr àríò wí àcíèl","pierariowiaciel","","FALSE","(10·2)+{LIG]1","EAT",NA,NA
"102","numerals-acol1236-1-thirty-1","numerals-acol1236-1","Chan2019","thirty","30","píèr àdék","pieradek","","FALSE","10·3","EAT",NA,NA
"103","numerals-acol1236-1-forty-1","numerals-acol1236-1","Chan2019","forty","40","píèr àŋwɛ̂n","pierangwen","","FALSE","10·4","EAT",NA,NA
"104","numerals-acol1236-1-fifty-1","numerals-acol1236-1","Chan2019","fifty","50","píèr àbîc","pierabic","","FALSE","10·5","EAT",NA,NA
"105","numerals-acol1236-1-sixty-1","numerals-acol1236-1","Chan2019","sixty","60","píèr àbícíèl","pierabiciel","","FALSE","10·(5+1)","EAT",NA,NA
"106","numerals-acol1236-1-seventy-1","numerals-acol1236-1","Chan2019","seventy","70","píèr àbíìrɔ́","pierabiiro","","FALSE","10·(5+2)","EAT",NA,NA
"107","numerals-acol1236-1-eighty-1","numerals-acol1236-1","Chan2019","eighty","80","píèr àboôrà","pieraboora","","FALSE","10·(5+3)","EAT",NA,NA
"108","numerals-acol1236-1-ninety-1","numerals-acol1236-1","Chan2019","ninety","90","píèr àbúŋwɛ́n","pierabungwen","","FALSE","10·(5+4)","EAT",NA,NA
"109","numerals-acol1236-1-hundred-1","numerals-acol1236-1","Chan2019","hundred","100","míyá","miya","( < Swahili / Arabic )","TRUE","100","EAT",NA,NA
"110","numerals-acol1236-1-twohundred-1","numerals-acol1236-1","Chan2019","twohundred","200","míyá àríò","miyaario","","FALSE","100·2","EAT",NA,NA
"111","numerals-acol1236-1-thousand-1","numerals-acol1236-1","Chan2019","thousand","1000","élípàcíèl","elipaciel","( < Swahili / Arabic )","TRUE","1000·1","EAT",NA,NA
"112","numerals-akum1238-1-one-1","numerals-akum1238-1","Chan2019","one","1","ájì","aji","","FALSE","1","EAT",NA,NA
"113","numerals-akum1238-1-two-1","numerals-akum1238-1","Chan2019","two","2","afã̀","afa","","FALSE","2","EAT",NA,NA
"114","numerals-akum1238-1-three-1","numerals-akum1238-1","Chan2019","three","3","ata","ata","","FALSE","3","EAT",NA,NA
"115","numerals-akum1238-1-four-1","numerals-akum1238-1","Chan2019","four","4","aɲɪ̀","ani","","FALSE","4","EAT",NA,NA
"116","numerals-akum1238-1-five-1","numerals-akum1238-1","Chan2019","five","5","acóŋ","acong","","FALSE","5","EAT",NA,NA
"117","numerals-akum1238-1-six-1","numerals-akum1238-1","Chan2019","six","6","acóŋ jì","acongji","( 5+ 1 )","FALSE","5+1","EAT",NA,NA
"118","numerals-akum1238-1-seven-1","numerals-akum1238-1","Chan2019","seven","7","acóŋ afã̀","acongafa","( 5+ 2 )","FALSE","5+2","EAT",NA,NA
"119","numerals-akum1238-1-eight-1","numerals-akum1238-1","Chan2019","eight","8","acóŋ ata","acongata","( 5+ 3 )","FALSE","5+3","EAT",NA,NA
"120","numerals-akum1238-1-nine-1","numerals-akum1238-1","Chan2019","nine","9","acóŋ ɲì","acongni","( 5+ 4 )","FALSE","5+4","EAT",NA,NA
"121","numerals-akum1238-1-ten-1","numerals-akum1238-1","Chan2019","ten","10","īkùr","ikur","(ù)","FALSE","10","EAT",NA,NA
"122","numerals-akum1238-1-eleven-1","numerals-akum1238-1","Chan2019","eleven","11","īkùr ka ájì","ikurkaaji","","FALSE","10+{LIG}1","EAT",NA,NA
"123","numerals-akum1238-1-twelve-1","numerals-akum1238-1","Chan2019","twelve","12","īkùr ka afã̀","ikurkaafa","","FALSE","10+{LIG}2","EAT",NA,NA
"124","numerals-akum1238-1-nineteen-1","numerals-akum1238-1","Chan2019","nineteen","19","īkùr ka acóŋ aɲì","ikurkaacongani","","FALSE","10+{LIG}3","EAT",NA,NA
"125","numerals-akum1238-1-twenty-1","numerals-akum1238-1","Chan2019","twenty","20","akam","akam","","FALSE","20","EAT",NA,NA
"126","numerals-akum1238-1-twentyone-1","numerals-akum1238-1","Chan2019","twentyone","21","ikam ka ájì","ikamkaaji","","FALSE","20+{LIG]1","EAT",NA,NA
"127","numerals-akum1238-1-thirty-1","numerals-akum1238-1","Chan2019","thirty","30","ikam ka ikùr","ikamkaikur","","FALSE","20+{LIG]10","EAT",NA,NA
"128","numerals-akum1238-1-forty-1","numerals-akum1238-1","Chan2019","forty","40","akam afã̀","akamafa","","FALSE","20·2","EAT",NA,NA
"129","numerals-akum1238-1-fifty-1","numerals-akum1238-1","Chan2019","fifty","50","akam afã̀ ikùr","akamafaikur","","FALSE","(20·2)+{LIG]10","EAT",NA,NA
"130","numerals-akum1238-1-seventy-1","numerals-akum1238-1","Chan2019","seventy","70","akam ata ka ikùr","akamatakaikur","","FALSE","(20·3)+{LIG]10","EAT",NA,NA
"131","numerals-akum1238-1-ninety-1","numerals-akum1238-1","Chan2019","ninety","90","akam aɲì ka ikùr","akamanikaikur","","FALSE","(20·4)+{LIG]10","EAT",NA,NA
"132","numerals-baba1266-1-one-1","numerals-baba1266-1","Chan2019","one","1","mùʔ","mu","","FALSE","1","EAT",NA,NA
"133","numerals-baba1266-1-two-1","numerals-baba1266-1","Chan2019","two","2","bò","bo","","FALSE","2","EAT",NA,NA
"134","numerals-baba1266-1-three-1","numerals-baba1266-1","Chan2019","three","3","táʔ","ta","","FALSE","3","EAT",NA,NA
"135","numerals-baba1266-1-four-1","numerals-baba1266-1","Chan2019","four","4","kàʔ","ka","","FALSE","4","EAT",NA,NA
"136","numerals-baba1266-1-five-1","numerals-baba1266-1","Chan2019","five","5","tàn","tan","","FALSE","5","EAT",NA,NA
"137","numerals-baba1266-1-six-1","numerals-baba1266-1","Chan2019","six","6","ǹtʉ̀fə́","ntufa","","FALSE","6","EAT",NA,NA
"138","numerals-baba1266-1-seven-1","numerals-baba1266-1","Chan2019","seven","7","sòmbô","sombo","","FALSE","7","EAT",NA,NA
"139","numerals-baba1266-1-eight-1","numerals-baba1266-1","Chan2019","eight","8","fwòmə́","fwoma","","FALSE","8","EAT",NA,NA
"140","numerals-baba1266-1-nine-1","numerals-baba1266-1","Chan2019","nine","9","àbʉ̀múʔ","abumu","( 10 - 1)","FALSE","[10]{LIG}-1","EAT",NA,NA
"141","numerals-baba1266-1-ten-1","numerals-baba1266-1","Chan2019","ten","10","wúm","wum","","FALSE","10","EAT",NA,NA
"142","numerals-baba1266-1-eleven-1","numerals-baba1266-1","Chan2019","eleven","11","ǹdʒù mùʔ","ndzumu","","FALSE","{LIG}[10]+1","EAT",NA,NA
"143","numerals-baba1266-1-twelve-1","numerals-baba1266-1","Chan2019","twelve","12","ǹdʒùsə̀ bò","ndzusabo","","FALSE","{LIG}[10]+{LIG]2","EAT",NA,NA
"144","numerals-baba1266-1-thirteen-1","numerals-baba1266-1","Chan2019","thirteen","13","ǹdʒùsə̀ táʔ","ndzusata","","FALSE","{LIG}[10]+{LIG]3","EAT",NA,NA
"145","numerals-baba1266-1-fourteen-1","numerals-baba1266-1","Chan2019","fourteen","14","ǹdʒùsə̀ kàʔ","ndzusaka","","FALSE","{LIG}[10]+{LIG]4","EAT",NA,NA
"146","numerals-baba1266-1-fifteen-1","numerals-baba1266-1","Chan2019","fifteen","15","ǹdʒùsə̀ tàn","ndzusatan","","FALSE","{LIG}[10]+{LIG]5","EAT",NA,NA
"147","numerals-baba1266-1-sixteen-1","numerals-baba1266-1","Chan2019","sixteen","16","ǹdʒùsə̀ ńtʉ́fə́","ndzusantufa","","FALSE","{LIG}[10]+{LIG]6","EAT",NA,NA
"148","numerals-baba1266-1-seventeen-1","numerals-baba1266-1","Chan2019","seventeen","17","ǹdʒùsə̀ sómbô","ndzusasombo","","FALSE","{LIG}[10]+{LIG]7","EAT",NA,NA
"149","numerals-baba1266-1-eighteen-1","numerals-baba1266-1","Chan2019","eighteen","18","ǹdʒùsə̀ fwómə́","ndzusafwoma","","FALSE","{LIG}[10]+{LIG]8","EAT",NA,NA
"150","numerals-baba1266-1-nineteen-1","numerals-baba1266-1","Chan2019","nineteen","19","ǹdʒùsə̀ bʉ̀múʔ","ndzusabumu","","FALSE","10+([10]{LIG}-1)","EAT",NA,NA
"151","numerals-baba1266-1-twenty-1","numerals-baba1266-1","Chan2019","twenty","20","mə̀wúm mə̀ bò","mawummabo","","FALSE","10·2","EAT",NA,NA
"152","numerals-baba1266-1-twentyone-1","numerals-baba1266-1","Chan2019","twentyone","21","ǹdʒù mùʔ á mə̀wúm mə̀ bò","ndzumuamawummabo","","FALSE","{LIG}1+(10·2)","EAT",NA,NA
"153","numerals-baba1266-1-twentytwo-1","numerals-baba1266-1","Chan2019","twentytwo","22","ǹdʒùsə̀ bò á mə̀wúm mə̀ bò","ndzusaboamawummabo","","FALSE","{LIG}2+(10·2)","EAT",NA,NA
"154","numerals-baba1266-1-twentythree-1","numerals-baba1266-1","Chan2019","twentythree","23","ǹdʒùsə̀ táʔ á mə̀wúm mə̀ bò","ndzusataamawummabo","","FALSE","{LIG}3+(10·2)","EAT",NA,NA
