Glottocode,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
yand1257,numerals-yand1257-1-two-1,numerals-yand1257-1,Chan2019,two,2,nɔ́ː,no,NA,FALSE,2,NA,NA
yand1257,numerals-yand1257-1-two-2,numerals-yand1257-1,Chan2019,two,2,nó,no,NA,FALSE,2,NA,NA
yand1257,numerals-yand1257-1-three-1,numerals-yand1257-1,Chan2019,three,3,táːndù,tandu,NA,FALSE,3,NA,NA
yand1257,numerals-yand1257-1-four-1,numerals-yand1257-1,Chan2019,four,4,cɛ́zɔ̀,cezo,NA,FALSE,4,NA,NA
yand1257,numerals-yand1257-1-five-1,numerals-yand1257-1,Chan2019,five,5,nûm,num,NA,FALSE,5,NA,NA
yand1257,numerals-yand1257-1-six-1,numerals-yand1257-1,Chan2019,six,6,kúlé,kule,NA,FALSE,6,NA,NA
yand1257,numerals-yand1257-1-seven-1,numerals-yand1257-1,Chan2019,seven,7,swɛ́ː,swe,NA,FALSE,7,NA,NA
yand1257,numerals-yand1257-1-eight-1,numerals-yand1257-1,Chan2019,eight,8,sáːɡè,sage,NA,FALSE,8,NA,NA
yand1257,numerals-yand1257-1-nine-1,numerals-yand1257-1,Chan2019,nine,9,twâː,twa,NA,FALSE,9,NA,NA
yand1257,numerals-yand1257-1-ten-1,numerals-yand1257-1,Chan2019,ten,10,píyél,piyel,NA,FALSE,10,NA,NA
yand1257,numerals-yand1257-1-eleven-1,numerals-yand1257-1,Chan2019,eleven,11,píyél tùmá:-sì,piyeltumasi,NA,FALSE,10+1{LIG},"LIG=more than, more",NA
yand1257,numerals-yand1257-1-twelve-1,numerals-yand1257-1,Chan2019,twelve,12,píyél nɔ́ː-sì,piyelnosi,NA,FALSE,10+2{LIG},NA,NA
yand1257,numerals-yand1257-1-thirteen-1,numerals-yand1257-1,Chan2019,thirteen,13,píyél táːndù-sì,piyeltandusi,NA,FALSE,10+3{LIG},NA,NA
yand1257,numerals-yand1257-1-fourteen-1,numerals-yand1257-1,Chan2019,fourteen,14,píyél cɛ́zɔ̀-sì,piyelcezosi,NA,FALSE,10+4{LIG},NA,NA
yand1257,numerals-yand1257-1-fifteen-1,numerals-yand1257-1,Chan2019,fifteen,15,píyé-m̀-sì,piyemsi,< píyél nùm-sì,FALSE,10+5{LIG},NA,NA
yand1257,numerals-yand1257-1-sixteen-1,numerals-yand1257-1,Chan2019,sixteen,16,píyél kúlé-sì,piyelkulesi,NA,FALSE,10+6{LIG},NA,NA
yand1257,numerals-yand1257-1-seventeen-1,numerals-yand1257-1,Chan2019,seventeen,17,píyél swɛ́ː-sì,piyelswesi,NA,FALSE,10+7{LIG},NA,NA
yand1257,numerals-yand1257-1-eighteen-1,numerals-yand1257-1,Chan2019,eighteen,18,píyél sáːɡè-sì,piyelsagesi,NA,FALSE,10+8{LIG},NA,NA
yand1257,numerals-yand1257-1-nineteen-1,numerals-yand1257-1,Chan2019,nineteen,19,píyél twâː-sì,piyeltwasi,NA,FALSE,10+9{LIG},NA,NA
yand1257,numerals-yand1257-1-twenty-1,numerals-yand1257-1,Chan2019,twenty,20,pɔ̀ː-nɔ́ː,pono,NA,FALSE,10'·2,NA,NA
yand1257,numerals-yand1257-1-twenty-2,numerals-yand1257-1,Chan2019,twenty,20,pɔ̀ːnóː,pono,NA,FALSE,10'·2,NA,NA
yand1257,numerals-yand1257-1-twentyone-1,numerals-yand1257-1,Chan2019,twentyone,21,pɔ̀ː-nóː tùmá: -sîː,ponotumasi,??,FALSE,(10’·2)+1{LIG},NA,NA
yand1257,numerals-yand1257-1-twentytwo-1,numerals-yand1257-1,Chan2019,twentytwo,22,pɔ̀ː-nóː nɔ́ː -sîː,pononosi,NA,FALSE,(10’·2)+2{LIG},NA,NA
yand1257,numerals-yand1257-1-twentythree-1,numerals-yand1257-1,Chan2019,twentythree,23,pɔ̀ː-nóː táːndù -sîː,ponotandusi,NA,FALSE,(10’·2)+3{LIG},NA,NA
yand1257,numerals-yand1257-1-twentyfour-1,numerals-yand1257-1,Chan2019,twentyfour,24,pɔ̀ː-nóː cɛ́zɔ̀ -sîː,ponocezosi,NA,FALSE,(10’·2)+4{LIG},NA,NA
yand1257,numerals-yand1257-1-twentyfive-1,numerals-yand1257-1,Chan2019,twentyfive,25,pɔ̀ː-nóː nûm -sîː,pononumsi,NA,FALSE,(10’·2)+5{LIG},NA,NA
yand1257,numerals-yand1257-1-twentysix-1,numerals-yand1257-1,Chan2019,twentysix,26,pɔ̀ː-nóː kúlé -sîː,ponokulesi,NA,FALSE,(10’·2)+6{LIG},NA,NA
yand1257,numerals-yand1257-1-twentyseven-1,numerals-yand1257-1,Chan2019,twentyseven,27,pɔ̀ː-nóː swɛ́ː-sîː,ponoswesi,NA,FALSE,(10’·2)+7{LIG},NA,NA
yand1257,numerals-yand1257-1-twentyeight-1,numerals-yand1257-1,Chan2019,twentyeight,28,pɔ̀ː-nóː sáːɡè -sîː,ponosagesi,NA,FALSE,(10’·2)+8{LIG},NA,NA
yand1257,numerals-yand1257-1-twentynine-1,numerals-yand1257-1,Chan2019,twentynine,29,pɔ̀ː-nóː twàː -sîː,ponotwasi,NA,FALSE,(10’·2)+9{LIG},NA,NA
yand1257,numerals-yand1257-1-thirty-1,numerals-yand1257-1,Chan2019,thirty,30,pɔ̀ː-táːndù,potandu,NA,FALSE,10'·3,NA,NA
yand1257,numerals-yand1257-1-forty-1,numerals-yand1257-1,Chan2019,forty,40,pɔ̀ː-cɛ́zɔ̀,pocezo,NA,FALSE,10’·4,NA,NA
yand1257,numerals-yand1257-1-fifty-1,numerals-yand1257-1,Chan2019,fifty,50,pɔ̀ː-nûm,ponum,NA,FALSE,10’·5,NA,NA
yand1257,numerals-yand1257-1-sixty-1,numerals-yand1257-1,Chan2019,sixty,60,pɔ̀lɔ̀-kúlé,polokule,NA,FALSE,10'·6,NA,NA
yand1257,numerals-yand1257-1-seventy-1,numerals-yand1257-1,Chan2019,seventy,70,pɔ̀lɔ̀-swɛ́ː,poloswe,NA,FALSE,10'·7,NA,NA
yand1257,numerals-yand1257-1-eighty-1,numerals-yand1257-1,Chan2019,eighty,80,pɔ̀lɔ̀-sáːɡè,polosage,NA,FALSE,10’·8,NA,NA
yand1257,numerals-yand1257-1-eighty-2,numerals-yand1257-1,Chan2019,eighty,80,sìŋ,sing,NA,FALSE,80,NA,NA
yand1257,numerals-yand1257-1-ninety-1,numerals-yand1257-1,Chan2019,ninety,90,pɔ̀lɔ̀-twâː,polotwa,NA,FALSE,10’·9,NA,NA
yand1257,numerals-yand1257-1-ninety-2,numerals-yand1257-1,Chan2019,ninety,90,sìŋ mí yè-píyél,singmiyepiyel,NA,FALSE,80+{LIG’}10,NA,NA
yand1257,numerals-yand1257-1-hundred-1,numerals-yand1257-1,Chan2019,hundred,100,tɛ́ːmɛ̀dɛ̀rɛ̀,temedere,( < Fulfulde ),TRUE,100,NA,NA
yand1257,numerals-yand1257-1-twohundred-1,numerals-yand1257-1,Chan2019,twohundred,200,tɛ́ːmɛ̀dɛ̀rɛ̀ nɔ́ː,temedereno,??,FALSE,100·2,NA,NA
yand1257,numerals-yand1257-1-thousand-1,numerals-yand1257-1,Chan2019,thousand,1000,mùzò,muzo,NA,FALSE,1000,NA,NA
yand1257,numerals-yand1257-1-twothousand-1,numerals-yand1257-1,Chan2019,twothousand,2000,mùzò nɔ́ː,muzono,??,FALSE,1000·2,NA,NA
