Language_ID	Language_Name	Family	Glottocode	Base	Base_subsystem	Annotator	Comment
numerals-mbel1240-1	Mbelime, Benin	Atlantic-Congo	mbel1240	decimal		Enock Appiah Tieku	NA
numerals-mber1257-1	Mbere (Mbete), Gabon, Congo	Atlantic-Congo	mber1257	? AND decimal		Enock Appiah Tieku	NA
numerals-mbok1243-1	Mboko (Ngare), Congo	Atlantic-Congo	mbok1243	decimal		Enock Appiah Tieku	NA
numerals-mbos1242-1	Mbosi (Bonji dialect), Congo	Atlantic-Congo	mbos1242	decimal		Enock Appiah Tieku	NA
numerals-mbow1246-1	Mbowe, Zambia	Atlantic-Congo	mbow1246	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mbug1242-1	Mbugwe, Tanzania	Atlantic-Congo	mbug1242	decimal		Enock Appiah Tieku	NA
numerals-mbuk1240-1	Mbukushu, Namibia, Botswana	Atlantic-Congo	mbuk1240	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mbul1258-1	Mbulungish (Baga-Foré), Guinea	Atlantic-Congo	mbul1258	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mbul1260-1	Mbula-Bwazaa, Nigeria	Atlantic-Congo	mbul1260	quinary AND decimal AND trigesimal		Enock Appiah Tieku	NA
numerals-mbul1262-1	Mbule (Dumbule), Cameroon	Atlantic-Congo	mbul1262	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-mbum1254-1	Mbum, Cameroon, CAR	Atlantic-Congo	mbum1254	decimal		Enock Appiah Tieku	NA
numerals-mbun1249-1	Mbunda, Zambia, Angola	Atlantic-Congo	mbun1249	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mbuu1238-1	Ajumbu, Cameroon	Atlantic-Congo	mbuu1238	decimal		Enock Appiah Tieku	NA
numerals-medu1238-1	Medumba, Cameroon	Atlantic-Congo	medu1238	decimal		Enock Appiah Tieku	NA
numerals-medu1238-2	Medumba, Cameroon	Atlantic-Congo	medu1238	decimal		Enock Appiah Tieku	NA
numerals-mend1261-1	Mendankwe-Nkwen, Cameroon	Atlantic-Congo	mend1261	decimal		Enock Appiah Tieku	NA
numerals-meng1263-1	Mengisa, Cameroon	Atlantic-Congo	meng1263	? AND decimal		Enock Appiah Tieku	NA
numerals-meng1264-1	Mengaka (Megaka), Cameroon	Atlantic-Congo	meng1264	decimal		Enock Appiah Tieku	NA
numerals-meru1245-1	Meru (Kimeru), Kenya	Atlantic-Congo	meru1245	? AND decimal		Enock Appiah Tieku	NA
numerals-meru1245-2	Meru (Kimeru), Kenya	Atlantic-Congo	meru1245	? AND decimal		Enock Appiah Tieku	NA
numerals-mfum1238-1	Mfumte (Koffa), Cameroon	Atlantic-Congo	mfum1238	decimal		Enock Appiah Tieku	NA
numerals-miyo1238-1	Miyobe (Sola), Benin, Togo	Atlantic-Congo	miyo1238	decimal AND quinquagesimal		Enock Appiah Tieku	NA
numerals-mmaa1238-1	Numaala (Mmaala), Cameroon	Atlantic-Congo	mmaa1238	vigesimal		Enock Appiah Tieku	NA
numerals-mmen1238-1	Mmen, Cameroon	Atlantic-Congo	mmen1238	? AND decimal		Enock Appiah Tieku	NA
numerals-moba1244-1	Moba, Togo, Burkina Faso	Atlantic-Congo	moba1244	decimal		Enock Appiah Tieku	NA
numerals-moch1256-1	Mochi (Kimochi), Tanzania	Atlantic-Congo	moch1256	? AND decimal		Enock Appiah Tieku	NA
numerals-mogh1246-1	Moghamo, Cameroon	Atlantic-Congo	mogh1246	decimal		Enock Appiah Tieku	NA
numerals-momj1237-1	Mom Jango, Nigeria, Cameroon	Atlantic-Congo	momj1237	vigesimal		Enock Appiah Tieku	NA
numerals-mong1338-1	Mongo-Nkundu, DR of the Congo	Atlantic-Congo	mong1338	decimal		Enock Appiah Tieku	NA
numerals-mono1270-1	Mono, DR of the Congo	Atlantic-Congo	mono1270	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-mono1270-2	Mono, DR of the Congo	Atlantic-Congo	mono1270	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-monz1249-1	Monzombo, CAR, Congo	Atlantic-Congo	monz1249	decimal		Enock Appiah Tieku	NA
numerals-moss1236-1	Mòoré, Burkina Faso, Togo, Mali	Atlantic-Congo	moss1236	decimal		Enock Appiah Tieku	NA
numerals-mpie1238-1	Mpyemo, CAR, Cameroon	Atlantic-Congo	mpie1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mpie1238-2	Mpyemo, CAR, Cameroon	Atlantic-Congo	mpie1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mpon1254-1	Mpumpong, Cameroon	Atlantic-Congo	mpon1254	quinary AND decimal		Enock Appiah Tieku	NA
numerals-mpuo1241-2	Mbuun, DR of the Congo	Atlantic-Congo	mpuo1241	? AND decimal		Enock Appiah Tieku	NA
numerals-mund1325-1	Mundang, Chad, Cameroon	Atlantic-Congo	mund1325	decimal		Enock Appiah Tieku	NA
numerals-mund1325-2	Mundang, Chad, Cameroon	Atlantic-Congo	mund1325	decimal		Enock Appiah Tieku	NA
numerals-mund1326-1	Mündü, Sudan	Atlantic-Congo	mund1326	decimal		Enock Appiah Tieku	NA
numerals-mund1327-1	Mundani, Cameroon	Atlantic-Congo	mund1327	decimal		Enock Appiah Tieku	NA
numerals-mund1328-1	Mundabli, Cameroon	Atlantic-Congo	mund1328	decimal		Enock Appiah Tieku	NA
numerals-mung1266-1	Mungaka (Bali), Cameroon	Atlantic-Congo	mung1266	decimal		Enock Appiah Tieku	NA
numerals-mush1238-1	Mushunguli, Somalia	Atlantic-Congo	mush1238	decimal?		Enock Appiah Tieku	NA
numerals-myen1241-1	Myene (òɾúŋɡú), Gabon	Atlantic-Congo	myen1241	? AND decimal		Enock Appiah Tieku	NA
numerals-myen1241-2	Myene (Mpongwe), Gabon	Atlantic-Congo	myen1241	? AND decimal		Enock Appiah Tieku	NA
numerals-nafa1258-1	Nafaanra Senoufo, Ghana	Atlantic-Congo	nafa1258	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-naki1238-1	Naki, Cameroon	Atlantic-Congo	naki1238	? AND decimal		Enock Appiah Tieku	NA
numerals-nalu1240-1	Nalu, Guinea	Atlantic-Congo	nalu1240	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nalu1240-2	Nalu, Guinea	Atlantic-Congo	nalu1240	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nand1264-1	(ki)Nande, DR of the Congo	Atlantic-Congo	nand1264	decimal		Enock Appiah Tieku	NA
numerals-nate1242-1	Nateni, Benin	Atlantic-Congo	nate1242	decimal		Enock Appiah Tieku	NA
numerals-nate1242-2	Nateni, Benin	Atlantic-Congo	nate1242	decimal		Enock Appiah Tieku	NA
numerals-nawd1238-1	Nawdm, Togo, Ghana	Atlantic-Congo	nawd1238	decimal		Enock Appiah Tieku	NA
numerals-nawu1242-1	Nawuri, Ghana	Atlantic-Congo	nawu1242	? AND decimal		Enock Appiah Tieku	NA
numerals-ndal1241-1	Ndali, Malawi, Tanzania	Atlantic-Congo	ndal1241	quinary AND decimal		Enock Appiah Tieku	NA
numerals-ndam1239-1	Ndamba (Chindamba), Tanzania	Atlantic-Congo	ndam1239	decimal?		Enock Appiah Tieku	NA
numerals-ndan1241-1	Nda'nda', Cameroon	Atlantic-Congo	ndan1241	? AND decimal		Enock Appiah Tieku	NA
numerals-ndas1238-1	Ndasa, Congo, Gabon	Atlantic-Congo	ndas1238	decimal		Enock Appiah Tieku	NA
numerals-ndem1249-1	Ndemli, Cameroon	Atlantic-Congo	ndem1249	decimal		Enock Appiah Tieku	NA
numerals-nden1249-1	Ndendeule, Tanzania	Atlantic-Congo	nden1249	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nden1250-1	Nde-Ndele-Nta, Nigeria	Atlantic-Congo	nden1250	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ndog1248-1	Ndogo, Sudan	Atlantic-Congo	ndog1248	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ndoo1241-1	Ndoola (Doori), Nigeria, Cameroon	Atlantic-Congo	ndoo1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ndoo1241-2	Ndoola (Doori), Nigeria, Cameroon	Atlantic-Congo	ndoo1241	quinary AND ?		Enock Appiah Tieku	NA
numerals-ndum1239-1	Ndumu, Gabon	Atlantic-Congo	ndum1239	decimal		Enock Appiah Tieku	NA
numerals-ndut1239-1	Ndut, Senegal	Atlantic-Congo	ndut1239	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ngam1267-1	Ngamambo, Cameroon	Atlantic-Congo	ngam1267	decimal		Enock Appiah Tieku	NA
numerals-ngam1267-2	Ngamambo, Cameroon	Atlantic-Congo	ngam1267	decimal		Enock Appiah Tieku	NA
numerals-ngan1299-1	Ngangam, Togo, Benin	Atlantic-Congo	ngan1299	decimal		Enock Appiah Tieku	NA
numerals-ngan1299-2	Ngangam, Togo, Benin	Atlantic-Congo	ngan1299	decimal		Enock Appiah Tieku	NA
numerals-ngaz1238-1	Ngazidja Comorian, Comoros	Atlantic-Congo	ngaz1238	decimal		Enock Appiah Tieku	NA
numerals-ngba1284-1	Ngabaka Ma'bo, CAR, Congo	Atlantic-Congo	ngba1284	? AND decimal		Enock Appiah Tieku	NA
numerals-ngba1285-1	Ngabaka, Congo, DR of the Congo	Atlantic-Congo	ngba1285	? AND decimal		Enock Appiah Tieku	NA
numerals-ngel1238-1	Ngelima, Tshopo Province, Basoko Territory, DR of the Congo	Atlantic-Congo	ngel1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-ngie1241-1	Ngiemboon, Cameroon	Atlantic-Congo	ngie1241	? AND decimal		Enock Appiah Tieku	NA
numerals-ngie1242-1	Ngie, Cameroon	Atlantic-Congo	ngie1242	? AND decimal		Enock Appiah Tieku	NA
numerals-ngie1242-2	Ngie, Cameroon	Atlantic-Congo	ngie1242	? AND decimal		Enock Appiah Tieku	NA
numerals-ngom1270-1	Ngom, Gabon, Congo	Atlantic-Congo	ngom1270	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ngom1271-1	Ngombale, Cameroon	Atlantic-Congo	ngom1271	? AND decimal		Enock Appiah Tieku	NA
numerals-ngom1272-1	Ngomba, Cameroon	Atlantic-Congo	ngom1272	decimal		Enock Appiah Tieku	NA
numerals-ngon1267-1	Nɡonɡo, DR of the Congo	Atlantic-Congo	ngon1267	? AND decimal		Enock Appiah Tieku	NA
numerals-ngon1269-1	Chingoni, Tanzania, Mozambique	Atlantic-Congo	ngon1269	quinary AND decimal		Enock Appiah Tieku	NA
numerals-ngon1269-2	Chingoni, Tanzania, Mozambique	Atlantic-Congo	ngon1269	quinary AND ?		Enock Appiah Tieku	NA
numerals-ngul1247-1	Ngwi, Kwilu Prov., DR of the Congo	Atlantic-Congo	ngul1247	decimal		Enock Appiah Tieku	NA
numerals-ngul1247-2	Ngul, Kwilu, DR of the Congo	Atlantic-Congo	ngul1247	decimal		Enock Appiah Tieku	NA
numerals-ngun1272-1	Ngungwel, Congo	Atlantic-Congo	ngun1272	decimal		Enock Appiah Tieku	NA
numerals-ngun1272-2	Ngungwel, Congo	Atlantic-Congo	ngun1272	decimal		Enock Appiah Tieku	NA
numerals-ngur1263-1	Ngoreme (Ngurimi), Tanzania	Atlantic-Congo	ngur1263	decimal		Enock Appiah Tieku	NA
numerals-ngwe1238-1	Ngwe, Cameroon	Atlantic-Congo	ngwe1238	vigesimal		Enock Appiah Tieku	NA
numerals-nige1255-1	Len Mambila, Tabara State, Nigeria	Atlantic-Congo	nige1255	decimal		Enock Appiah Tieku	NA
numerals-nige1255-2	Nigerian Mambila, Nigeria	Atlantic-Congo	nige1255	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-nila1242-1	Nilamba, Tanzania	Atlantic-Congo	nila1242	decimal		Enock Appiah Tieku	NA
numerals-ninz1246-1	Ninzo, Kaduna State, Nigeria	Atlantic-Congo	ninz1246	decimal		Enock Appiah Tieku	NA
numerals-njeb1242-1	Njebi (Njabi), Gabon, Congo	Atlantic-Congo	njeb1242	decimal		Enock Appiah Tieku	NA
numerals-nkem1242-1	Nkem-Nkum (Nkim), Nigeria	Atlantic-Congo	nkem1242	vigesimal		Enock Appiah Tieku	NA
numerals-nkhu1238-1	Nkumbi, Angola	Atlantic-Congo	nkhu1238	decimal		Enock Appiah Tieku	NA
numerals-nkon1248-1	Nkonya, Ghana	Atlantic-Congo	nkon1248	decimal		Enock Appiah Tieku	NA
numerals-nkoy1244-1	Nkoya, Zambia	Atlantic-Congo	nkoy1244	quinary AND decimal		Enock Appiah Tieku	NA
numerals-noma1260-1	Nomaande, Cameroon	Atlantic-Congo	noma1260	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-noon1242-1	Noon, Senegal	Atlantic-Congo	noon1242	quinary AND decimal		Enock Appiah Tieku	NA
numerals-noon1243-1	Noone (Noni), Cameroon	Atlantic-Congo	noon1243	? AND decimal		Enock Appiah Tieku	NA
numerals-nort2770-1	North Fali, Cameroon	Atlantic-Congo	nort2770	? AND decimal		Enock Appiah Tieku	NA
numerals-nort2774-1	Northern Ngbandi, DR of the Congo	Atlantic-Congo	nort2774	? AND decimal		Enock Appiah Tieku	NA
numerals-nort2775-1	Northwest Gbaya, Cameroon, CAR	Atlantic-Congo	nort2775	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nort2780-1	Northern Dagaara, Burkina Faso	Atlantic-Congo	nort2780	? AND vigesimal		Enock Appiah Tieku	NA
numerals-nort2784-1	Northern Nuni, Burkina Faso	Atlantic-Congo	nort2784	decimal		Enock Appiah Tieku	NA
numerals-nort2787-2	Northern Toussian, Burkina Faso	Atlantic-Congo	nort2787	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-notr1240-1	Notre, Benin	Atlantic-Congo	notr1240	decimal		Enock Appiah Tieku	NA
numerals-nsen1242-1	Nsenga, Malawi, Zambia	Atlantic-Congo	nsen1242	quinary AND decimal		Enock Appiah Tieku	NA
numerals-ntch1242-1	Ntcham, Togo, Ghana	Atlantic-Congo	ntch1242	mixed		Enock Appiah Tieku	NA
numerals-nuba1241-1	Nubaca (Baca), Cameroon	Atlantic-Congo	nuba1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-nucl1240-1	Mumuye, Nigeria	Atlantic-Congo	nucl1240	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-nucl1347-1	Wolof, Senegal	Atlantic-Congo	nucl1347	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nucl1379-1	Kinga, Njombe region, Tanzania	Atlantic-Congo	nucl1379	? AND decimal		Enock Appiah Tieku	NA
numerals-nucl1410-1	Befang, Cameroon	Atlantic-Congo	nucl1410	? AND decimal		Enock Appiah Tieku	NA
numerals-nucl1417-1	Igbo, Nigeria	Atlantic-Congo	nucl1417	? AND decimal		Enock Appiah Tieku	NA
numerals-nucl1417-2	Échiè Igbo, Nigeria	Atlantic-Congo	nucl1417	vigesimal		Enock Appiah Tieku	NA
numerals-nucl1417-3	Igbo, Nigeria	Atlantic-Congo	nucl1417	decimal		Enock Appiah Tieku	NA
numerals-nugu1242-1	Nugunu (Yambasa), Cameroon	Atlantic-Congo	nugu1242	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-nupe1254-1	Nupe, Nigeria	Atlantic-Congo	nupe1254	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-nyak1260-1	Nyakyusa, Tanzania, Malawi	Atlantic-Congo	nyak1260	? AND decimal		Enock Appiah Tieku	NA
numerals-nyal1250-1	Nyali, DR of the Congo	Atlantic-Congo	nyal1250	? AND decimal		Enock Appiah Tieku	NA
numerals-nyam1275-1	Nyamwanga, Zambia, Tanzania	Atlantic-Congo	nyam1275	? AND decimal		Enock Appiah Tieku	NA
numerals-nyam1276-1	Nyamwezi, Tanzania	Atlantic-Congo	nyam1276	? AND decimal		Enock Appiah Tieku	NA
numerals-nyam1277-1	Nyambo (Runyambo), Tanzania	Atlantic-Congo	nyam1277	? AND decimal		Enock Appiah Tieku	NA
numerals-nyan1302-1	Nyangbo, Ghana	Atlantic-Congo	nyan1302	decimal		Enock Appiah Tieku	NA
numerals-nyan1302-2	Nyangbo, Ghana	Atlantic-Congo	nyan1302	decimal		Enock Appiah Tieku	NA
numerals-nyan1305-1	Nyaneka, Angola	Atlantic-Congo	nyan1305	? AND decimal		Enock Appiah Tieku	NA
numerals-nyan1307-1	Nyankole (Nyankore), Uganda	Atlantic-Congo	nyan1307	? AND decimal		Enock Appiah Tieku	NA
numerals-nyan1307-2	Nyankole, Uganda	Atlantic-Congo	nyan1307	? AND decimal		Enock Appiah Tieku	NA
numerals-nyan1308-1	Nyanja (Chichewa), Malawi, Zambia	Atlantic-Congo	nyan1308	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nyar1245-1	Nyarafolo Senoufo, Côte d'Ivoire	Atlantic-Congo	nyar1245	decimal AND vigesimal		Enock Appiah Tieku	NA
numerals-nyat1246-1	Nyaturu (Rimi), Tanzania	Atlantic-Congo	nyat1246	? AND decimal		Enock Appiah Tieku	NA
numerals-nyem1238-1	Nyemba (Nganela), Angola	Atlantic-Congo	nyem1238	? AND decimal		Enock Appiah Tieku	NA
numerals-nyol1238-1	Nyole (Lunyole), Uganda	Atlantic-Congo	nyol1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nyor1244-1	Nyore, Kenya	Atlantic-Congo	nyor1244	? AND decimal		Enock Appiah Tieku	NA
numerals-nyor1246-1	Nyoro, Uganda	Atlantic-Congo	nyor1246	decimal		Enock Appiah Tieku	NA
numerals-nyun1248-1	Nyungwe, Mozambique	Atlantic-Congo	nyun1248	? AND decimal		Enock Appiah Tieku	NA
numerals-nzak1246-1	Nzakambay, Cameroon, Chad	Atlantic-Congo	nzak1246	decimal		Enock Appiah Tieku	NA
numerals-nzak1247-1	Nzakara, CAR, DR of the Congo	Atlantic-Congo	nzak1247	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nzak1247-2	Nzakara, CAR, DR of the Congo	Atlantic-Congo	nzak1247	quinary AND decimal		Enock Appiah Tieku	NA
numerals-nzim1238-1	Nzema, Côte d'Ivoire, Ghana	Atlantic-Congo	nzim1238	decimal		Enock Appiah Tieku	NA
numerals-obol1243-1	Obolo, Nigeria	Atlantic-Congo	obol1243	quinary AND decimal		Enock Appiah Tieku	NA
numerals-odua1238-1	Odual, Nigeria	Atlantic-Congo	odua1238	vigesimal AND quadragesimal		Enock Appiah Tieku	NA
numerals-ogbi1239-2	Ogbia, Bayelsa state, Nigeria	Atlantic-Congo	ogbi1239	vigesimal		Enock Appiah Tieku	NA
numerals-ogbr1243-1	Ogbronuagum (Bukuma), Nigeria	Atlantic-Congo	ogbr1243	vigesimal		Enock Appiah Tieku	NA
numerals-ogee1238-1	Òɡè, Àkókó, Ondo State, Nigeria	Atlantic-Congo	ogee1238	mixed		Enock Appiah Tieku	NA
numerals-okoe1238-1	Oko (Oko-Eni-Osayen), Nigeria	Atlantic-Congo	okoe1238	mixed		Enock Appiah Tieku	NA
numerals-okpa1238-1	Okpamheri, Nigeria	Atlantic-Congo	okpa1238	? AND decimal		Enock Appiah Tieku	NA
numerals-omba1241-1	Ombamba (Lembaama), Gabon	Atlantic-Congo	omba1241	? AND decimal		Enock Appiah Tieku	NA
numerals-orin1239-1	Utɔnkɔn (Oring), Nigeria	Atlantic-Congo	orin1239	? AND vigesimal		Enock Appiah Tieku	NA
numerals-orin1239-2	Koring (Oring), Nigeria	Atlantic-Congo	orin1239	mixed		Enock Appiah Tieku	NA
numerals-orok1266-1	Oroko, Cameroon	Atlantic-Congo	orok1266	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-oroo1241-1	Oro, Nigeria	Atlantic-Congo	oroo1241	quinary AND vigesimal?		Enock Appiah Tieku	NA
numerals-osos1238-1	Ososo, Edo State, Nigeria	Atlantic-Congo	osos1238	? AND vigesimal		Enock Appiah Tieku	NA
numerals-paas1238-1	Paasaal (Passale), Ghana	Atlantic-Congo	paas1238	vigesimal		Enock Appiah Tieku	NA
numerals-pagi1243-3	Paɡibete, DR of the Congo	Atlantic-Congo	pagi1243	decimal		Enock Appiah Tieku	NA
numerals-pala1342-1	Palaka Senoufo, Côte d'Ivoire	Atlantic-Congo	pala1342	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-palo1243-1	Palor (Falor), Senegal	Atlantic-Congo	palo1243	quinary AND decimal		Enock Appiah Tieku	NA
numerals-pana1293-1	Pana, Cameroon, Chad, CAR	Atlantic-Congo	pana1293	decimal?		Enock Appiah Tieku	NA
numerals-pape1239-1	Papel, Guinea-Bissau, Senegal	Atlantic-Congo	pape1239	? AND decimal		Enock Appiah Tieku	NA
numerals-pedi1238-1	Northern Sotho, South Africa	Atlantic-Congo	pedi1238	decimal		Enock Appiah Tieku	NA
numerals-peer1241-1	Peere (Kutin), Cameroon	Atlantic-Congo	peer1241	? AND decimal		Enock Appiah Tieku	NA
numerals-phen1239-1	Phende, DR of the Congo	Atlantic-Congo	phen1239	? AND decimal		Enock Appiah Tieku	NA
numerals-phen1239-2	Phende, DR of the Congo	Atlantic-Congo	phen1239	? AND decimal		Enock Appiah Tieku	NA
numerals-phui1238-1	Phuie (Puguli), Burkina Faso	Atlantic-Congo	phui1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-pimb1238-1	Gongwe, Tanzania	Atlantic-Congo	pimb1238	? AND decimal		Enock Appiah Tieku	NA
numerals-pimb1238-2	Pimbwe, Tanzania	Atlantic-Congo	pimb1238	decimal		Enock Appiah Tieku	NA
numerals-pinj1243-1	Pinji (Apindji), Gabon	Atlantic-Congo	pinj1243	decimal		Enock Appiah Tieku	NA
numerals-piny1238-1	Pinyin, Cameroon	Atlantic-Congo	piny1238	decimal		Enock Appiah Tieku	NA
numerals-pomo1271-1	Pol (Pomo), Cameroon, Congo	Atlantic-Congo	pomo1271	decimal		Enock Appiah Tieku	NA
numerals-pong1250-1	Pongu (Pangu), Nigeria	Atlantic-Congo	pong1250	? AND decimal		Enock Appiah Tieku	NA
numerals-pula1262-1	Pular, Guinea, Senegal, Mali	Atlantic-Congo	pula1262	quinary AND decimal?		Enock Appiah Tieku	NA
numerals-pula1263-1	Pulaar, Senegal, Mauritania	Atlantic-Congo	pula1263	quinary AND decimal?		Enock Appiah Tieku	NA
numerals-punu1239-1	Punu (Ipunu), Gabon, Congo	Atlantic-Congo	punu1239	? AND decimal		Enock Appiah Tieku	NA
numerals-putu1241-1	Utugwang-Irungene-Afrike, Nigeria	Atlantic-Congo	putu1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-resh1242-1	Reshe (Tsureshe), Nigeria	Atlantic-Congo	resh1242	? AND decimal		Enock Appiah Tieku	NA
numerals-rund1242-1	Rundi, Burundi, Uganda	Atlantic-Congo	rund1242	? AND decimal		Enock Appiah Tieku	NA
numerals-rwaa1238-1	Rwa (Kirwa), Tanzania	Atlantic-Congo	rwaa1238	? AND decimal		Enock Appiah Tieku	NA
numerals-saaf1238-1	Saafi-Saafi (Safen), Senegal	Atlantic-Congo	saaf1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-saam1283-1	Saamia (Luyia), Kenya, Uganda	Atlantic-Congo	saam1283	decimal		Enock Appiah Tieku	NA
numerals-saam1283-2	Saamia (Luyia), Kenya, Uganda	Atlantic-Congo	saam1283	decimal		Enock Appiah Tieku	NA
numerals-safa1243-1	Safaliba, Ghana	Atlantic-Congo	safa1243	vigesimal		Enock Appiah Tieku	NA
numerals-saka1287-1	Sakata, DR of the Congo, Congo	Atlantic-Congo	saka1287	decimal		Enock Appiah Tieku	NA
numerals-sake1247-1	Sake, Gabon	Atlantic-Congo	sake1247	? AND decimal		Enock Appiah Tieku	NA
numerals-sake1247-2	Sake, Gabon	Atlantic-Congo	sake1247	? AND decimal		Enock Appiah Tieku	NA
numerals-samb1305-1	Samba Leko, Cameroon, Nigeria	Atlantic-Congo	samb1305	vigesimal		Enock Appiah Tieku	NA
numerals-samb1311-1	Chamba-Daka, Adawama, Nigeria	Atlantic-Congo	samb1311	? AND vigesimal		Enock Appiah Tieku	NA
numerals-samb1311-2	Chamba-Daka, Adawama, Nigeria	Atlantic-Congo	samb1311	? AND vigesimal		Enock Appiah Tieku	NA
numerals-sang1331-1	Kisanga, DR of the Congo	Atlantic-Congo	sang1331	decimal		Enock Appiah Tieku	NA
numerals-sang1333-1	Sangu (Isangu), Gabon	Atlantic-Congo	sang1333	decimal		Enock Appiah Tieku	NA
numerals-saxw1241-1	Saxwe-Gbe, Benin	Atlantic-Congo	saxw1241	quinary AND quadragesimal		Enock Appiah Tieku	NA
numerals-sehw1238-1	Sehwi, Ghana	Atlantic-Congo	sehw1238	decimal		Enock Appiah Tieku	NA
numerals-seki1238-1	Seki, Gabon, Equatorial Guinea	Atlantic-Congo	seki1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sekp1241-1	Sekpele, Ghana	Atlantic-Congo	sekp1241	decimal		Enock Appiah Tieku	NA
numerals-sekp1241-2	Sekpele, Ghana	Atlantic-Congo	sekp1241	? AND decimal		Enock Appiah Tieku	NA
numerals-sele1249-1	Selee (Santrokofi), Ghana	Atlantic-Congo	sele1249	decimal		Enock Appiah Tieku	NA
numerals-sere1260-1	Sereer-Sine, Senegal, Gambia	Atlantic-Congo	sere1260	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sere1260-2	Serer-Sine, Senegal, Gambia	Atlantic-Congo	sere1260	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sham1280-1	Shambala, Tanzania	Atlantic-Congo	sham1280	decimal		Enock Appiah Tieku	NA
numerals-shem1239-1	Shempire Senoufo (Fourou), Mali	Atlantic-Congo	shem1239	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-shem1239-2	Shempire Senoufo (Tengrela), Côte d'Ivoire	Atlantic-Congo	shem1239	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-sher1258-1	Sherbro, Sierra Leone	Atlantic-Congo	sher1258	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-shii1238-1	Shi (Mashi), DR of the Congo	Atlantic-Congo	shii1238	? AND decimal		Enock Appiah Tieku	NA
numerals-shon1251-1	Shona, Zimbabwe, Botswana	Atlantic-Congo	shon1251	? AND decimal		Enock Appiah Tieku	NA
numerals-sici1249-1	Sìcìté Senoufo, Mali, Burkina Faso	Atlantic-Congo	sici1249	? AND vigesimal		Enock Appiah Tieku	NA
numerals-sigh1238-1	Sighu (Siwu), Gabon	Atlantic-Congo	sigh1238	decimal		Enock Appiah Tieku	NA
numerals-sigh1238-2	Sighu, Gabon	Atlantic-Congo	sigh1238	decimal		Enock Appiah Tieku	NA
numerals-sima1258-1	Simaa (Mwenyi), Zambia	Atlantic-Congo	sima1258	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sira1266-1	Sira (Gisira), Gabon	Atlantic-Congo	sira1266	? AND decimal		Enock Appiah Tieku	NA
numerals-siss1242-1	Sissala, Burkina Faso	Atlantic-Congo	siss1242	vigesimal		Enock Appiah Tieku	NA
numerals-siwu1238-1	Siwu (Akpafu ), Ghana	Atlantic-Congo	siwu1238	decimal		Enock Appiah Tieku	NA
numerals-siza1240-1	Sizaki, Tanzania	Atlantic-Congo	siza1240	decimal		Enock Appiah Tieku	NA
numerals-siza1240-2	Sizaki, Tanzania	Atlantic-Congo	siza1240	decimal		Enock Appiah Tieku	NA
numerals-soga1242-1	Soga, Uganda	Atlantic-Congo	soga1242	decimal		Enock Appiah Tieku	NA
numerals-somy1238-1	Somyev (Kila Yang), Nigeria	Atlantic-Congo	somy1238	quinary AND vigesimal		Enock Appiah Tieku	NA
