Glottocode	Language_ID	Parameter_ID	Form	Gloss	Comments	Source	Coder
adiv1239	adiv1239-1	100000	lakhja	10000		Sand	EAT
adiv1239	adiv1239-1	1000000	daslakhja	10·1000		Sand	EAT
adiv1239	adiv1239-1	10000000	koti	10000000		Sand	EAT
adiv1239	adiv1239-1	1000000000	daskoti	10·10000000		Sand	EAT
telu1262	telu1262-1	1	okatti	1		Sand	EAT
telu1262	telu1262-1	2	rendu	2{LIG}		Sand	EAT
telu1262	telu1262-1	3	mudu	3{LIG}		Sand	EAT
telu1262	telu1262-1	4	nalugu	4{LIG}		Sand	EAT
telu1262	telu1262-1	5	aidu	5{LIG}		Sand	EAT
telu1262	telu1262-1	6	aru	6{LIG}		Sand	EAT
telu1262	telu1262-1	7	edu	7{LIG}		Sand	EAT
telu1262	telu1262-1	8	innidi	8		Sand	EAT
telu1262	telu1262-1	9	tommidi	9(?)		Sand	EAT
telu1262	telu1262-1	10	padi	10		Sand	EAT
telu1262	telu1262-1	11	padakundu	10[+]1'		Sand	EAT
telu1262	telu1262-1	12	pannendu	10[+]2		Sand	EAT
telu1262	telu1262-1	13	padamudu	10[+]3		Sand	EAT
telu1262	telu1262-1	14	padanalugu	10[+]4		Sand	EAT
telu1262	telu1262-1	15	padahenu	10[+]5		Sand	EAT
telu1262	telu1262-1	16	padaharu	10[+]6		Sand	EAT
telu1262	telu1262-1	17	perihedu	10'[+]7		Sand	EAT
telu1262	telu1262-1	18	paddenmidi	10[+]8'		Sand	EAT
telu1262	telu1262-1	19	pantomidi	10[+]9		Sand	EAT
telu1262	telu1262-1	20	eravai	2'[·]10'	v - vai	Sand	EAT
telu1262	telu1262-1	21	eravaiokatti	2'[·]10[+]1		Sand	EAT
telu1262	telu1262-1	22	eravairendu	2'[·]10[+]2		Sand	EAT
telu1262	telu1262-1	23	eravaimudu	2'[·]10[+]3		Sand	EAT
telu1262	telu1262-1	24	eravainalugu	2'[·]10[+]4		Sand	EAT
telu1262	telu1262-1	25	eravaiaidu	2'[·]10[+]5		Sand	EAT
telu1262	telu1262-1	26	eravaiaru	2'[·]10[+]6		Sand	EAT
telu1262	telu1262-1	27	eravaiedu	2'[·]10[+]7		Sand	EAT
telu1262	telu1262-1	28	eravaiinnidi	2'[·]10[+]8		Sand	EAT
telu1262	telu1262-1	29	eravaitommidi	2'[·]10[+]9		Sand	EAT
telu1262	telu1262-1	30	muppai	"3[·]10"""	p - bai	Sand	EAT
telu1262	telu1262-1	31	muppaiokatti	"(3[·]10"")[+]1"		Sand	EAT
telu1262	telu1262-1	32	muppairendu	"(3[·]10"")[+]2"		Sand	EAT
telu1262	telu1262-1	33	muppaimudu	"(3[·]10"")[+]3"		Sand	EAT
telu1262	telu1262-1	34	muppainalugu	"(3[·]10"")[+]4"		Sand	EAT
telu1262	telu1262-1	35	muppaiaidu	"(3[·]10"")[+]5"		Sand	EAT
telu1262	telu1262-1	36	muppaiaru	"(3[·]10"")[+]6"		Sand	EAT
telu1262	telu1262-1	37	muppaiedu	"(3[·]10"")[+]7"		Sand	EAT
telu1262	telu1262-1	38	muppaiinnidi	"(3[·]10"")[+]8"		Sand	EAT
telu1262	telu1262-1	39	muppaitommidi	"(3[·]10"")[+]9"		Sand	EAT
telu1262	telu1262-1	40	nalabai	4'[·]10	b - bai - regular sound change can explain these - need they be primed?	Sand	EAT
telu1262	telu1262-1	41	nalabaiokatti	(4'[·]10)[+]1		Sand	EAT
telu1262	telu1262-1	42	nalabairendu	(4'[·]10)[+]2		Sand	EAT
telu1262	telu1262-1	43	nalabaimudu	(4'[·]10)[+]3		Sand	EAT
telu1262	telu1262-1	44	nalabainalugu	(4'[·]10)[+]4		Sand	EAT
telu1262	telu1262-1	45	nalabaiaidu	(4'[·]10)[+]5		Sand	EAT
telu1262	telu1262-1	46	nalabaiaru	(4'[·]10)[+]6		Sand	EAT
telu1262	telu1262-1	47	nalabaiedu	(4'[·]10)[+]7		Sand	EAT
telu1262	telu1262-1	48	nalabaiinnidi	(4'[·]10)[+]8		Sand	EAT
telu1262	telu1262-1	49	nalabaitommidi	(4'[·]10)[+]9		Sand	EAT
telu1262	telu1262-1	50	jabai	5[·]10		Sand	EAT
telu1262	telu1262-1	51	jabaiokatti	(5[·]10)[+]1		Sand	EAT
telu1262	telu1262-1	52	jabairendu	(5[·]10)[+]2		Sand	EAT
telu1262	telu1262-1	53	jabaimudu	(5[·]10)[+]3		Sand	EAT
telu1262	telu1262-1	54	jabainalugu	(5[·]10)[+]4		Sand	EAT
telu1262	telu1262-1	55	jabaiaidu	(5[·]10)[+]5		Sand	EAT
telu1262	telu1262-1	56	jabaiaru	(5[·]10)[+]6		Sand	EAT
telu1262	telu1262-1	57	jabaiedu	(5[·]10)[+]7		Sand	EAT
telu1262	telu1262-1	58	jabaiinnidi	(5[·]10)[+]8		Sand	EAT
telu1262	telu1262-1	59	jabaitommidi	(5[·]10)[+]9		Sand	EAT
telu1262	telu1262-1	60	aravai	6'[·]10		Sand	EAT
telu1262	telu1262-1	61	aravaiokatti	(6'[·]10)[+]1		Sand	EAT
telu1262	telu1262-1	62	aravairendu	(6'[·]10)[+]2		Sand	EAT
telu1262	telu1262-1	63	aravaimudu	(6'[·]10)[+]3		Sand	EAT
telu1262	telu1262-1	64	aravainalugu	(6'[·]10)[+]4		Sand	EAT
telu1262	telu1262-1	65	aravaiaidu	(6'[·]10)[+]5		Sand	EAT
telu1262	telu1262-1	66	aravaiaru	(6'[·]10)[+]6		Sand	EAT
telu1262	telu1262-1	67	aravaiedu	(6'[·]10)[+]7		Sand	EAT
telu1262	telu1262-1	68	aravaiinnidi	(6'[·]10)[+]8		Sand	EAT
telu1262	telu1262-1	69	aravaitommidi	(6'[·]10)[+]9		Sand	EAT
telu1262	telu1262-1	70	debbai	7'[·]10		Sand	EAT
telu1262	telu1262-1	71	debbaiokatti	(7'[·]10)[+]1		Sand	EAT
telu1262	telu1262-1	72	debbairendu	(7'[·]10)[+]2		Sand	EAT
telu1262	telu1262-1	73	debbaimudu	(7'[·]10)[+]3		Sand	EAT
telu1262	telu1262-1	74	debbainalugu	(7'[·]10)[+]4		Sand	EAT
telu1262	telu1262-1	75	debbaiaidu	(7'[·]10)[+]5		Sand	EAT
telu1262	telu1262-1	76	debbaiaru	(7'[·]10)[+]6		Sand	EAT
telu1262	telu1262-1	77	debbaiedu	(7'[·]10)[+]7		Sand	EAT
telu1262	telu1262-1	78	debbaiinnidi	(7'[·]10)[+]8		Sand	EAT
telu1262	telu1262-1	79	debbaitommidi	(7'[·]10)[+]9		Sand	EAT
telu1262	telu1262-1	80	enabbai	8[·]10		Sand	EAT
telu1262	telu1262-1	81	enabbaiokatti	(8[·]10)[+]1		Sand	EAT
telu1262	telu1262-1	82	enabbairendu	(8[·]10)[+]2		Sand	EAT
telu1262	telu1262-1	83	enabbaimudu	(8[·]10)[+]3		Sand	EAT
telu1262	telu1262-1	84	enabbainalugu	(8[·]10)[+]4		Sand	EAT
telu1262	telu1262-1	85	enabbaiaidu	(8[·]10)[+]5		Sand	EAT
telu1262	telu1262-1	86	enabbaiaru	(8[·]10)[+]6		Sand	EAT
telu1262	telu1262-1	87	enabbaiedu	(8[·]10)[+]7		Sand	EAT
telu1262	telu1262-1	88	enabbaiinnidi	(8[·]10)[+]8		Sand	EAT
telu1262	telu1262-1	89	enabbaitommidi	(8[·]10)[+]9		Sand	EAT
telu1262	telu1262-1	90	tombai	9'[·]10		Sand	EAT
telu1262	telu1262-1	91	tombaiokatti	(9'[·]10)[+]1		Sand	EAT
telu1262	telu1262-1	92	tombairendu	(9'[·]10)[+]2		Sand	EAT
telu1262	telu1262-1	93	tombaimudu	(9'[·]10)[+]3		Sand	EAT
telu1262	telu1262-1	94	tombainalugu	(9'[·]10)[+]4		Sand	EAT
telu1262	telu1262-1	95	tombaiaidu	(9'[·]10)[+]5		Sand	EAT
telu1262	telu1262-1	96	tombaiaru	(9'[·]10)[+]6		Sand	EAT
telu1262	telu1262-1	97	tombaiedu	(9'[·]10)[+]7		Sand	EAT
telu1262	telu1262-1	98	tombaiinnidi	(9'[·]10)[+]8		Sand	EAT
telu1262	telu1262-1	99	tombaitommidi	(9'[·]10)[+]9		Sand	EAT
cash1251	cash1251-1	1	atsusi	1		Channumerals	EAT
cash1251	cash1251-1	2	rabi	2		Channumerals	EAT
cash1251	cash1251-1	3	rabiatsusi	2[+]1		Channumerals	EAT
cash1251	cash1251-2	3	tres	3		Channumerals	EAT
cash1251	cash1251-3	3	kimisa	3		Channumerals	EAT
cash1251	cash1251-1	4	rabirabi	2+2		Channumerals	EAT
cash1251	cash1251-2	4	quatro	4		Channumerals	EAT
cash1251	cash1251-1	5	mapaj	5		Channumerals	EAT
cash1251	cash1251-2	5	mikin	5		Channumerals	EAT
cash1251	cash1251-1	6	seis	6		Channumerals	EAT
cash1251	cash1251-1	7	siete	7		Channumerals	EAT
cash1251	cash1251-1	8	otso	7		Channumerals	EAT
cash1251	cash1251-1	9	nueve	9		Channumerals	EAT
cash1251	cash1251-1	10	mapamapa	5[+]5		Channumerals	EAT
cash1251	cash1251-2	10	rabimikin	2[·]5		Channumerals	EAT
qawa1238	qawa1238	1	takso	1		Channumerals	EAT
qawa1238	qawa1238-1	2	woks	2		Channumerals	EAT
qawa1238	qawa1238-1	3	wokstou	2[+]1		Channumerals	EAT
qawa1238	qawa1238-1	4	taksowokstou	1[+]2[+]1		Channumerals	EAT
qawa1238	qawa1238-2	4	akiai	4		Channumerals	EAT
midd1357	midd1357-1	1	yabur	1		Channumerals	EAT
midd1357	midd1357-2	1	yabul	1		Channumerals	EAT
midd1357	midd1357-1	2	bula	2		Channumerals	EAT
midd1357	midd1357-2	2	buruhr	2		Channumerals	EAT
midd1357	midd1357-1	3	bulayabur	2[+]1		Channumerals	EAT
midd1357	midd1357-1	4	bulabula	2[+]2		Channumerals	EAT
midd1357	midd1357-2	4	bulahbulah	2[+]2		Channumerals	EAT
midd1357	midd1357-3	4	buruhrburuhr	2[+]2		Channumerals	EAT
midd1357	midd1357-1	5	bulabulayabur	2[+]2[+]1		Channumerals	EAT
midd1357	midd1357-2	5	buruhrburuhryabur	2[+]2[+]1		Channumerals	EAT
midd1357	midd1357-3	5	yugambehdanggan	?		Channumerals	EAT
